LABORATORIO,PROVEEDOR,CUM,DESCRIPCION,PRECIO,CUM2,IVA,PRINCIPIO ACTIVO,REGULADOS,reg invima
LAFRACOL,LAFRACOL,0,VALNOC 3mg x 15 TAB-ENT,1796,,,ESZOPICLONE 3 mg,#N/D,
LAFRACOL,LAFRACOL,0,YAX x 21 TAB-ENT,1061,,,DROSPIRENONA 3 mg; ETINILESTRADIOL 0.03 mg,#N/D,
LAFRACOL,LAFRACOL,0,YAXIBELLE x 28 TAB-ENT,796,,,DROSPIRENONA 3 mg; ETINILESTRADIOL 0.02 mg,#N/D,
LAFRACOL,LAFRACOL,0,ZIMAQUIN 50 mg x 10 TAB-ENT,5184,,,CLOMIFENO CITRATO 50 mg,#N/D,
LAFRACOL,LAFRACOL,0,BETASERC 16MG 2X10TAB-CO-ENT,2766,,,BETAHISTINA DICLORHIDRATO 16 mg,#N/D,
LAFRACOL,LAFRACOL,0,BETASERC 24MG 2X10TAB-CO-ENT,3307,,,BETAHISTINA DICLORHIDRATO 24 mg,#N/D,
LAFRACOL,LAFRACOL,0,CREON 10000PEC 2X10CAPS-CO-ENT,1136,,,AMILASA 45600 U USP; LIPASA 10000 U USP; PROTEASA 38400 U USP,#N/D,
LAFRACOL,LAFRACOL,0,CREON 25000PEC 1X50CAPS-CO-ENT,2429,,,AMILASA 18.000 U; LIPASA 25.000 U; PROTEASA TOTALES 1000 U,#N/D,
LAFRACOL,LAFRACOL,0,CREON 25000PEC 2X10CAPS-CO-ENT,2429,,,AMILASA 18.000 U; LIPASA 25.000 U; PROTEASA TOTALES 1000 U,#N/D,
LAFRACOL,LAFRACOL,0,CREON 5000 1 X 20g-ENT,122320,,,LIPASA 5000 UNIDADES Ph. Eur; AMILASA 3600 UNIDADES Ph. Eur; PROTEASA 200 UNIDADES Ph. Eur,#N/D,
LAFRACOL,LAFRACOL,0,DAYAMINERAL Fe JBE 240mL OTC-ENT,40770,,,VITAMINAS HIERRRO Y MINERALES,#N/D,
LAFRACOL,LAFRACOL,0,DEPAKENE 250MG/5ML FCO X 120ML-ENT,23623,,,ÁCIDO VALPROICO 5g,#N/D,
LAFRACOL,LAFRACOL,0,DEPAKENE X 50 CAP-ENT,990,,,ÁCIDO VALPRÓICO 250 mg,#N/D,
LAFRACOL,LAFRACOL,0,DICETEL 100 MG X 14 TAB-ENT,7123,,,BROMURO DE PINAVERIO 100 mg,#N/D,
LAFRACOL,LAFRACOL,0,DICETEL 100 MG X 28 TAB-ENT,5522,,,BROMURO DE PINAVERIO 100 mg,#N/D,
LAFRACOL,LAFRACOL,0,DICETEL DUO X 24 TAB-ENT,5716,,,BROMURO DE PINAVERIO 100 mg; SIMETICONA DC 65% EQUIV DIMETICONA 300mg,#N/D,
LAFRACOL,LAFRACOL,0,DUPHALAC SLN ORAL CJ X 20 SACHETS-ENT,1662,,,LACTULOSA 66.7 g/100mL,#N/D,
LAFRACOL,LAFRACOL,0,DUPHALAC SOLUCION ORAL 200ML-ENT,49800,,,LACTULOSA 66.7 g/100mL,#N/D,
LAFRACOL,LAFRACOL,0,DUSPATALIN SUSP 10MG/ML X 100ML-ENT,40969,,,CLORHIDRATO DE MEBERVERINA 1.00 g,#N/D,
LAFRACOL,LAFRACOL,0,DUSPATALIN RETARD 200mg 3x10CAP-ENT,3600,,,MEBEVERINA CLORHIDRATO 200.0 mg,#N/D,
LAFRACOL,LAFRACOL,0,FEMOSTON CONTI X 28 TAB-ENT,722,,,ESTRADIOL HEMIHIDRATO EQV. ESTRADIOL 1MG; DIDROGESTERONA 5 MG,#N/D,
LAFRACOL,LAFRACOL,0,KLARICID 125mg/5mL x50mL-NVO-ENT,51780,,,CLARITROMICINA 125mg/5mL,#N/D,
LAFRACOL,LAFRACOL,0,KLARICID 250MG/ 5ML X 100ML-ENT,113618,,,CLARITROMICINA 5 g,#N/D,
LAFRACOL,LAFRACOL,0,KLARICID 250MG/5ML FCO X 50ML-ENT,75769,,,CLARITROMICINA 5 g,#N/D,
LAFRACOL,LAFRACOL,0,KLARICID 500MG X 10 TAB-ENT,4500,,,CLARITROMICINA 500 mg,#N/D,
LAFRACOL,LAFRACOL,0,KLARICID 500mg x30 TAB,4500,,,CLARITROMICINA 500 mg,#N/D,
LAFRACOL,LAFRACOL,0,KLARICID UD X 10 TAB-ENT,8366,,,CLARITROMICINA 500 mg,#N/D,
LAFRACOL,LAFRACOL,0,LUVOX 100MG X 30 TABLETAS-ENT,3205,,,MALEATO DE FLUVOXAMINA 100.0 mg,#N/D,
LAFRACOL,LAFRACOL,0,RYTMONORM 150MG X 30 TAB-ENT,4007,,,PROPAFENONA CLORHIDRATO 150 mg,#N/D,
LAFRACOL,LAFRACOL,0,RYTMONORM 300MG X 20 TAB NVO-ENT,7245,,,PROPAFENONA CLORHIDRATO 300.0 mg,#N/D,
LAFRACOL,LAFRACOL,0,SYNTHROID 100mcg POTE x90 TABENT,961,,,LEVOTIROXINA SODICA 100 mcg,#N/D,
LAFRACOL,LAFRACOL,0,SYNTHROID 112mcg POTE x90 TAB-ENT,1020,,,LEVOTIROXINA SÓDICA 112 mcg,#N/D,
LAFRACOL,LAFRACOL,0,SYNTHROID 125mcg POTE x90 TAB-ENT,1231,,,LEVOTIROXINA SÓDICA 125 mcg,#N/D,
LAFRACOL,LAFRACOL,0,SYNTHROID 137mcg POTE x90 TAB-ENT,1235,,,LEVOTIROXINA SÓDICA 0.137 mg,#N/D,
LAFRACOL,LAFRACOL,0,SYNTHROID 150mcg POTE x90 TAB-ENT,1361,,,LEVOTIROXINA SÓDICA USP 150 microgramos,#N/D,
LAFRACOL,LAFRACOL,0,SYNTHROID 175mcg POTE x90 TAB-ENT,1311,,,LEVOTIROXINA SÓDICA 175 mcg,#N/D,
LAFRACOL,LAFRACOL,0,SYNTHROID 200mcg POTE x90 TAB-ENT,1379,,,LEVOTIROXINA SÓDICA 200mcg,#N/D,
LAFRACOL,LAFRACOL,0,SYNTHROID 25mcg POTE x90 TAB-ENT,686,,,LEVOTIROXINA SÓDICA 25.0 mcg,#N/D,
LAFRACOL,LAFRACOL,0,SYNTHROID 50mcg POTE x90 TAB-ENT,706,,,LEVOTIROXINA SODICA 50 mcg,#N/D,
LAFRACOL,LAFRACOL,0,SYNTHROID 75mcg POTE x90 TAB-ENT,814,,,LEVOTIROXINA SÓDICA 75 mcg,#N/D,
LAFRACOL,LAFRACOL,0,SYNTHROID 88mcg POTE x90 TAB-ENT,791,,,LEVOTIROXINA SÓDICA 88 mcg,#N/D,
LAFRACOL,LAFRACOL,0,TARKA SR 180MG/2MG X 14 TAB-ENT,1671,,,TRANDOLAPRIL 2 mg; VERAPAMILO CLORHIDRATO 180 mg,#N/D,
LAFRACOL,LAFRACOL,0,TRILIPIX 135MG X 30 CAP-ENT,6198,,,ÁCIDO FENOFIBRICO 135.00 mg,#N/D,
LAFRACOL,LAFRACOL,0,VALCOTE 250MG X 30 TAB-ENT,987,,,DIVALPROAT.Na EQV ACIDO VALPROICO 250 mg,#N/D,
LAFRACOL,LAFRACOL,0,VALCOTE 500MG X 30 TAB-ENT,1975,,,DIVALPROAT.Na EQV ACIDO VALPROICO 500 mg,#N/D,
LAFRACOL,LAFRACOL,0,VALCOTE ER 250mgx30 TAB-ENT,1054,,,DIVALPROAT.Na EQV ACIDO VALPROICO 250 mg,#N/D,
LAFRACOL,LAFRACOL,0,VALCOTE ER 500mgx30 TAB-ENT,2071,,,DIVALPROAT.Na EQV ACIDO VALPROICO 500 mg,#N/D,
NOVAMED,NOVAMED,0,APRIX CAJA x 100 x 10 x 20,$165,,,Acetaminiofen + Codeina325 mg/8 mg,#N/D,
NOVAMED,NOVAMED,0,APRIX F CAJA x 20 TAB.,$160,,,Acetaminiofen + Codeina325 mg/30 mg,#N/D,
NOVAMED,NOVAMED,0,ACETAMINOFEN x 100 mL JBE. INST,"$3,500",,,Acetaminofen100ml,#N/D,
NOVAMED,NOVAMED,0,CRONOFEN 500 mg CAJA x 900 TAB.,$40,,,Acetaminofen500 mg,#N/D,
NOVAMED,NOVAMED,0,CRONOFEN GOTAS FCO x 30 mL,"$7,500",,,Acetaminofen 100 mg/ 5 ml,#N/D,
NOVAMED,NOVAMED,0,ADOL PRO x 30 TAB.,$390,,,Acetaminofen + Hidrocodona Bitartrato325 mg + 5 mg,#N/D,
NOVAMED,NOVAMED,0,FERRIMED PLUS CAJA x 30 CÁP. INST.,"$1,000",,,"Acido Ascorbico + Acido Folico + Cianocobalamina + Fuarato Ferroso100 mg + 2 mg 
 + 1 mg + 330 mg",#N/D,
NOVAMED,NOVAMED,0,FERBIN 250 mg CAJA x 300 CÁP.,$190,,,Acido Valproico250 mg,#N/D,
NOVAMED,NOVAMED,0,FERBIN JBE. 250 mg/5mL FCO. X 120 mL INST,"$4,600",,,Acido Valproico 250 mg/ 5 ml,#N/D,
NOVAMED,NOVAMED,0,FERBIN 250 mg CL. CAJA x 300 CÁP. CL.,$190,,,Acido Valproico C.L.250 mg,#N/D,
NOVAMED,NOVAMED,0,SUPREFLUX FORTE 10 mL CAJA x 12 SACHETS,$880,,,Alginato de Sodio + Bicarbonato de Sodio + Carbonato de Calcio5 % + 2.13 % + 3.25%,#N/D,
NOVAMED,NOVAMED,0,SUPREFLUX FORTE SUSPENSION FCO x 240 m L INST,"$19,000",,,"Alginato de Sodio + Bicarbonato de Sodio
 + Carbonato de Calcio5 % + 2.13 % + 3.25%",#N/D,
NOVAMED,NOVAMED,0,SISPRAD 50 mg CAJA x 20 TAB.,"$3,000",,,Alizaprida Clorhidrato50 mg,#N/D,
NOVAMED,NOVAMED,0,ZINTERGIA 100 mg CAJA x 300 CÁP.,$950,,,Amantadina100 mg,#N/D,
NOVAMED,NOVAMED,0,MUXOL ADULTOS JBE. FCO x 120 mL,"$20,000",,,"Ambroxol Clorhidrato + Salbutamol 0,6 g + 0,080 g",#N/D,
NOVAMED,NOVAMED,0,MUXOL NIÑOS JBE. FCO x 120 mL,"$20,000",,,"Ambroxol Clorhidrato + Salbutamol 0,3 g + 0,04 g",#N/D,
NOVAMED,NOVAMED,0,KOACT 642.9 POLVO PARA SUSP. FCO x 75 mL,"$30,000",,,Amoxicilina + Acido Clavulanico 600 mg + 42.9 mg,#N/D,
NOVAMED,NOVAMED,0,KOACT 1000 mg CAJA x 15 TAB.,"$1,900",,,Amoxicilina Tihidrato + Acido Clovulanico 875 mg + 125 mg,#N/D,
NOVAMED,NOVAMED,0,KOACT 625 mg CAJA x 15 TAB.,"$1,800",,,Amoxicilina Tihidrato + Acido Clovulanico 500 mg + 125 mg,#N/D,
NOVAMED,NOVAMED,0,RISCOL 40 mg CAJA x 500 TAB.,"$1,000",,,Artrovastatina 40 mg,#N/D,
NOVAMED,NOVAMED,0,VITAMINA C 500 mg CAJA x 300 CÁP.,$130,,,Ascido Ascorbico500 mg,#N/D,
NOVAMED,NOVAMED,0,AZEFLU SPRAY NASAL x 30 mL,"$65,000",,,"Azelastina HCL 100 mg o 137 mcg 
 + Fluticasona Propionato 36.5 mg o 50 mcg100 mg + 36.5 mg
 137 mcg + 50 mcg",#N/D,
NOVAMED,NOVAMED,0,ALENAT 500 mg x 3 TAB. REC.,"$3,000",,,Azitromicina500 mg,#N/D,
NOVAMED,NOVAMED,0,AZITROMICINA x 15 mL POLVO PARA SUSP,"$10,000",,,Azitromicina200 mg /15 ml,#N/D,
NOVAMED,NOVAMED,0,AZITROMICINA 500 mg x 3 TAB.,"$3,000",,,Azitromicina500 mg,#N/D,
NOVAMED,NOVAMED,0,AEROVIAL CON INH x 30 CAP INST.,$954,,,Budesonida + Formoterol200 mcg + 6 mcg,#N/D,
NOVAMED,NOVAMED,0,AEROVIAL SIN INH CAJA x 30 CÁP.,$954,,,Budesonida + Formoterol200 mcg + 6 mcg,#N/D,
NOVAMED,NOVAMED,0,ACIDRINE 10 mg CAJA x 15 TAB.,$800,,,Cetirizina Clorhidrato 10 mg,#N/D,
NOVAMED,NOVAMED,0,ACIDRINE GOTAS FCO x 25 mL,"$20,000",,,Cetirizina Diclorhidrato 10 mg/ ml,#N/D,
NOVAMED,NOVAMED,0,ACIDRINE JBE. FCO x 100 mL,"$18,000",,,Cetirizina Diclorhidrato 100 ml,#N/D,
NOVAMED,NOVAMED,0,ACIDRINE D JBE. FCO x 60 mL,"$61,218",,,"Cetirizina Diclorhidrato + Fenilefrina Clorhidrato0,1 gr.+ 0,2 gr.",#N/D,
NOVAMED,NOVAMED,0,CONGESTEX CAJA x 60 CÁP.,"$1,300",,,Cetirizina Diclorhidrato +Ibuprofeno + Fenilefrina Clorh 5 mg+200 mg +20mg,#N/D,
NOVAMED,NOVAMED,0,MICOFENTIN CREMA CAJA x 1 TUBO 20 g.,"$65,000",,,Clindamicina + Isoconazol 2% +1%,#N/D,
NOVAMED,NOVAMED,0,PULBRONC NF ADULTOS JBE. FCO x 100 mL,"$22,000",,,"Clobutinol + Cloruro de Amonio + Fenoterol0,40g+0,70g+0,0633g",#N/D,
NOVAMED,NOVAMED,0,PULBRONC NF ÑINOS JBE. FCO x 90 mL,"$22,000",,,"Clobutinol + Cloruro de Amonio + Fenoterol0,20g+0,35g+0,025g",#N/D,
NOVAMED,NOVAMED,0,HUMENAS FCO x 30 mL,"$17,000",,,"Cloruro de Sodio0,65 gr",#N/D,
NOVAMED,NOVAMED,0,HUMENAS GL FCO x 30 mL,"$22,000",,,Cloruro de Sodio + Aloe Vera + Hialuronato de Sodio + Alantoina + Glicerina0.9 gr,#N/D,
NOVAMED,NOVAMED,0,MICOTOPIC CREMA CAJA x 1 TUBO 40 g.,"$10,000",,,"Clotrimazol + Neomicina Sulfato + Dexametasona Acetato1% + 0,5% + 0,04%",#N/D,
NOVAMED,NOVAMED,0,MICOTOPIC CREMA CAJA x 1 TUBO 20 g.,"$8,000",,,"Clotrimazol + Neomicina Sulfato + Dexametasona Acetato1% + 0,5% + 0,04%",#N/D,
NOVAMED,NOVAMED,0,GELIMED 10 g. CAJA x 30 SOBRES + IVA,"$2,300",,,Colageno Hidrolizado al 100%10 g,#N/D,
NOVAMED,NOVAMED,0,DESLODEX 5 mg CAJA x 30 TAB.,"$1,500",,,Desloratadina5 mg,#N/D,
NOVAMED,NOVAMED,0,DESLODEX JBE. FCO x 60 mL,"$25,000",,,Desloratadina60 ml,#N/D,
NOVAMED,NOVAMED,0,DESLODEX D JBE. FCO x 60 mL,"$53,000",,,Desloratadina + Fenilefrina Clorhidrato25 ml + 300 mg,#N/D,
NOVAMED,NOVAMED,0,DESLODEX D CAJA x 10 CÁP.,"$5,400",,,"Desloratadina + Fenilefrina Clorhidrato 2,5 mg + 20 mg",#N/D,
NOVAMED,NOVAMED,0,DESLODEX DUO CAJA x 30 TAB. INST.,"$2,600",,,Desloratadina + Montelukast 5 mg + 10 mg,#N/D,
NOVAMED,NOVAMED,0,ARTRODAR 50 mg x 60 CÁP.,$707,,,Diacereina50 mg,#N/D,
NOVAMED,NOVAMED,0,DORMEX 100 mg CAJA x 20 CÁP.,$450,,,Diclofenaco Sodico 100 mg,#N/D,
NOVAMED,NOVAMED,0,ESCILOM 10 mg CAJA x 28 TAB.,"$1,000",,,Escitalopram 10 mg,#N/D,
NOVAMED,NOVAMED,0,ESCILOM 20 mg CAJA x 28 TAB.,"$2,000",,,Escitalopram 20 mg,#N/D,
NOVAMED,NOVAMED,0,ESOMED 10 mg CAJA x 28 SOBRES INST,"$2,500",,,Esomeprazol10 mg,#N/D,
NOVAMED,NOVAMED,0,ESOMED 20 mg CAJA x 28 CÁP.,"$3,000",,,Esomeprazol20 mg,#N/D,
NOVAMED,NOVAMED,0,ESOMED 40 mg CAJA x 28 CÁP.,"$4,300",,,Esomeprazol40 mg,#N/D,
NOVAMED,NOVAMED,0,ESOMED 5 mg CAJA x 28 SOBRES,"$1,400",,,Esomeprazol5 mg,#N/D,
NOVAMED,NOVAMED,0,ESOMEPRAZOL 20 mg CAJA x 560 CÁP.,$180,,,Esomeprazol20 mg,#N/D,
NOVAMED,NOVAMED,0,ESOMEPRAZOL 40 mg CAJA x 560 CÁP.,$200,,,Esomeprazol40 mg,#N/D,
NOVAMED,NOVAMED,0,ETORIMED 120 mg. CAJA x 7 TAB.,"$4,000",,,Etoricoxib 120 mg,#N/D,
NOVAMED,NOVAMED,0,ETORIMED 60 mg CAJA x 14 TAB.,"$3,000",,,Etoricoxib 60 mg,#N/D,
NOVAMED,NOVAMED,0,ETORIMED 90 mg CAJA x 14 TAB.,"$3,500",,,Etoricoxib 90 mg,#N/D,
NOVAMED,NOVAMED,0,ACTIN 120 mg CAJA x 30 CÁP.,"$1,000",,,Extracto de Gingko Biloba 120 mg,#N/D,
NOVAMED,NOVAMED,0,ACTIN 80 mg CAJA x 30 CÁP.,"$1,000",,,Extracto de Gingko Biloba 80 mg,#N/D,
NOVAMED,NOVAMED,0,ALERMED ® 120 mg x 30 TAB.,$380,,,Fexofenadina HCL 120 mg,#N/D,
NOVAMED,NOVAMED,0,ALERMED D x 10 TAB.,"$2,100",,,Fexofenadina + Fenilefrina60 mg /25 mg,#N/D,
NOVAMED,NOVAMED,0,ALERMED x 150 mL SUSP ORAL,"$38,588",,,Fexofenadina Clorhidrato30 mg/5 ml,#N/D,
NOVAMED,NOVAMED,0,FUNEX 200 mg CAJA x 210 CÁP.,$400,,,Fluconozol200 mg,#N/D,
NOVAMED,NOVAMED,0,FLUOXETINA 20 mg CAJA x 300 TAB.,$42,,,Fluoxetina20 mg,#N/D,
NOVAMED,NOVAMED,0,PRAGMATEN 20 mg CAJA x 100 CÁP.,$90,,,Fluoxetina20 mg,#N/D,
NOVAMED,NOVAMED,0,PRAGMATEN 20 mg/mL JBE. FCO x 70 mL,"$6,100",,,Fluoxetina HCL20 mg / 5 ml,#N/D,
NOVAMED,NOVAMED,0,SERECOR FORTE DPI 500 /50 + INH,"$1,700",,,Fluticasona + Salmeterol 50 ug + 500 ug,#N/D,
NOVAMED,NOVAMED,0,SERECOR FORTE DPI 250 /50 + INH,"$1,400",,,Fluticasona 50 ug + Salmeterol 250 ug 50 ug + 250 ug,#N/D,
NOVAMED,NOVAMED,0,FLUTICASONA SPRAY NASAL FCO x 120 DOSIS,"$21,000",,,Fluticasona Spray Nasal120 mg,#N/D,
NOVAMED,NOVAMED,0,NUVIT MAMA TARRO x 400 g. + IVA,"$27,500",,,"Formula Alimento a base de leche en polvo descremada, con vitamians, minerales, DHA para mujeres embarazadas o enperiodo de lactancia 400 g400 g.",#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN HIDROLIZADA 2 TARRO x 400 g.,"$62,000",,,Formula Alimento de Regimen Especial - Formula lactea con Proteina Hidrolizda para lactantes a partir del 6 mes - Nutriben Hidrolizada 2 400 gr400 g.,#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN HIDROLIZADA 1 TARRO x 400 g.,"$66,000",,,Formula Alimento de Regimen Especial - Formula lactea con Proteina Hidrolizda para lactantes a partir del 6 mes - Nutriben Hidrolizada 400 gr400 g.,#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN A.R. TARRO x 400 g.,"$32,000",,,Formula Alimento de Regimen Especial - Formula lactea en polvo con Hierro para lactantes con Reflujo leve a moderado -Nutriben A.R.400 g.,#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN CONTINUACION TARRO x 400 g.,"$28,000",,,Formula Lactea de Continuación para Lactantes 400gr400 g.,#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN CONTINUACION TARRO x 800 g.,"$56,000",,,Formula Lactea de Continuación para Lactantes 900gr800 g.,#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN CRECIMIENTO TARRO x 400 g.,"$26,000",,,Formula Lactea de Crecimiento en Polvo 400gr400 g.,#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN CRECIMIENTO TARRO x 800 g.,"$52,000",,,Formula Lactea de Crecimiento en Polvo 900gr800 g.,#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN NATAL TARRO x 400 g.,"$32,000",,,Formula Lactea de Inicio para Lactantes 400 gr Natal400 g.,#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN NATAL TARRO x 800 g.,"$64,000",,,Formula Lactea de Inicio para Lactantes 900 gr Natal800 gr,#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN BAJO PESO TARRO x 400 g.,"$32,000",,,Formula Lactea de Inicio para niños lactantes prematuros o bajo peso al nacer desde el primer día Nutriben Polvo R.N. Bajo Peso400 g.,#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN CONFORT TARRO x 400 g.,"$32,000",,,"Fórmula láctea en polvo para lactantes con proteina parcialmente Hidrolizada, Bajo Lactosa con Hierro,Prebioticos, Neocleotidos, DHA y ARA, para el manejo de Cólico lactante, uno de los trastornos gastrointestinales.400 g.",#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN CONFORT TARRO x 800 g.,"$62,000",,,"Fórmula láctea en polvo para lactantes con proteina parcialmente Hidrolizada, Bajo Lactosa con Hierro,Prebioticos, Neocleotidos, DHA y ARA, para el manejo de Cólico lactante, uno de los trastornos gastrointestinales.800 g.",#N/D,
NOVAMED,NOVAMED,0,NUTRIBEN SIN LACTOSA TARRO x 400 g.,"$33,000",,,Formula lactea en Polvo Sin Lactosa para lactantes a partir del nacimiento - Nutriben Sin Lactosa 1400 g.,#N/D,
NOVAMED,NOVAMED,0,UROFOS 3 g. CAJA x 1 SOBRE,"$16,200",,,Fosfomicina Trometamol 3 g.,#N/D,
NOVAMED,NOVAMED,0,METASPRAY 18 g. SPRAY NASAL FCO x 180 DOSIS,"$30,000",,,Fumataro de Metasona Nasal18 g,#N/D,
NOVAMED,NOVAMED,0,METASPRAY 10 g. SPRAY NASAL FCO x 100 DOSIS,"$19,000",,,Fumataro de Metasona Nasal 10 g,#N/D,
NOVAMED,NOVAMED,0,FLEXTRIL C CAJA x 15 SOBRES,"$2,300",,,Glucosamina S04 + Condroitina Sulfato 1500 mg+1200 mg,#N/D,
NOVAMED,NOVAMED,0,FLEXTRIL C MSM x 15 SOBRES INST,"$2,300",,,"Glucosamina S04 + Condroitina Sulfato + Metilsulfonilmetano1500 mg+1200 mg
 +2400 mg",#N/D,
NOVAMED,NOVAMED,0,GELCLAIR CAJA x 9 SOBRES,"$10,000",,,Hialuronato Sódico15 ml,#N/D,
NOVAMED,NOVAMED,0,"OSTENIL PLUS 40 mg CAJA * 1 
 JERINGA PRELLENA","$201,000",,,Hialuronato Sodico 2.0 %0.0002,#N/D,
NOVAMED,NOVAMED,0,EXPECTOS JBE. FCO 120 mL,"$12,000",,,HIEDRA (HEDERA HELIX L.) 1%0.01,#N/D,
NOVAMED,NOVAMED,0,ANEMIKIDS GOTAS FCO x 30 mL,"$7,500",,,"Hierro Glicinato, Equivalente a Hierro Elemental6.66 mg/ml",#N/D,
NOVAMED,NOVAMED,0,ANEMIKIDS JBE. FCO x 120 mL,"$24,000",,,"Hierro Glicinato, Equivalente a Hierro Elemental6 mg/ml",#N/D,
NOVAMED,NOVAMED,0,DOLORSIN 400 mg CAJA x 48 CAP. CL.,$600,,,Ibuprofeno 400 mg,#N/D,
NOVAMED,NOVAMED,0,DOLORSIN FEM CAJA x 36 CAP. CL.,"$1,500",,,Ibuprofeno + Butilbromuro de Hioscina 400 mg + 20 mg,#N/D,
NOVAMED,NOVAMED,0,FLECTADOL CAJA x 20 CÁP. INST,"$1,500",,,Ibuprofeno + Tizanidina400 mg + 2 mg,#N/D,
NOVAMED,NOVAMED,0,LANZOR 30 mg CAJA x 28 CÁP.,$350,,,Lanzoprazol 30 mg,#N/D,
NOVAMED,NOVAMED,0,LEVODRINE 5 mg CAJA x 10 TAB.,"$1,000",,,Levocetirizina Diclorhidrato5 mg,#N/D,
NOVAMED,NOVAMED,0,LEVODRINE JBE. FCO x 120 mL,"$20,000",,,"Levocetirizina Diclorhidrato2HCI , 2.5mg/5ml",#N/D,
NOVAMED,NOVAMED,0,LEVRONC SUSPENSION FCO x 120 mL,"$25,000",,,Levocloperastina Fendizoato35.4 mg / 5 ml,#N/D,
NOVAMED,NOVAMED,0,"SYNATOS 0,6% JBE FCO x 120 mL","$30,000",,,Levodropropizina30 mg/ 5 ml,#N/D,
NOVAMED,NOVAMED,0,LIBELLE 75 mg CAJA x 2 TAB.,"$2,000",,,"Levonorgestrel0,75 mg",#N/D,
NOVAMED,NOVAMED,0,DIMOFLAX CAJA x 60 TAB. INST.,$950,,,Levosulpirida + Pancreatina + Simeticona 25 mg + 150 mg + 80 mg,#N/D,
NOVAMED,NOVAMED,0,CHIQUIDENT SOLUCION ORAL FRASCO x 10 mL,"$10,000",,,Lidocaina Clorhidrato5.5 mg,#N/D,
NOVAMED,NOVAMED,0,LORATADINA 10 mg CAJA x 10 TABL.,$140,,,Loratadina10 mg,#N/D,
NOVAMED,NOVAMED,0,LORATADINA JBE. FCO x 90 mL,"$2,800",,,Loratadina100 mg / 5 ml,#N/D,
NOVAMED,NOVAMED,0,LORDINEX D CAJA x 10 CÁP.,"$1,400",,,Loratadina + Fenilefrina 5 mg + 20 mg,#N/D,
NOVAMED,NOVAMED,0,NEUMOLEX JBE. FCO x 120 mL,"$20,000",,,Loratadina + Noscapina + Salbutamol 100mg+50mg+40mg,#N/D,
NOVAMED,NOVAMED,0,LOSARTAN 100 mg CAJA x 300 TAB. REC.,$75,,,Losartan Potasico Tableta Recubierta100 mg,#N/D,
NOVAMED,NOVAMED,0,LOSARTAN 50 mg CAJA x 300 TAB. REC.,$34,,,Losartan Potasico Tableta Recubierta50 mg,#N/D,
NOVAMED,NOVAMED,0,LOVASTATINA 20 mg CAJA x 300 TAB.,$85,,,Lovastatina20 mg,#N/D,
NOVAMED,NOVAMED,0,PRECORT 16 mg CAJA x 14 TAB.,"$2,550",,,Metilprednisolona16 mg,#N/D,
NOVAMED,NOVAMED,0,PRECORT 4 mg CAJA x 30 TAB.,$590,,,Metilprednisolona 4 mg,#N/D,
NOVAMED,NOVAMED,0,MIKIUM CREMA CAJA x 1 TUBO 40 g ( 7 aplcadores),"$30,000",,,Metronidazol + Isoconazol 10% + 1%,#N/D,
NOVAMED,NOVAMED,0,AIROMED 4 mg CAJA x 90 TAB. MAST.,$840,,,Montelukas 4 mg,#N/D,
NOVAMED,NOVAMED,0,AIROMED 5 mg CAJA x 90 TAB. MAST.,"$1,050",,,Montelukas 5 mg,#N/D,
NOVAMED,NOVAMED,0,AIROMED 10 mg CAJA x 30 TAB.,"$2,100",,,Montelukas Sodico10 mg,#N/D,
NOVAMED,NOVAMED,0,AIROMED 4 mg CAJA x 30 SOBRES,"$1,800",,,Montelukas Sodico4 mg,#N/D,
NOVAMED,NOVAMED,0,ETOPAN 5 mg CAJA x 30 TAB.,$800,,,Mosaprida Citrato 5mg,#N/D,
NOVAMED,NOVAMED,0,BACTEROL 400 mg CAJA x 7 TAB.,"$6,872",,,Moxifloxacino400 mg,#N/D,
NOVAMED,NOVAMED,0,FLUMIXOL 200 mg CAJA x 30 SOBRES,$520,,,N-Acetil-cisteina200 mg,#N/D,
NOVAMED,NOVAMED,0,FLUMIXOL 600 mg CAJA x 30 SOBRES,$600,,,N-Acetil-cisteina600 mg,#N/D,
NOVAMED,NOVAMED,0,FLUMIXOL JBE. 200 mg/5 mL FCO x 60 mL,"$9,000",,,N-Acetil-cisteina60 ml,#N/D,
NOVAMED,NOVAMED,0,NAPROFLASH 250 mg CAJA x 36 CÁP.,$450,,,Naproxeno 250 mg,#N/D,
NOVAMED,NOVAMED,0,NAPROXENO SODICO 550 mg CAJA x 30 TAB.,"$1,200",,,Naproxeno 550 mg,#N/D,
