cum,precio_maximo_venta
19936411-2,176400.0
19936412-5,14700.0
19936412-1,29400.0
19936412-6,29400.0
19936412-2,44100.0
19936412-7,44100.0
19936412-4,7350.0
19936412-3,88200.0
20015567-16,29400.0
20015567-7,29400.0
20015567-14,294000.0
20015567-28,294000.0
20015567-1,44100.0
20015567-17,44100.0
20015567-30,5880.0
20015567-5,5880.0
20015567-18,58800.0
20015567-8,58800.0
20015567-29,588000.0
20015567-33,8820.0
20015567-34,8820.0
20015567-19,88200.0
20015567-2,88200.0
20015567-20,117600.0
20015567-9,117600.0
20015567-31,14700.0
20015567-4,14700.0
20015567-10,147000.0
20015567-21,147000.0
20015567-22,176400.0
20015567-23,176400.0
20015567-3,176400.0
20015567-15,20580.0
20015567-32,20580.0
20015567-6,20580.0
20015567-11,205800.0
20015567-24,205800.0
20015567-12,235200.0
20015567-25,235200.0
20015567-13,264600.0
20015567-26,264600.0
20015567-27,264600.0
20015565-34,88200.0
20015565-18,14700.0
20015565-7,14700.0
20055639-19,14700.0
20055639-2,14700.0
20015565-14,147000.0
20015565-29,147000.0
20055639-9,147000.0
20015565-1,22050.0
20015565-19,22050.0
20055639-11,22050.0
20015565-30,2940.0
20015565-5,2940.0
20055639-15,2940.0
20015565-20,29400.0
20015565-8,29400.0
20055639-3,29400.0
20015565-15,294000.0
20055639-10,294000.0
20015565-31,4410.0
20055639-16,4410.0
20015565-2,44100.0
20015565-21,44100.0
20055639-12,44100.0
20055639-4,44100.0
20015565-22,58800.0
20015565-9,58800.0
20055639-5,58800.0
20015565-32,7350.0
20015565-4,7350.0
20055639-17,7350.0
20015565-10,73500.0
20015565-23,73500.0
20055639-6,73500.0
20015565-24,88200.0
20015565-3,88200.0
20055639-13,88200.0
20015565-16,10290.0
20015565-17,10290.0
20015565-33,10290.0
20015565-6,10290.0
20055639-1,10290.0
20055639-18,10290.0
20015565-11,102900.0
20015565-25,102900.0
20055639-7,102900.0
20015565-12,117600.0
20015565-26,117600.0
20055639-8,117600.0
20015565-13,132300.0
20015565-27,132300.0
20015565-28,132300.0
20055639-14,132300.0
20058621-12,294000.0
20174748-1,88200.0
20174748-2,88200.0
20058621-11,147000.0
20029280-1,14700.0
20121331-3,147000.0
20029280-4,2940.0
20029280-2,29400.0
20137787-2,29400.0
20029280-3,44100.0
20137787-1,44100.0
20120803-1,44100.0
20024871-1,44100.0
20121331-1,44100.0
20133337-1,44100.0
20121331-2,73500.0
20137787-3,88200.0
20115342-1,29400.0
20122152-3,294000.0
20058621-6,294000.0
20137675-2,58800.0
20133000-3,588000.0
20058621-7,588000.0
20137675-1,88200.0
20122152-1,88200.0
20115342-2,88200.0
20115342-3,88200.0
20133000-1,88200.0
20133000-2,88200.0
20058621-1,88200.0
20058621-4,88200.0
20115342-4,882000.0
20115342-5,882000.0
20058621-8,882000.0
20058621-2,14700.0
20122152-2,147000.0
20058621-5,147000.0
20137675-3,176400.0
20058621-9,1764000.0
20058621-3,20580.0
20058621-10,2646000.0
20115343-1,14700.0
20156587-2,147000.0
20018997-2,147000.0
20156587-3,220500.0
20018997-3,220500.0
20156587-4,294000.0
20018997-4,294000.0
20115343-2,44100.0
20115343-3,44100.0
20156587-1,44100.0
20018997-1,44100.0
20115343-4,441000.0
20115343-5,441000.0
20156587-5,441000.0
20018997-5,441000.0
20156587-6,882000.0
20018997-6,882000.0
20156587-7,1323000.0
20018997-7,1323000.0
20107174-1,29400.0
20107174-9,29400.0
20107174-15,294000.0
20107174-6,294000.0
20107174-16,352800.0
20107174-7,352800.0
20107174-10,58800.0
20107174-2,58800.0
20107174-11,88200.0
20107174-3,88200.0
20107174-12,117600.0
20107174-8,117600.0
20107174-13,147000.0
20107174-4,147000.0
20107174-14,176400.0
20107174-5,176400.0
20078014-1,14700.0
20078014-6,147000.0
20078014-7,176400.0
20078014-2,29400.0
20078014-3,44100.0
20078014-4,73500.0
20078014-5,88200.0
20080279-1,88200.0
20021120-3,29400.0
20021120-2,44100.0
20021120-1,73500.0
20026280-10,29400.0
20026280-2,29400.0
20026280-5,352800.0
20026280-8,352800.0
20026280-3,88200.0
20026280-6,88200.0
20026280-1,14700.0
20026280-9,14700.0
20026280-4,176400.0
20026280-7,176400.0
20016924-9,7350.0
20016924-10,14700.0
20016924-2,14700.0
20016924-5,176400.0
20016924-8,176400.0
20016924-3,44100.0
20016924-6,44100.0
20016924-1,7350.0
20016924-4,88200.0
20016924-7,88200.0
20028629-1,88200.0
20115425-1,88200.0
20028623-2,14700.0
20028623-1,44100.0
20070424-1,132300.0
20070425-1,88200.0
20015090-1,14700.0
20015090-3,14700.0
20015090-4,2940.0
20015090-2,44100.0
20015090-5,7350.0
20031981-7,176400.0
20031981-1,2940.0
20031981-4,29400.0
20031981-2,5880.0
20031981-5,58800.0
20031981-6,88200.0
20031981-3,14700.0
20024614-3,7350.0
20024614-4,7350.0
20024614-5,14700.0
20024614-6,14700.0
20024614-7,22050.0
20024614-8,22050.0
20024614-1,3675.0
20024614-2,3675.0
20024614-10,44100.0
20024614-9,44100.0
20024611-2,14700.0
20024611-7,14700.0
20024611-3,29400.0
20024611-8,29400.0
20024611-4,44100.0
20024611-9,44100.0
20024611-1,7350.0
20024611-6,7350.0
20024611-10,88200.0
20024611-5,88200.0
20024613-2,22050.0
20024613-7,22050.0
20024613-3,44100.0
20024613-8,44100.0
20024613-4,66150.0
20024613-9,66150.0
20024613-1,11025.0
20024613-6,11025.0
20024613-10,132300.0
20024613-5,132300.0
20106057-1,88200.0
20144024-1,88200.0
20029768-1,29400.0
20029768-9,29400.0
20029768-15,294000.0
20029768-7,294000.0
20029768-10,58800.0
20029768-2,58800.0
20029768-11,88200.0
20029768-3,88200.0
20029768-12,117600.0
20029768-4,117600.0
20029768-8,14700.0
20029768-13,147000.0
20029768-5,147000.0
20029768-14,176400.0
20029768-6,176400.0
20029769-1,14700.0
20029769-9,14700.0
20029769-15,147000.0
20029769-7,147000.0
20029769-10,29400.0
20029769-2,29400.0
20029769-11,44100.0
20029769-3,44100.0
20029769-12,58800.0
20029769-4,58800.0
20029769-8,7350.0
20029769-13,73500.0
20029769-5,73500.0
20029769-14,88200.0
20029769-6,88200.0
20058619-1,88200.0
20036553-1,14700.0
20036553-12,14700.0
20036553-5,147000.0
20036553-9,1470000.0
20036553-10,2940.0
20036553-13,29400.0
20036553-2,29400.0
20036553-6,294000.0
20036553-7,367500.0
20036553-11,4410.0
20036553-14,44100.0
20036553-3,44100.0
20036553-8,735000.0
20036553-4,88200.0
58479-1,19500.0
20189917-1,74370.0
20187625-1,111555.0
20165956-2,495800.0
20165956-1,148740.0
20187126-1,37185.0
20158485-1,2479.0
20158484-1,3098.75
20158483-2,3718.5
20159613-1,4958.0
20157872-1,1239.5
20158487-1,1859.25
20149316-4,24790.0
20149316-2,247900.0
20149316-6,247900.0
20149316-1,74370.0
20149316-5,74370.0
20149316-3,12395.0
20149322-4,37185.0
20149322-2,371850.0
20149322-6,371850.0
20149322-1,111555.0
20149322-5,111555.0
20149322-3,18592.5
20148063-4,49580.0
20148063-2,495800.0
20148063-6,495800.0
20148063-1,148740.0
20148063-5,148740.0
20148063-3,24790.0
20147960-4,12395.0
20147960-2,123950.0
20147960-6,123950.0
20147960-1,37185.0
20147960-5,37185.0
20147960-3,6197.5
19951170-3,24790.0
19951170-5,24790.0
19951170-6,74370.0
19951170-4,24790.0
19951170-1,247900.0
19951170-2,74370.0
20010032-4,30987.5
20010032-1,30987.5
20010032-3,309875.0
20010032-2,92962.5
19951171-3,37185.0
19951171-4,37185.0
19951171-5,37185.0
19951171-1,371850.0
19951171-2,111555.0
19951171-6,111555.0
19995528-2,495800.0
19995528-1,148740.0
19995528-3,49580.0
19995528-4,49580.0
19995528-5,148740.0
19951169-3,12395.0
19951169-4,12395.0
19951169-1,123950.0
19951169-2,37185.0
19951169-5,37185.0
20010033-1,18592.5
20010033-4,18592.5
20010033-3,185925.0
20010033-2,55777.5
19900498-1,429415.05
19900498-2,429415.05
19900498-3,429415.05
19988755-1,6103.63
19988755-5,6103.63
19988755-3,91554.45
19988755-4,146487.12
19988755-2,18310.89
19988755-6,6103.63
20068867-1,6103.63
20068867-2,6103.63
19946997-1,6103.63
19946997-2,6103.63
19985113-1,6103.63
19985113-2,6103.63
19971488-1,6103.63
19971488-2,6103.63
19971971-1,6103.63
19971971-2,6103.63
19971833-1,6103.63
19971833-2,6103.63
19972438-1,18310.89
19972438-2,18310.89
20077143-28,24414.52
20077143-30,24414.52
20077143-10,36621.78
20077143-13,36621.78
20077143-4,36621.78
20077143-7,36621.78
20077143-16,36621.78
20077143-19,36621.78
20077143-22,36621.78
20077143-25,36621.78
20077143-1,6103.63
20077143-11,6103.63
20077143-2,6103.63
20077143-31,6103.63
20077143-5,6103.63
20077143-8,6103.63
20077143-14,6103.63
20077143-17,6103.63
20077143-20,6103.63
20077143-23,6103.63
20077143-26,6103.63
20077143-32,6103.63
20077143-12,18310.89
20077143-3,18310.89
20077143-6,18310.89
20077143-9,18310.89
20077143-15,18310.89
20077143-18,18310.89
20077143-21,18310.89
20077143-24,18310.89
20077143-27,24414.52
20077143-29,24414.52
20125523-4,36621.78
20125523-1,6103.63
20125523-2,6103.63
20125523-5,79347.19
20125523-6,91554.45
20125523-3,18310.89
20014311-1,6103.63
19982941-1,6103.63
19974735-1,6103.63
19990317-1,6103.63
20046074-2,305181.5
20046074-1,6103.63
20046074-3,610363.0
20046074-4,1220726.0
20046074-5,1831089.0
20046074-6,6103.63
20046074-8,91554.45
20046074-9,146487.12
20046074-7,18310.89
20046074-10,305181.5
20071421-1,6103.63
19942145-1,6103.63
19942145-4,6103.63
19942145-2,12207.26
19942145-3,18310.89
19941934-2,305181.5
19941934-1,6103.63
19941934-5,6103.63
19941934-3,12207.26
19941934-4,18310.89
19988571-3,305181.5
19988571-4,305181.5
19988571-7,305181.5
19988571-1,6103.63
19988571-5,6103.63
19988571-6,6103.63
19988571-2,18310.89
19907975-4,305181.5
19907974-1,6103.63
19907974-2,6103.63
19907974-3,6103.63
19907974-4,6103.63
19907975-1,6103.63
19907975-5,6103.63
19907975-6,6103.63
19907975-2,61036.3
19907975-3,122072.6
228238-1,6103.63
228238-2,6103.63
27076-2,305181.5
19948887-1,6103.63
27076-1,6103.63
27076-3,6103.63
27076-4,305181.5
19951554-2,305181.5
19951554-1,6103.63
19951554-3,6103.63
19951554-4,12207.26
19951554-6,12207.26
19951554-5,18310.89
19951554-7,18310.89
38692-1,6103.63
19906276-1,6103.63
19906276-2,6103.63
19906276-3,12207.26
19906276-4,18310.89
19906274-5,305181.5
19906274-10,6103.63
19906274-11,6103.63
19906274-14,6103.63
19906274-7,6103.63
19906274-2,61036.3
19906274-6,610363.0
19906274-12,12207.26
19906274-15,12207.26
19906274-17,12207.26
19906274-19,12207.26
19906274-9,12207.26
19906274-3,122072.6
19906274-13,18310.89
19906274-16,18310.89
19906274-18,18310.89
19906274-20,18310.89
19906274-8,18310.89
19906274-4,183108.9
19906274-1,6103.63
19905413-1,6103.63
19905413-2,6103.63
19948265-2,305181.5
19948265-4,305181.5
19948265-1,6103.63
19948265-3,6103.63
19948265-5,6103.63
20011474-1,6103.63
19948265-10,91554.45
19948265-6,12207.26
19948265-8,12207.26
19948265-7,18310.89
19948265-9,18310.89
19948265-11,183108.9
20131111-1,6103.63
19979565-1,6103.63
20039679-1,6103.63
20039679-4,6103.63
20039679-2,18310.89
20039679-3,18310.89
19992684-1,6103.63
19992684-2,6103.63
19985872-1,6103.63
19981474-2,305181.5
19981474-5,305181.5
19981474-1,6103.63
19981474-3,6103.63
19981474-4,6103.63
19981474-6,6103.63
20009360-1,6103.63
19982562-2,8155.0
19982562-3,8155.0
19982562-5,81550.0
19982562-6,122325.0
19982562-9,122325.0
19982562-7,163100.0
19982562-8,244650.0
19982562-1,40775.0
19982562-4,40775.0
20057153-1,143124.0
20057153-4,1431240.0
20057153-2,286248.0
20057153-3,715620.0
20187778-1,143124.0
20103493-1,143124.0
20121679-1,143124.0
20121679-2,1431240.0
20189753-1,143124.0
20094071-1,143124.0
20094071-2,143124.0
20156645-2,477.08
20156645-1,477.08
20163574-2,1431240.0
20163574-1,143124.0
20060022-1,143124.0
20060022-4,1431240.0
20060022-2,286248.0
20060022-3,715620.0
20056851-1,143124.0
20056851-2,143124.0
20018890-1,47708.0
20018890-2,95416.0
20018890-3,143124.0
20153476-1,143124.0
20124984-1,1144992.0
20124984-2,1144992.0
20124984-4,1431240.0
20124984-5,1717488.0
20124984-3,858744.0
20120159-1,1431240.0
20120159-2,286248.0
20061904-1,143124.0
20092980-2,95416.0
20029185-3,1431240.0
20029185-1,286248.0
20029185-2,715620.0
19907394-1,47708.0
19907394-11,47708.0
19907394-13,47708.0
19907394-4,47708.0
19907394-9,47708.0
19907394-10,95416.0
19907394-12,95416.0
19907394-14,95416.0
19907394-2,95416.0
19907394-5,95416.0
19907394-3,143124.0
19907394-6,143124.0
19907394-7,143124.0
19907394-8,143124.0
20090580-1,704580.0
20090580-2,1409160.0
20090580-3,2113740.0
20146936-3,704580.0
20146936-1,1409160.0
20146936-4,1409160.0
20146936-2,2113740.0
20146936-5,2113740.0
20110331-1,704580.0
20066653-2,704580.0
20066653-3,704580.0
20066653-1,1409160.0
20066653-4,1409160.0
20066653-5,2113740.0
20129462-1,704580.0
20129462-8,704580.0
20045677-2,704580.0
20045677-7,704580.0
20129462-14,7045800.0
20129462-7,7045800.0
20045677-10,7045800.0
20045677-5,7045800.0
20129462-2,1409160.0
20129462-9,1409160.0
20045677-3,1409160.0
20045677-8,1409160.0
20045677-11,14091600.0
20129462-10,1972824.0
20129462-3,1972824.0
20129462-11,2113740.0
20129462-4,2113740.0
20045677-12,21137400.0
20045677-1,352290.0
20045677-6,352290.0
20129462-12,3522900.0
20129462-5,3522900.0
20045677-4,3522900.0
20045677-9,3522900.0
20129462-13,4227480.0
20129462-6,4227480.0
20147124-2,704580.0
20147124-1,1409160.0
20147124-3,2113740.0
20059603-1,1409160.0
20059603-2,2113740.0
20059603-3,352290.0
20128085-1,704580.0
19910140-1,352290.0
19909517-1,939440.0
19909517-2,1409160.0
19909516-1,704580.0
19909516-7,704580.0
19909516-2,1409160.0
19909516-4,1409160.0
19909516-5,1409160.0
19909516-3,2113740.0
19909516-6,2113740.0
20094683-1,173609.28
20094683-2,173609.28
20094683-3,520827.84
20094683-5,520827.84
20094683-4,868046.4
20028798-2,173609.28
20028798-6,173609.28
20028798-3,347218.56
20028798-4,520827.84
20028798-5,868046.4
20097732-1,82809245.4
20080773-1,82809245.4
20071948-1,82809245.4
20097720-1,82809245.4
20080771-1,82809245.4
20213830-1,82809245.4
20213827-1,82809245.4
20213835-1,82809245.4
20250301-1,82809245.4
20250301-2,88724191.5
20250301-3,165618490.8
20250301-4,177448383.0
20246008-1,82809245.4
20246008-2,88724191.5
20246008-3,165618490.8
20246008-4,177448383.0
20245910-1,82809245.4
20245910-2,88724191.5
20245910-3,165618490.8
20245910-4,177448383.0
20192669-3,2867529.0
20192669-2,8602587.0
20192669-4,8602587.0
20192669-1,2867529.0
20192669-5,2867529.0
20192669-7,2867529.0
20192669-6,8602587.0
20120420-1,8602587.0
20197193-2,8602587.0
20197193-1,2867529.0
20196519-1,4301293.5
20196519-2,8602587.0
20196519-3,17205174.0
20196519-4,25807761.0
20073590-1,8602587.0
20073590-2,8602587.0
19999216-3,36940.0
19999216-1,11082.0
40914-4,10343.2
40914-5,10343.2
40914-1,20686.4
40914-6,20686.4
40914-2,5171.6
40914-3,5171.6
21776-1,5171.6
21776-2,11082.0
21776-3,11082.0
20066847-2,2146.9
20066847-1,21469.0
20066847-3,21469.0
20012344-2,30056.6
20012344-5,30056.6
20012344-3,60113.2
20012344-6,60113.2
20012344-1,15028.3
20012344-4,15028.3
20012344-7,150283.0
20015858-1,128814.0
226424-2,30056.6
226424-4,30056.6
226424-8,30056.6
226424-5,60113.2
226424-9,60113.2
226424-10,120226.4
226424-6,120226.4
226424-1,15028.3
226424-3,15028.3
226424-7,15028.3
19999487-2,60113.2
19999487-3,120226.4
19999487-1,30056.6
20059782-1,21469.0
20059782-5,214690.0
20059782-2,42938.0
20059782-3,64407.0
20059782-4,128814.0
20187965-1,42938.0
20187965-5,429380.0
20187965-2,85876.0
20187965-3,128814.0
20187965-4,257628.0
20134639-1,120226.4
20134639-2,120226.4
19972340-1,21469.0
19972340-2,30056.6
19972340-3,42938.0
19972340-4,60113.2
19972340-5,64407.0
19972340-6,8587.6
20086909-1,30056.6
20086909-3,30056.6
20086909-4,30056.6
20086909-2,60113.2
20086909-5,60113.2
20086827-1,60113.2
20086827-3,60113.2
20086827-4,60113.2
20086827-2,120226.4
20086827-5,120226.4
20008987-8,214690.0
20008987-9,240452.8
20008987-1,30056.6
20008987-2,60113.2
20008987-3,64407.0
20008987-4,90169.8
20008987-5,107345.0
20008987-6,120226.4
20008987-7,210396.2
20008987-10,2103962.0
20008985-1,60113.2
20008985-13,60113.2
20008985-14,60113.2
20008985-7,60113.2
20008985-2,120226.4
20008985-8,120226.4
20008985-3,180339.6
20008985-9,180339.6
20008985-10,240452.8
20008985-4,240452.8
20008985-12,3606792.0
20008985-6,3606792.0
20008985-11,420792.4
20008985-5,420792.4
20053355-6,42938.0
20053355-1,64407.0
20053355-3,8587.6
20053355-4,12881.4
20053355-2,128814.0
20053355-5,21469.0
19965058-1,32203.5
19965058-6,4293.8
19965058-3,42938.0
19965058-4,64407.0
19965058-2,10734.5
19965058-5,107345.0
20041351-13,4293.8
20041351-10,42938.0
20041351-2,42938.0
20041351-3,60113.2
20041351-4,64407.0
20041351-14,8587.6
20041351-11,85876.0
20041351-5,85876.0
20041351-12,128814.0
20041351-6,128814.0
20041351-9,21469.0
20041351-7,240452.8
20041351-8,257628.0
20041351-1,30056.6
19956219-1,21469.0
19956219-6,21469.0
19956219-2,42938.0
19956219-3,64407.0
19956219-4,85876.0
19956219-5,107345.0
20006391-1,21469.0
20006391-11,21469.0
20006391-8,214690.0
20006391-10,2146900.0
20006391-2,30056.6
20006391-12,32203.5
20006391-13,4293.8
20006391-3,42938.0
20006391-4,60113.2
20006391-5,64407.0
20006391-6,85876.0
20006391-9,1073450.0
20006391-7,128814.0
20022998-1,21469.0
20022998-4,214690.0
20022998-5,429380.0
20022998-2,64407.0
20022998-3,107345.0
20134646-2,120226.4
20018391-2,21469.0
19991043-2,30056.6
20093550-1,30056.6
20018391-3,30056.6
19991043-3,60113.2
20093550-2,60113.2
20018391-1,60113.2
19991043-6,64407.0
19991043-7,64407.0
19991043-4,8587.6
20134646-1,120226.4
19991043-1,15028.3
19991043-5,15028.3
20069166-14,42938.0
20069166-19,42938.0
20069166-2,42938.0
20069166-31,42938.0
20069166-35,42938.0
20069166-54,42938.0
20069166-58,429380.0
20069166-10,60113.2
20069166-27,60113.2
20069166-50,60113.2
20093455-1,60113.2
20069166-20,64407.0
20069166-3,64407.0
20069166-15,85876.0
20069166-21,85876.0
20069166-32,85876.0
20069166-36,85876.0
20069166-4,85876.0
20069166-55,85876.0
20069166-11,90169.8
20069166-28,90169.8
20069166-51,90169.8
20069166-22,107345.0
20069166-5,107345.0
20069166-12,120226.4
20069166-29,120226.4
20069166-52,120226.4
20093455-2,120226.4
20069166-16,128814.0
20069166-23,128814.0
20069166-33,128814.0
20069166-37,128814.0
20069166-56,128814.0
20069166-6,128814.0
20069166-13,150283.0
20069166-24,150283.0
20069166-30,150283.0
20069166-38,150283.0
20069166-53,150283.0
20069166-7,150283.0
20069166-17,171752.0
20069166-1,21469.0
20069166-18,21469.0
20069166-25,214690.0
20069166-34,214690.0
20069166-39,214690.0
20069166-57,214690.0
20069166-8,214690.0
20069166-26,30056.6
20069166-49,30056.6
20069166-9,30056.6
20012438-1,21469.0
20055159-11,21469.0
20055159-2,21469.0
20012438-4,214690.0
20055159-10,214690.0
20055159-1,42938.0
20055159-12,42938.0
20012438-5,429380.0
19991043-8,64407.0
20012438-2,64407.0
20055159-13,64407.0
20055159-3,64407.0
20055159-14,85876.0
20055159-4,85876.0
20012438-3,107345.0
20055159-15,107345.0
20055159-5,107345.0
20055159-6,128814.0
20055159-7,150283.0
20055159-8,171752.0
20055159-9,193221.0
20120845-3,214690.0
20120845-1,64407.0
20120845-2,107345.0
20159534-2,30056.6
20159534-6,30056.6
20159534-3,60113.2
20159534-7,60113.2
20159534-4,120226.4
20159534-8,120226.4
20159534-1,15028.3
20159534-5,15028.3
20077685-1,60113.2
20038613-1,60113.2
20038613-3,60113.2
20038613-2,64407.0
20038613-4,64407.0
20073011-31,2146.9
20073011-13,21469.0
20073011-23,21469.0
20073011-3,21469.0
20073011-1,30056.6
20073011-11,30056.6
20073011-21,30056.6
20073011-32,4293.8
20073011-14,42938.0
20073011-24,42938.0
20073011-4,42938.0
20073011-12,60113.2
20073011-2,60113.2
20073011-22,60113.2
20073011-15,64407.0
20073011-25,64407.0
20073011-5,64407.0
20073011-16,85876.0
20073011-26,85876.0
20073011-6,85876.0
20073011-17,107345.0
20073011-27,107345.0
20073011-7,107345.0
20073011-18,128814.0
20073011-28,128814.0
20073011-8,128814.0
20073011-19,150283.0
20073011-29,150283.0
20073011-9,150283.0
20073011-10,171752.0
20073011-20,171752.0
20073011-30,171752.0
20073009-31,4293.8
20073009-32,4293.8
20073009-13,42938.0
20073009-23,42938.0
20073009-3,42938.0
20073009-1,60113.2
20073009-11,60113.2
20073009-21,60113.2
20073009-14,85876.0
20073009-24,85876.0
20073009-4,85876.0
20073009-12,120226.4
20073009-2,120226.4
20073009-22,120226.4
20073009-15,128814.0
20073009-25,128814.0
20073009-5,128814.0
20073009-16,171752.0
20073009-26,171752.0
20073009-6,171752.0
20073009-17,214690.0
20073009-27,214690.0
20073009-7,214690.0
20073009-18,257628.0
20073009-28,257628.0
20073009-8,257628.0
20073009-19,300566.0
20073009-29,300566.0
20073009-9,300566.0
20073009-10,343504.0
20073009-20,343504.0
20073009-30,343504.0
20095995-1,64407.0
20095995-2,64407.0
20037203-1,32203.5
20037203-3,4293.8
20037203-2,64407.0
19994906-1,21469.0
19994906-2,42938.0
19994906-3,64407.0
19994906-4,128814.0
19988137-6,21469.0
19988137-9,214690.0
19988137-2,30056.6
19988137-7,42938.0
19988137-10,429380.0
19988137-3,60113.2
19988137-8,64407.0
19988137-11,644070.0
19988137-4,8587.6
19988137-12,858760.0
19988137-13,1073450.0
19988137-1,15028.3
19988137-5,15028.3
20059984-17,42938.0
20059984-4,42938.0
20059984-19,429380.0
20059984-9,60113.2
20059984-5,64407.0
20059984-1,8587.6
20059984-13,8587.6
20059984-18,85876.0
20059984-6,85876.0
20059984-20,858760.0
20059984-10,120226.4
20059984-12,128814.0
20059984-21,1288140.0
20059984-11,150283.0
20059984-14,17175.2
20059984-2,17175.2
20059984-22,1717520.0
20059984-3,21469.0
20059984-7,214690.0
20059984-23,2146900.0
20059984-15,25762.8
20059984-16,30056.6
20059984-8,30056.6
20142104-2,30056.6
20142104-9,30056.6
20142104-3,32203.5
20142104-4,60113.2
20142104-5,64407.0
20142104-6,120226.4
20142104-7,128814.0
20142104-1,15028.3
20142104-8,15028.3
20150373-6,480905.6
20150373-2,60113.2
20150373-8,60113.2
20150373-3,120226.4
20150373-9,120226.4
20150373-4,180339.6
20150373-1,30056.6
20150373-7,30056.6
20150373-5,300566.0
19980216-5,22542.45
19974737-4,21469.0
19974737-6,21469.0
19974737-1,30056.6
19974737-5,42938.0
19974737-2,60113.2
19974737-3,64407.0
19980216-1,15028.3
19980216-2,30056.6
19980216-3,32203.5
19980216-6,32203.5
19980216-4,7514.15
20001671-1,21469.0
20001671-10,21469.0
20001671-16,21469.0
20001671-6,21469.0
20001671-7,21469.0
20001671-14,4293.8
20001671-11,42938.0
20001671-17,42938.0
20001671-2,42938.0
20001671-8,42938.0
20001671-12,64407.0
20001671-18,64407.0
20001671-3,64407.0
20001671-9,64407.0
20001671-15,8587.6
20001671-4,8587.6
20001671-13,128814.0
20001671-19,128814.0
20190069-3,8587.6
20190069-1,128814.0
20190069-2,128814.0
19997075-3,21469.0
19997075-4,30056.6
19997075-5,32203.5
19997075-1,4293.8
19997075-6,60113.2
19997075-7,64407.0
19997075-2,15028.3
20009260-3,42938.0
20009260-4,60113.2
20009260-5,64407.0
20009260-1,8587.6
20009260-6,120226.4
20009260-7,128814.0
20009260-2,30056.6
20124069-1,4738490.18
19930825-1,72180.0
19930825-2,721800.0
20144723-1,240600.0
19905129-2,24060.0
19905129-1,240600.0
46262-1,60150.0
20180776-2,538200.0
20180776-4,5382000.0
20180776-3,2691000.0
20180776-1,53820.0
20180947-2,269100.0
20180947-4,2691000.0
20180947-3,1345500.0
20180947-1,26910.0
20103661-1,53820.0
20103664-1,26910.0
20113369-1,53820.0
20113369-2,538200.0
20054183-1,53820.0
20038145-1,538200.0
20038145-5,5382000.0
20038145-2,1076400.0
20038145-6,10764000.0
20038145-3,1614600.0
20038145-4,2691000.0
20038145-7,26910000.0
19989576-1,53820.0
19989576-2,538200.0
19989576-5,5382000.0
19989576-3,1345500.0
19989576-4,2691000.0
19989552-1,26910.0
19989552-2,269100.0
19989552-5,2691000.0
19989552-3,672750.0
19989552-4,1345500.0
19981640-1,53820.0
19981641-1,53820.0
20001639-1,53820.0
19981640-4,538200.0
19981641-4,538200.0
20001639-2,538200.0
19981640-5,807300.0
19981641-5,807300.0
19981640-2,161460.0
19981641-2,161460.0
19981640-6,1614600.0
19981641-6,1614600.0
19981640-8,16146000.0
19981641-8,16146000.0
19981640-3,269100.0
19981641-3,269100.0
19981640-7,2691000.0
19981641-7,2691000.0
19981640-9,26910000.0
19981641-9,26910000.0
20001638-1,26910.0
20001638-2,269100.0
20085484-1,538200.0
20085484-2,538200.0
20170276-2,269100.0
20170276-1,269100.0
20085484-3,538200.0
20170276-3,269100.0
20010367-1,53820.0
20010367-7,53820.0
20010367-3,538200.0
20010367-9,538200.0
20010367-12,5382000.0
20010367-6,5382000.0
20010367-10,1345500.0
20010367-4,1345500.0
20010367-2,269100.0
20010367-8,269100.0
20010367-11,2691000.0
20010367-5,2691000.0
20010478-1,26910.0
20010478-7,26910.0
20010478-3,269100.0
20010478-9,269100.0
20010478-12,2691000.0
20010478-6,2691000.0
20010478-10,672750.0
20010478-4,672750.0
20010478-2,134550.0
20010478-8,134550.0
20010478-11,1345500.0
20010478-5,1345500.0
20087664-1,53820.0
20087664-2,53820.0
20087663-1,26910.0
201199-1,538200.0
201199-2,538200.0
201199-3,538200.0
201200-1,269100.0
201200-2,269100.0
201200-3,269100.0
201200-4,269100.0
20085878-2,53820.0
19973890-1,53820.0
20010368-1,53820.0
19961388-2,53820.0
19954437-1,53820.0
20010372-1,53820.0
19981441-1,53820.0
19942150-1,53820.0
20125407-1,538200.0
19973890-3,538200.0
20010368-3,538200.0
19961388-1,538200.0
19954437-3,538200.0
20010372-3,538200.0
19981441-2,538200.0
19981441-3,538200.0
19978219-1,538200.0
19978219-2,538200.0
19942150-5,538200.0
20010368-6,5382000.0
20010372-6,5382000.0
19942150-9,5382000.0
19942150-11,53820000.0
19973890-4,807300.0
19954437-4,807300.0
19942150-2,107640.0
19942150-6,1076400.0
19978219-3,1291680.0
20010368-4,1345500.0
19954437-6,1345500.0
20010372-4,1345500.0
19942150-7,1345500.0
19942150-3,161460.0
19961388-3,215280.0
19942150-13,21528000.0
19973890-2,269100.0
20010368-2,269100.0
19954437-2,269100.0
20010372-2,269100.0
19942150-12,269100.0
19942150-4,269100.0
19973890-5,2691000.0
20010368-5,2691000.0
19954437-5,2691000.0
20010372-5,2691000.0
19978219-4,2691000.0
19942150-8,2691000.0
19942150-10,26910000.0
20171232-2,538200.0
20171232-3,1076400.0
20171232-4,1345500.0
