cum,precio_maximo_venta
19969274-3,35670.0
19969274-4,35670.0
19969274-8,35670.0
20105963-15,35670.0
20105963-23,35670.0
20105963-30,35670.0
20105963-33,35670.0
20105963-39,35670.0
20105963-44,35670.0
20105963-46,35670.0
20105963-5,35670.0
19972152-1,35670.0
19972152-2,35670.0
20105963-38,356700.0
20105963-42,356700.0
19972152-6,356700.0
20105963-1,5945.0
20105963-19,5945.0
19972152-7,594500.0
19969274-13,71340.0
19969274-5,71340.0
19969274-9,71340.0
20105963-16,71340.0
20105963-34,71340.0
20105963-40,71340.0
20105963-6,71340.0
19972152-8,713400.0
20105963-24,8323.0
20105963-9,8323.0
20105963-17,107010.0
20105963-35,107010.0
20105963-41,107010.0
20105963-7,107010.0
19972152-9,1070100.0
20086955-1,2972.5
20099612-11,2972.5
20099612-17,2972.5
20099612-2,2972.5
20099612-23,2972.5
20005748-4,29725.0
20099612-15,29725.0
20099612-7,29725.0
20005748-5,35670.0
20099612-21,4161.5
20099612-9,4161.5
20099612-18,4458.75
20099612-3,4458.75
20099612-34,4458.75
20086955-2,5945.0
20099612-25,5945.0
20005748-6,59450.0
20099612-26,59450.0
20207796-1,8323.0
20099612-10,8323.0
20099612-22,8323.0
20086955-3,8917.5
20086955-5,8917.5
20005748-1,8917.5
20005748-2,8917.5
20005748-3,8917.5
20099612-12,8917.5
20099612-19,8917.5
20099612-24,8917.5
20099612-28,8917.5
20099612-33,8917.5
20099612-4,8917.5
20005748-7,89175.0
20099612-27,89175.0
20099612-31,89175.0
20099612-1,1486.25
20099612-16,1486.25
20099612-32,14862.5
20005748-8,148625.0
20086955-4,17835.0
20086955-6,17835.0
20099612-13,17835.0
20099612-29,17835.0
20099612-5,17835.0
20005748-9,178350.0
20099612-20,2080.75
20099612-8,2080.75
20099612-14,26752.5
20099612-30,26752.5
20099612-6,26752.5
20005748-10,267525.0
20195368-1,8917.5
20207799-1,16646.0
20207808-1,33292.0
19951089-4,5945.0
19951089-5,5945.0
19951089-8,59450.0
19951089-3,1189.0
19951089-1,11890.0
19951089-2,17835.0
19951089-6,23780.0
19951089-7,29725.0
19951088-4,11890.0
19951088-5,11890.0
19951088-8,118900.0
19951088-3,2378.0
19951088-1,23780.0
19951088-2,35670.0
19951088-6,47560.0
19951088-7,59450.0
19951090-10,2972.5
19951090-3,2972.5
19951090-4,2972.5
19951090-8,29725.0
19951090-2,594.5
19951090-5,5945.0
19951090-9,8917.5
19951090-6,11890.0
19951090-7,14862.5
19951090-1,8917.5
19963369-1,594.5
19963369-5,5945.0
19963369-6,8917.5
19963369-2,1189.0
19963369-7,11890.0
19963369-3,1783.5
19963369-8,17835.0
19963369-4,2972.5
19963368-5,1189.0
19963368-1,11890.0
19963368-2,17835.0
19963368-6,2378.0
19963368-3,23780.0
19963368-7,3567.0
19963368-4,35670.0
19963368-8,5945.0
19963370-5,297.25
19963370-1,2972.5
19963370-2,4458.75
19963370-6,594.5
19963370-3,5945.0
19963370-7,891.75
19963370-4,8917.5
19963370-8,1486.25
218021-3,8323.0
218021-4,8323.0
218021-1,16646.0
218021-2,4161.5
40526-2,16646.0
40526-4,16646.0
40526-1,33292.0
40526-3,8323.0
218019-3,4161.5
218019-4,4161.5
218019-1,8323.0
218019-2,2080.75
20042526-1,16646.0
20042526-3,16646.0
20042526-2,17835.0
20042526-4,17835.0
20042525-1,8323.0
20042525-3,8323.0
20042525-2,8917.5
20042525-4,8917.5
20042528-1,33292.0
20042528-3,33292.0
20042528-2,35670.0
20042528-4,35670.0
20063304-2,11890.0
20063304-4,11890.0
20063304-6,11890.0
20063304-1,35670.0
20063304-3,35670.0
20063304-5,35670.0
19947984-1,35670.0
19977137-1,11890.0
19977137-4,11890.0
19977137-2,23780.0
19977137-5,23780.0
19977137-6,23780.0
19977137-3,35670.0
19977137-7,35670.0
19927712-2,11890.0
19927712-8,11890.0
19927712-3,17835.0
19927712-7,17835.0
19927712-4,2972.5
19927712-9,2972.5
19927712-5,35670.0
19927712-6,35670.0
19927712-1,2972.5
19956722-3,11890.0
19956722-2,35670.0
19956722-1,5945.0
19956722-4,71340.0
19927083-2,5945.0
19927083-3,8917.5
19927083-1,1486.25
19927083-4,17835.0
20192120-3,10117090.0
20192120-5,101170900.0
20192120-2,3035127.0
20192120-4,50585450.0
20192120-1,1011709.0
19926495-1,1011709.0
19926495-2,1011709.0
19926496-1,1416392.6
19926496-2,1416392.6
20104641-1,1011709.0
20104641-2,1011709.0
20104647-1,1416392.6
20104647-2,1416392.6
20104055-1,1416392.6
20104055-11,1416392.6
20104055-6,1416392.6
20104055-3,14163926.0
20104055-8,14163926.0
20104055-4,21245889.0
20104055-9,21245889.0
20104055-10,28327852.0
20104055-5,28327852.0
20104055-2,7081963.0
20104055-7,7081963.0
20115308-1,1011709.0
20105071-1,1011709.0
20115309-1,1416392.6
20134349-1,1011709.0
20151988-1,1011709.0
20151988-2,10117090.0
20104070-1,1011709.0
20104070-11,1011709.0
20104070-6,1011709.0
20104070-3,10117090.0
20104070-8,10117090.0
20104070-4,15175635.0
20104070-9,15175635.0
20104070-10,20234180.0
20104070-5,20234180.0
20104070-2,5058545.0
20104070-7,5058545.0
20144830-1,1416392.6
20192194-1,1011709.0
20107146-1,1011709.0
20107928-1,1416392.6
20137885-1,1011709.0
20137883-1,1416392.6
20138254-1,1011709.0
20138254-2,1011709.0
20138252-1,1416392.6
20138252-2,1416392.6
20121784-1,1011709.0
20121786-1,1416392.6
20095165-1,1011709.0
20095165-10,1011709.0
20095165-2,1011709.0
20095165-3,1011709.0
20095165-4,1011709.0
20095165-5,1011709.0
20095165-6,1011709.0
20095165-7,1011709.0
20095165-8,1011709.0
20095165-9,1011709.0
20095167-1,1416392.6
20095167-2,1416392.6
20095167-3,1416392.6
20095167-4,1416392.6
20095167-5,1416392.6
20095167-6,1416392.6
20112777-1,1011709.0
20112781-1,1416392.6
20033345-1,7650.0
20163218-1,15300.0
20163218-2,15300.0
20163216-1,7650.0
20163216-2,7650.0
20163216-4,7650.0
20163216-5,7650.0
20163216-6,7650.0
20163218-3,15300.0
20163218-4,15300.0
20163218-5,15300.0
20209221-1,7650.0
20209221-2,191250.0
20209221-3,382500.0
20199293-2,76500.0
224374-2,7650.0
20199293-1,7650.0
19900226-1,7650.0
19900226-10,7650.0
19900226-11,7650.0
19900226-9,7650.0
19900226-6,76500.0
19900226-8,765000.0
19900226-2,15300.0
19900226-3,22950.0
19900226-4,38250.0
19900226-7,382500.0
19900226-5,45900.0
19934430-1,51000.0
19902857-1,7650.0
19934623-1,7650.0
228420-1,7650.0
19979608-1,76500.0
19902857-2,382500.0
19989810-1,63750.0
19989809-1,191250.0
19956453-1,7650.0
20109426-1,7650.0
20109426-9,7650.0
20109426-6,76500.0
20109426-8,765000.0
20109426-2,15300.0
20109426-3,22950.0
20109426-4,38250.0
20109426-7,382500.0
20109426-5,45900.0
41416-2,7650.0
41416-3,7650.0
20168652-1,43850.0
20099284-1,21925.0
20099285-1,43850.0
19932353-1,43850.0
20078191-1,43850.0
20018332-1,43850.0
20018332-5,43850.0
20018332-9,43850.0
20018332-2,52620.0
20018332-6,52620.0
20018332-3,61390.0
20018332-7,61390.0
20018332-4,105240.0
20018332-8,105240.0
20006926-1,43850.0
20006926-3,43850.0
20006926-2,8770.0
19924501-1,8060.0
19924501-2,16120.0
19924501-3,24180.0
19922571-1,16120.0
19922571-2,32240.0
19922571-3,48360.0
20048355-1,16120.0
20054555-2,1612.0
20054555-1,16120.0
20054555-3,4030.0
19936110-1,16120.0
19936110-2,32240.0
19924025-1,8060.0
19924025-2,16120.0
19900840-5,16120.0
19900840-1,3224.0
19900840-2,3224.0
19900840-3,3224.0
19900840-6,32240.0
19900840-4,4836.0
19900840-7,48360.0
19900841-2,8060.0
19900841-3,8060.0
19900841-6,8060.0
19900841-4,16120.0
19900841-7,16120.0
19900841-5,24180.0
19900841-8,24180.0
19911417-1,16120.0
19924714-1,8060.0
19914682-1,8060.0
19924714-2,16120.0
19914682-2,16120.0
19924714-3,24180.0
19914682-3,24180.0
19926701-1,16120.0
19933716-1,16120.0
20136000-2,16120.0
20136000-8,16120.0
19914681-1,16120.0
19926701-3,161200.0
20136000-3,24180.0
19926701-2,32240.0
19933716-2,32240.0
20136000-4,32240.0
19914681-2,32240.0
19926701-4,403000.0
20136000-5,48360.0
19914681-3,48360.0
20136000-1,6448.0
20136000-7,6448.0
20136000-6,96720.0
20136000-9,3224.0
19933714-1,8060.0
19948805-1,8060.0
19912109-1,8060.0
19979526-1,8060.0
19933714-2,16120.0
19912109-2,16120.0
20021107-1,16120.0
19948008-1,16120.0
19933714-3,24180.0
19912919-1,16120.0
19984302-2,16120.0
19924713-1,16120.0
19942649-1,16120.0
19941308-1,16120.0
19948009-1,16120.0
19979527-1,16120.0
19942649-4,161200.0
19924713-2,32240.0
19942649-2,32240.0
19924713-3,48360.0
19942649-3,80600.0
19942649-5,806000.0
20106196-3,16120.0
20106196-4,16120.0
20106196-2,48360.0
20106196-5,48360.0
20106196-1,96720.0
19902221-1,8060.0
19902221-3,1612.0
19902221-2,16120.0
19902221-4,3224.0
19911427-1,16120.0
19911427-7,16120.0
19911427-3,161200.0
19911427-6,161200.0
19911427-4,3224.0
19911427-5,806000.0
19911427-2,145080.0
20127514-1,16120.0
20127514-2,16120.0
19919012-1,8060.0
19919012-2,16120.0
19918970-1,16120.0
19939930-1,16120.0
19939930-2,24180.0
19939930-6,3224.0
19939930-3,32240.0
19939930-4,48360.0
19939930-5,96720.0
20004376-1,16120.0
19993679-1,8060.0
20004374-1,8060.0
19993545-1,16120.0
20010585-1,16120.0
20010585-2,3224.0
19926155-1,8060.0
19926155-2,16120.0
19935549-1,16120.0
19935549-2,32240.0
20028796-2,16120.0
20028796-4,16120.0
20028796-5,16120.0
20028796-3,32240.0
20028796-6,32240.0
20028796-1,6448.0
19915209-1,8060.0
19915209-2,16120.0
19915208-1,16120.0
19915208-2,32240.0
19904843-2,8060.0
19904843-3,16120.0
19904843-4,24180.0
19904843-1,4030.0
19904845-2,16120.0
19904845-3,32240.0
19904845-4,48360.0
19904845-1,8060.0
20193169-4,16120.0
20193169-2,32240.0
20193169-3,48360.0
20193169-1,16120.0
19904483-2,40300.0
19906624-1,8060.0
19904483-1,16120.0
19906624-2,16120.0
19906624-3,24180.0
20142418-1,89100957.0
20014965-1,2950232.0
20014965-3,2950232.0
20014965-2,8850696.0
20014965-4,8850696.0
19953428-3,755008.0
19953428-4,755008.0
19953428-1,1887520.0
19953428-2,3775040.0
19976958-1,493850.0
20010244-1,493850.0
20010244-2,493850.0
20010244-3,493850.0
19943316-1,24692.5
19943316-3,246925.0
19943316-2,123462.5
19943209-1,49385.0
19943209-4,49385.0
19943209-9,49385.0
19943209-3,493850.0
19943209-6,493850.0
19943209-8,493850.0
19943209-2,246925.0
19943209-5,246925.0
19943209-7,246925.0
20078448-1,148155.0
19970906-1,592620.0
19963290-1,148155.0
19963290-2,246925.0
19963290-3,296310.0
20078446-1,74077.5
20070206-1,493850.0
19977029-1,24692.5
19977029-5,246925.0
19977029-2,74077.5
19977029-6,740775.0
19977029-3,123462.5
19977029-8,1234625.0
19977029-4,148155.0
19980483-1,49385.0
19980483-5,493850.0
19980483-2,148155.0
19980483-6,1481550.0
19980483-3,246925.0
19980483-7,2469250.0
19980483-4,296310.0
19905672-1,493850.0
20010832-2,49385.0
20010832-1,29631.0
20010831-1,24692.5
20010831-2,74077.5
20010831-3,123462.5
20011062-1,148155.0
20011062-2,246925.0
20077486-1,296310.0
33037-1,493850.0
227801-1,59262.0
33038-1,123462.5
51612-1,246925.0
20052504-14,21750.0
20052504-15,21750.0
20052504-4,21750.0
20052504-8,21750.0
20052504-17,217500.0
20052504-5,32625.0
20052504-18,326250.0
20052504-1,4350.0
20052504-11,4350.0
20052504-6,43500.0
20052504-9,43500.0
20052504-19,435000.0
20052504-20,543750.0
20052504-10,65250.0
20052504-7,65250.0
20052504-21,652500.0
20052504-12,8700.0
20052504-2,8700.0
20052504-22,870000.0
20052504-13,10875.0
20052504-3,10875.0
20052504-16,108750.0
20052504-23,1087500.0
20052505-16,10875.0
20052505-4,10875.0
20052505-9,10875.0
20052505-18,108750.0
20052505-5,16312.5
20052505-19,163125.0
20052505-1,2175.0
20052505-13,2175.0
20052505-10,21750.0
20052505-6,21750.0
20052505-20,217500.0
20052505-21,271875.0
20052505-11,32625.0
20052505-7,32625.0
20052505-22,326250.0
20052505-14,4350.0
20052505-2,4350.0
20052505-23,435000.0
20052505-15,5437.5
20052505-3,5437.5
20052505-17,54375.0
20052505-24,543750.0
19987248-3,21750.0
19987248-4,30450.0
19987248-9,32625.0
19987248-1,4350.0
19987248-5,43500.0
19987248-6,60900.0
19987248-7,65250.0
19987248-8,10875.0
19987248-2,15225.0
19987355-3,10875.0
19987355-4,15225.0
19987355-9,16312.5
19987355-1,2175.0
19987355-5,21750.0
19987355-6,30450.0
19987355-7,32625.0
19987355-8,5437.5
19987355-2,7612.5
19956203-2,21750.0
19956203-6,4350.0
19956203-3,43500.0
19956203-4,65250.0
19956203-1,10875.0
19956203-5,130500.0
19956202-2,10875.0
19956202-3,21750.0
19956202-4,32625.0
19956202-1,5437.5
19956202-5,65250.0
19987556-3,21750.0
19987556-8,217500.0
19987556-4,30450.0
19987556-1,4350.0
19987556-5,43500.0
19987556-6,60900.0
19987556-7,65250.0
19987556-2,15225.0
19987557-3,10875.0
19987557-8,108750.0
19987557-4,15225.0
19987557-1,2175.0
19987557-5,21750.0
19987557-6,30450.0
19987557-7,32625.0
19987557-2,7612.5
20076332-1,60900.0
20076332-4,60900.0
20076332-5,60900.0
20076332-2,121800.0
20076332-6,121800.0
20076332-3,152250.0
20076332-7,152250.0
20017998-1,21750.0
20017998-2,43500.0
20017998-3,65250.0
20017998-4,130500.0
19976636-2,10875.0
19976636-23,10875.0
19976636-7,10875.0
19976636-27,108750.0
19976636-3,16312.5
19976636-8,16312.5
19976636-1,2175.0
19976636-20,2175.0
19976636-29,2175.0
19976636-6,2175.0
19976636-24,21750.0
19976636-4,21750.0
19976636-9,21750.0
19976636-19,32625.0
19976636-25,32625.0
19976636-5,32625.0
19976636-28,326250.0
19976636-22,5437.5
19976636-26,54375.0
19979790-1,21750.0
19979790-11,21750.0
19979790-6,21750.0
19979790-10,217500.0
19979790-15,217500.0
19979790-5,217500.0
19979790-12,43500.0
19979790-2,43500.0
19979790-7,43500.0
19979790-13,65250.0
19979790-3,65250.0
19979790-8,65250.0
19979790-14,108750.0
19979790-4,108750.0
19979790-9,108750.0
19980053-1,10875.0
19980053-11,10875.0
19980053-16,10875.0
19980053-6,10875.0
19980053-10,108750.0
19980053-15,108750.0
19980053-20,108750.0
19980053-5,108750.0
19980053-12,21750.0
19980053-17,21750.0
19980053-2,21750.0
19980053-7,21750.0
19980053-13,32625.0
19980053-18,32625.0
19980053-3,32625.0
19980053-8,32625.0
19980053-14,54375.0
19980053-19,54375.0
19980053-4,54375.0
19980053-9,54375.0
20144811-1,215673.0
20144811-2,647019.0
20177063-1,431346.0
20177063-2,1294038.0
20177024-1,647019.0
20177024-2,1941057.0
20109085-14,215673.0
20109085-23,215673.0
20109085-4,215673.0
20109085-27,2156730.0
20109085-12,301942.2
20109085-17,301942.2
20109085-2,301942.2
20109085-20,301942.2
20109085-29,301942.2
20109085-7,301942.2
20109085-9,43134.6
20109085-15,431346.0
20109085-24,431346.0
20109085-5,431346.0
20109085-13,452913.3
20109085-21,452913.3
20109085-3,452913.3
20109085-18,603884.4
20109085-22,603884.4
20109085-30,603884.4
20109085-8,603884.4
20109085-16,647019.0
20109085-25,647019.0
20109085-6,647019.0
20109085-10,86269.2
20109085-26,1078365.0
20109085-28,10783650.0
20109085-1,150971.1
20109085-11,150971.1
20109085-19,150971.1
20109078-14,431346.0
20109078-23,431346.0
20109078-4,431346.0
20109078-27,4313460.0
20109078-12,603884.4
20109078-17,603884.4
20109078-2,603884.4
20109078-20,603884.4
20109078-29,603884.4
20109078-7,603884.4
20109078-9,86269.2
20109078-15,862692.0
20109078-24,862692.0
20109078-5,862692.0
20109078-13,905826.6
20109078-21,905826.6
20109078-3,905826.6
20109078-18,1207768.8
20109078-22,1207768.8
20109078-30,1207768.8
20109078-8,1207768.8
20109078-16,1294038.0
20109078-25,1294038.0
20109078-6,1294038.0
20109078-10,172538.4
20109078-26,2156730.0
20109078-28,21567300.0
20109078-1,301942.2
20109078-11,301942.2
20109078-19,301942.2
20109081-14,647019.0
20109081-23,647019.0
20109081-4,647019.0
20109081-27,6470190.0
20109081-12,905826.6
20109081-17,905826.6
20109081-2,905826.6
20109081-20,905826.6
20109081-29,905826.6
20109081-7,905826.6
20109081-9,129403.8
20109081-15,1294038.0
20109081-24,1294038.0
20109081-5,1294038.0
20109081-13,1358739.9
20109081-21,1358739.9
20109081-3,1358739.9
20109081-18,1811653.2
20109081-22,1811653.2
20109081-30,1811653.2
20109081-8,1811653.2
20109081-16,1941057.0
20109081-25,1941057.0
20109081-6,1941057.0
20109081-10,258807.6
20109081-26,3235095.0
20109081-28,32350950.0
20109081-1,452913.3
20109081-11,452913.3
20109081-19,452913.3
20171378-2,1294038.0
20171378-3,1941057.0
20171378-1,647019.0
20146525-2,603884.4
20146525-3,603884.4
20146525-1,647019.0
20146518-2,1207768.8
20146518-3,1207768.8
20146518-1,1294038.0
20146529-2,1811653.2
20146529-3,1811653.2
20146529-1,1941057.0
20036790-1,905826.6
20036790-2,1811653.2
20036790-3,1941057.0
20036790-4,5434959.6
20025804-1,301942.2
20025804-2,603884.4
20025804-3,647019.0
20025804-5,647019.0
20025804-4,1811653.2
20036785-1,603884.4
20036785-2,1207768.8
20036785-3,1294038.0
20036785-5,1294038.0
20036785-4,3623306.4
20205868-1,647019.0
20205868-2,647019.0
20144156-4,301942.2
20144156-6,603884.4
20144156-7,603884.4
20144156-2,647019.0
20144156-5,647019.0
20144156-1,905826.6
20144156-3,905826.6
20144157-4,603884.4
20144157-6,1207768.8
20144157-7,1207768.8
20144157-2,1294038.0
20144157-5,1294038.0
20144157-1,1811653.2
20144157-3,1811653.2
20132268-1,215673.0
20132268-5,215673.0
20132268-9,215673.0
20132268-2,431346.0
20132268-6,431346.0
20132268-10,647019.0
20132268-3,647019.0
20132268-7,647019.0
20132268-4,1941057.0
20132268-8,1941057.0
20133285-1,431346.0
20133285-5,431346.0
20133285-2,862692.0
20133285-3,1294038.0
20133285-6,1294038.0
20133285-4,3882114.0
19997395-1,8640.0
20028347-2,8640.0
19986691-1,8640.0
20034210-2,8640.0
20034210-21,8640.0
20034210-28,8640.0
20034210-9,8640.0
20006744-2,8640.0
19997395-4,86400.0
19986691-5,86400.0
20034210-40,86400.0
20034210-15,12096.0
20034210-18,12096.0
20034210-34,12096.0
20034210-37,12096.0
19986691-2,12960.0
20034210-22,12960.0
20034210-3,12960.0
19997395-2,17280.0
20028347-3,17280.0
19986691-3,17280.0
20034210-10,17280.0
20034210-23,17280.0
20034210-29,17280.0
20034210-4,17280.0
20006744-3,17280.0
20034210-16,18144.0
20034210-35,18144.0
20034210-24,21600.0
20034210-5,21600.0
20034210-17,24192.0
20034210-19,24192.0
20034210-36,24192.0
20034210-38,24192.0
19997395-3,25920.0
20028347-1,25920.0
19986691-4,25920.0
20034210-11,25920.0
20034210-25,25920.0
20034210-30,25920.0
20034210-6,25920.0
20006744-4,25920.0
20006744-1,3456.0
20034210-12,34560.0
20034210-26,34560.0
20034210-31,34560.0
20034210-7,34560.0
20034210-1,4320.0
20034210-20,4320.0
20034210-13,43200.0
20034210-27,43200.0
20034210-32,43200.0
20034210-8,43200.0
20034210-14,6048.0
20034210-33,6048.0
20034210-41,6048.0
20034210-39,77760.0
20077382-1,8640.0
20077382-7,8640.0
20077382-10,86400.0
20077382-4,86400.0
20077382-2,12960.0
20077382-8,12960.0
20077382-11,172800.0
20077382-5,172800.0
20077382-3,25920.0
20077382-9,25920.0
20077382-12,259200.0
20077382-6,259200.0
20054331-1,8640.0
20025277-1,8640.0
20025277-5,864000.0
20025277-2,17280.0
20025277-4,216000.0
20025277-8,2592.0
20025277-3,25920.0
20025277-6,34560.0
20025277-9,4320.0
20025277-7,51840.0
20013191-1,8640.0
20013191-6,8640.0
20013191-2,12960.0
20013191-7,12960.0
20013191-3,17280.0
20013191-8,17280.0
20013191-4,25920.0
20013191-9,25920.0
20013191-5,3456.0
20010476-1,8640.0
20010476-2,17280.0
20010476-6,2592.0
20010476-3,25920.0
20010476-4,34560.0
20010476-7,4320.0
20010476-5,51840.0
19940030-3,8640.0
19940030-4,8640.0
19940030-6,1728.0
19940030-2,17280.0
19940030-5,25920.0
19940030-1,3456.0
59743-1,17280.0
19900996-1,45370.0
19900996-2,136110.0
19900996-3,272220.0
48902-2,45370.0
48902-3,45370.0
48902-1,113425.0
24886-1,6805.5
58063-1,45370.0
19991549-3,22685.0
227034-1,22685.0
227034-4,22685.0
19991549-2,272220.0
19991549-4,45370.0
19952547-1,45370.0
227034-2,45370.0
227034-5,45370.0
19991549-5,68055.0
19901800-1,68055.0
19991549-7,680550.0
19963258-1,113425.0
19991549-6,113425.0
19901800-2,113425.0
227034-3,113425.0
227034-6,113425.0
227251-1,113425.0
19991549-8,1143324.0
19991549-1,136110.0
224085-1,113425.0
57154-2,22685.0
57154-3,45370.0
57154-4,68055.0
57154-5,90740.0
57154-6,113425.0
57154-1,136110.0
19965707-1,22685.0
19965707-2,45370.0
19965707-3,68055.0
19965707-4,113425.0
20143105-2,9906.65
20143105-1,9906.65
19961389-1,9906.65
19992942-1,9906.65
19992942-2,9906.65
19986061-1,9906.65
19986061-2,9906.65
20018839-1,9906.65
20018839-3,990665.0
20018839-2,29719.95
31755-1,9906.65
19942623-1,9906.65
19942623-2,9906.65
20080145-12,59439.9
20080145-3,59439.9
20080145-6,59439.9
20080145-9,59439.9
20080145-1,9906.65
20080145-10,9906.65
20080145-13,9906.65
20080145-16,9906.65
20080145-19,9906.65
20080145-4,9906.65
20080145-7,9906.65
20080145-11,29719.95
20080145-2,29719.95
20080145-5,29719.95
20080145-8,29719.95
20080145-14,39626.6
20080145-15,39626.6
20080145-17,39626.6
20080145-18,39626.6
20154946-1,9906.65
20154946-5,9906.65
20154946-2,19813.3
20154946-3,29719.95
20154946-10,9906.65
20154946-6,9906.65
20154946-11,19813.3
20154946-7,19813.3
20154946-8,29719.95
20154946-13,39626.6
20154946-4,39626.6
20154946-9,39626.6
20154946-12,29719.95
20154948-5,9906.65
20154948-6,9906.65
20154945-14,29719.95
20154945-12,9906.65
20154945-15,9906.65
20154945-1,9906.65
20154945-2,19813.3
20154945-5,19813.3
20154945-4,29719.95
20154945-13,19813.3
20154945-11,9906.65
20154945-8,9906.65
20154945-9,19813.3
20154945-10,29719.95
20154945-7,9906.65
20154945-6,29719.95
19902231-1,9906.65
19902231-5,9906.65
19902231-2,19813.3
19902231-3,29719.95
19902231-4,39626.6
19902231-10,9906.65
19902231-6,9906.65
19902231-7,19813.3
19902231-8,29719.95
19902231-9,39626.6
19944666-1,9906.65
20070619-1,9906.65
20070619-4,9906.65
20070573-1,9906.65
20070573-2,9906.65
20009792-10,9906.65
20009792-5,9906.65
20009792-6,9906.65
20009792-7,19813.3
20009792-8,29719.95
20009792-9,39626.6
20009792-1,9906.65
20001835-1,9906.65
20154948-1,9906.65
20154948-2,9906.65
20001614-1,9906.65
20001614-2,9906.65
20001614-3,9906.65
20001614-4,9906.65
20080281-1,9906.65
19956614-1,9906.65
19943063-1,9906.65
19943063-4,9906.65
19943063-2,19813.3
19943063-3,29719.95
19992955-1,9906.65
19992955-2,29719.95
20071109-1,9906.65
20034500-1,9906.65
20135930-1,9906.65
20135930-3,9906.65
20135930-2,29719.95
19984842-1,9906.65
20154948-3,9906.65
20154948-4,9906.65
20150723-1,12777.1
20041949-1,25554.2
20026310-1,12777.1
20026310-10,127771.0
20026310-6,127771.0
20026310-9,1277710.0
20026310-2,25554.2
20026310-7,255542.0
20026310-3,38331.3
20026310-4,63885.5
20026310-8,638855.0
20026310-5,76662.6
20103345-3,127771.0
20103345-4,127771.0
20103345-6,127771.0
20103345-1,63885.5
20103345-2,63885.5
20103345-5,63885.5
227184-1,63885.5
227185-1,191656.5
227166-1,31942.75
20071940-1,12777.1
20071940-5,12777.1
20071940-3,127771.0
20071940-7,127771.0
20071940-2,63885.5
20071940-6,63885.5
20071940-4,638855.0
20071940-8,638855.0
20037783-1,63885.5
20138291-2,127771.0
20138291-1,63885.5
208099-1,63885.5
208097-1,191656.5
208098-1,31942.75
20113164-1,31942.75
20117690-1,12777.1
20117690-3,127771.0
20117690-5,1277710.0
20117690-2,63885.5
20117690-6,63885.5
20117690-4,638855.0
20240744-1,63580.0
20241746-1,6358.0
20145347-1,63580.0
20240752-1,31790.0
20145349-1,317900.0
30035-1,63580.0
30042-1,6358.0
30042-2,63580.0
30037-1,2543.2
30037-2,127160.0
30043-1,31790.0
19946-1,6358.0
19945-1,31790.0
20100562-1,63580.0
20100562-2,317900.0
19992722-2,6358.0
19992722-3,6358.0
19992721-1,31790.0
20066788-1,31790.0
19992721-2,158950.0
20196661-1,63580.0
20196661-2,63580.0
19944143-1,6358.0
20003825-1,6358.0
20066789-1,6358.0
20096777-1,6358.0
20014764-1,6358.0
40140-1,6358.0
224051-3,6358.0
226869-1,6358.0
20014764-3,63580.0
20014764-2,31790.0
224051-1,31790.0
20075860-1,12716.0
224051-2,1271.6
40158-2,31790.0
40158-3,31790.0
40158-4,63580.0
40158-5,95370.0
40158-6,127160.0
40158-1,158950.0
20014765-1,31790.0
20014765-3,317900.0
20014765-2,158950.0
19944149-1,31790.0
224051-4,31790.0
226870-1,31790.0
226870-2,31790.0
19992462-1,63580.0
19992463-1,31790.0
19992463-2,31790.0
19992463-3,31790.0
230568-1,6358.0
20075859-1,63580.0
20075857-1,31790.0
19912567-1,31790.0
19935954-1,31790.0
20116728-1,63580.0
20194698-1,6358.0
19963649-1,21567.0
19963649-2,6162.0
19999217-6,616200.0
19999217-1,6162.0
19999217-2,12324.0
19999217-4,184860.0
19999217-3,24648.0
19999217-5,308100.0
19925585-1,21567.0
19925585-3,3081.0
19925585-2,43134.0
19925585-4,6162.0
19925585-5,10783.5
19930138-5,15405.0
19930138-2,21567.0
19930138-10,3081.0
19930138-6,30810.0
19930138-3,32350.5
19930138-4,43134.0
19930138-7,46215.0
19930138-12,61620.0
19930138-8,92430.0
19930138-1,10783.5
19930138-11,10783.5
19930138-9,138645.0
19945241-4,15405.0
19945241-5,18486.0
19945241-12,21567.0
19945241-1,3081.0
19945241-13,30810.0
19945241-2,6162.0
19945241-3,9243.0
19985119-1,21567.0
19985119-3,3081.0
19985119-2,43134.0
19963841-6,1540.5
19963841-3,15405.0
19963841-4,23107.5
19963841-7,3081.0
19963841-5,30810.0
19963841-1,7702.5
19992951-1,15405.0
19992951-2,21567.0
19992951-3,23107.5
19992951-4,30810.0
19992951-5,43134.0
19992951-6,46215.0
19996538-2,10783.5
19994402-1,21567.0
20018072-1,21567.0
19996538-1,21567.0
19991671-1,21567.0
19994402-2,23107.5
20018072-2,43134.0
19991671-2,43134.0
19994402-3,46215.0
20018281-1,46215.0
20018072-3,6162.0
20018072-4,10783.5
19980931-1,15405.0
20054456-1,15405.0
20054456-7,15405.0
20011353-2,15405.0
19971140-1,15405.0
19971140-12,15405.0
19933487-10,15405.0
19933487-7,15405.0
20054456-4,154050.0
19971140-7,154050.0
19933487-6,154050.0
19942021-5,161752.5
19959943-3,21567.0
19980931-2,21567.0
19942021-1,21567.0
19942021-6,21567.0
19971140-2,21567.0
20022454-1,21567.0
20173375-1,21567.0
20032042-1,21567.0
19933487-3,21567.0
19933487-11,231075.0
19942021-3,3081.0
