cum,precio_maximo_venta,circular_origen
41416-03,7650.0,Circular 19 de 2024
20168652-01,43850.0,Circular 19 de 2024
20099284-01,21925.0,Circular 19 de 2024
20099285-01,43850.0,Circular 19 de 2024
19932353-01,43850.0,Circular 19 de 2024
20078191-01,43850.0,Circular 19 de 2024
20018332-01,43850.0,Circular 19 de 2024
20018332-05,43850.0,Circular 19 de 2024
20018332-09,43850.0,Circular 19 de 2024
20018332-02,52620.0,Circular 19 de 2024
20018332-06,52620.0,Circular 19 de 2024
20018332-03,61390.0,Circular 19 de 2024
20018332-07,61390.0,Circular 19 de 2024
20018332-04,105240.0,Circular 19 de 2024
20018332-08,105240.0,Circular 19 de 2024
20006926-01,43850.0,Circular 19 de 2024
20006926-03,43850.0,Circular 19 de 2024
20006926-02,8770.0,Circular 19 de 2024
19924501-01,8060.0,Circular 19 de 2024
19924501-02,16120.0,Circular 19 de 2024
19924501-03,24180.0,Circular 19 de 2024
19922571-01,16120.0,Circular 19 de 2024
19922571-02,32240.0,Circular 19 de 2024
19922571-03,48360.0,Circular 19 de 2024
20048355-01,16120.0,Circular 19 de 2024
20054555-02,1612.0,Circular 19 de 2024
20054555-01,16120.0,Circular 19 de 2024
20054555-03,4030.0,Circular 19 de 2024
19936110-01,16120.0,Circular 19 de 2024
19936110-02,32240.0,Circular 19 de 2024
19924025-01,8060.0,Circular 19 de 2024
19924025-02,16120.0,Circular 19 de 2024
19900840-05,16120.0,Circular 19 de 2024
19900840-01,3224.0,Circular 19 de 2024
19900840-02,3224.0,Circular 19 de 2024
19900840-03,3224.0,Circular 19 de 2024
19900840-06,32240.0,Circular 19 de 2024
19900840-04,4836.0,Circular 19 de 2024
19900840-07,48360.0,Circular 19 de 2024
19900841-02,8060.0,Circular 19 de 2024
19900841-03,8060.0,Circular 19 de 2024
19900841-06,8060.0,Circular 19 de 2024
19900841-04,16120.0,Circular 19 de 2024
19900841-07,16120.0,Circular 19 de 2024
19900841-05,24180.0,Circular 19 de 2024
19900841-08,24180.0,Circular 19 de 2024
19911417-01,16120.0,Circular 19 de 2024
19924714-01,8060.0,Circular 19 de 2024
19914682-01,8060.0,Circular 19 de 2024
19924714-02,16120.0,Circular 19 de 2024
19914682-02,16120.0,Circular 19 de 2024
19924714-03,24180.0,Circular 19 de 2024
19914682-03,24180.0,Circular 19 de 2024
19926701-01,16120.0,Circular 19 de 2024
19933716-01,16120.0,Circular 19 de 2024
20136000-02,16120.0,Circular 19 de 2024
20136000-08,16120.0,Circular 19 de 2024
19914681-01,16120.0,Circular 19 de 2024
19926701-03,161200.0,Circular 19 de 2024
20136000-03,24180.0,Circular 19 de 2024
19926701-02,32240.0,Circular 19 de 2024
19933716-02,32240.0,Circular 19 de 2024
20136000-04,32240.0,Circular 19 de 2024
19914681-02,32240.0,Circular 19 de 2024
19926701-04,403000.0,Circular 19 de 2024
20136000-05,48360.0,Circular 19 de 2024
19914681-03,48360.0,Circular 19 de 2024
20136000-01,6448.0,Circular 19 de 2024
20136000-07,6448.0,Circular 19 de 2024
20136000-06,96720.0,Circular 19 de 2024
20136000-09,3224.0,Circular 19 de 2024
19933714-01,8060.0,Circular 19 de 2024
19948805-01,8060.0,Circular 19 de 2024
19912109-01,8060.0,Circular 19 de 2024
19979526-01,8060.0,Circular 19 de 2024
19933714-02,16120.0,Circular 19 de 2024
19912109-02,16120.0,Circular 19 de 2024
20021107-01,16120.0,Circular 19 de 2024
19948008-01,16120.0,Circular 19 de 2024
19933714-03,24180.0,Circular 19 de 2024
19912919-01,16120.0,Circular 19 de 2024
19984302-02,16120.0,Circular 19 de 2024
19924713-01,16120.0,Circular 19 de 2024
19942649-01,16120.0,Circular 19 de 2024
19941308-01,16120.0,Circular 19 de 2024
19948009-01,16120.0,Circular 19 de 2024
19979527-01,16120.0,Circular 19 de 2024
19942649-04,161200.0,Circular 19 de 2024
19924713-02,32240.0,Circular 19 de 2024
19942649-02,32240.0,Circular 19 de 2024
19924713-03,48360.0,Circular 19 de 2024
19942649-03,80600.0,Circular 19 de 2024
19942649-05,806000.0,Circular 19 de 2024
20106196-03,16120.0,Circular 19 de 2024
20106196-04,16120.0,Circular 19 de 2024
20106196-02,48360.0,Circular 19 de 2024
20106196-05,48360.0,Circular 19 de 2024
20106196-01,96720.0,Circular 19 de 2024
19902221-01,8060.0,Circular 19 de 2024
19902221-03,1612.0,Circular 19 de 2024
19902221-02,16120.0,Circular 19 de 2024
19902221-04,3224.0,Circular 19 de 2024
19911427-01,16120.0,Circular 19 de 2024
19911427-07,16120.0,Circular 19 de 2024
19911427-03,161200.0,Circular 19 de 2024
19911427-06,161200.0,Circular 19 de 2024
19911427-04,3224.0,Circular 19 de 2024
19911427-05,806000.0,Circular 19 de 2024
19911427-02,145080.0,Circular 19 de 2024
20127514-01,16120.0,Circular 19 de 2024
20127514-02,16120.0,Circular 19 de 2024
19919012-01,8060.0,Circular 19 de 2024
19919012-02,16120.0,Circular 19 de 2024
19918970-01,16120.0,Circular 19 de 2024
19939930-01,16120.0,Circular 19 de 2024
19939930-02,24180.0,Circular 19 de 2024
19939930-06,3224.0,Circular 19 de 2024
19939930-03,32240.0,Circular 19 de 2024
19939930-04,48360.0,Circular 19 de 2024
19939930-05,96720.0,Circular 19 de 2024
20004376-01,16120.0,Circular 19 de 2024
19993679-01,8060.0,Circular 19 de 2024
20004374-01,8060.0,Circular 19 de 2024
19993545-01,16120.0,Circular 19 de 2024
20010585-01,16120.0,Circular 19 de 2024
20010585-02,3224.0,Circular 19 de 2024
19926155-01,8060.0,Circular 19 de 2024
19926155-02,16120.0,Circular 19 de 2024
19935549-01,16120.0,Circular 19 de 2024
19935549-02,32240.0,Circular 19 de 2024
20028796-02,16120.0,Circular 19 de 2024
20028796-04,16120.0,Circular 19 de 2024
20028796-05,16120.0,Circular 19 de 2024
20028796-03,32240.0,Circular 19 de 2024
20028796-06,32240.0,Circular 19 de 2024
20028796-01,6448.0,Circular 19 de 2024
19915209-01,8060.0,Circular 19 de 2024
19915209-02,16120.0,Circular 19 de 2024
19915208-01,16120.0,Circular 19 de 2024
19915208-02,32240.0,Circular 19 de 2024
19904843-02,8060.0,Circular 19 de 2024
19904843-03,16120.0,Circular 19 de 2024
19904843-04,24180.0,Circular 19 de 2024
19904843-01,4030.0,Circular 19 de 2024
19904845-02,16120.0,Circular 19 de 2024
19904845-03,32240.0,Circular 19 de 2024
19904845-04,48360.0,Circular 19 de 2024
19904845-01,8060.0,Circular 19 de 2024
20193169-04,16120.0,Circular 19 de 2024
20193169-02,32240.0,Circular 19 de 2024
20193169-03,48360.0,Circular 19 de 2024
20193169-01,16120.0,Circular 19 de 2024
19904483-02,40300.0,Circular 19 de 2024
19906624-01,8060.0,Circular 19 de 2024
19904483-01,16120.0,Circular 19 de 2024
19906624-02,16120.0,Circular 19 de 2024
19906624-03,24180.0,Circular 19 de 2024
20142418-01,89100957.0,Circular 19 de 2024
20014965-01,2950232.0,Circular 19 de 2024
20014965-03,2950232.0,Circular 19 de 2024
20014965-02,8850696.0,Circular 19 de 2024
20014965-04,8850696.0,Circular 19 de 2024
19953428-03,755008.0,Circular 19 de 2024
19953428-04,755008.0,Circular 19 de 2024
19953428-01,1887520.0,Circular 19 de 2024
19953428-02,3775040.0,Circular 19 de 2024
19976958-01,493850.0,Circular 19 de 2024
20010244-01,493850.0,Circular 19 de 2024
20010244-02,493850.0,Circular 19 de 2024
20010244-03,493850.0,Circular 19 de 2024
19943316-01,24692.5,Circular 19 de 2024
19943316-03,246925.0,Circular 19 de 2024
19943316-02,123462.5,Circular 19 de 2024
19943209-01,49385.0,Circular 19 de 2024
19943209-04,49385.0,Circular 19 de 2024
19943209-09,49385.0,Circular 19 de 2024
19943209-03,493850.0,Circular 19 de 2024
19943209-06,493850.0,Circular 19 de 2024
19943209-08,493850.0,Circular 19 de 2024
19943209-02,246925.0,Circular 19 de 2024
19943209-05,246925.0,Circular 19 de 2024
19943209-07,246925.0,Circular 19 de 2024
20078448-01,148155.0,Circular 19 de 2024
19970906-01,592620.0,Circular 19 de 2024
19963290-01,148155.0,Circular 19 de 2024
19963290-02,246925.0,Circular 19 de 2024
19963290-03,296310.0,Circular 19 de 2024
20078446-01,74077.5,Circular 19 de 2024
20070206-01,493850.0,Circular 19 de 2024
19977029-01,24692.5,Circular 19 de 2024
19977029-05,246925.0,Circular 19 de 2024
19977029-02,74077.5,Circular 19 de 2024
19977029-06,740775.0,Circular 19 de 2024
19977029-03,123462.5,Circular 19 de 2024
19977029-08,1234625.0,Circular 19 de 2024
19977029-04,148155.0,Circular 19 de 2024
19980483-01,49385.0,Circular 19 de 2024
19980483-05,493850.0,Circular 19 de 2024
19980483-02,148155.0,Circular 19 de 2024
19980483-06,1481550.0,Circular 19 de 2024
19980483-03,246925.0,Circular 19 de 2024
19980483-07,2469250.0,Circular 19 de 2024
19980483-04,296310.0,Circular 19 de 2024
19905672-01,493850.0,Circular 19 de 2024
20010832-02,49385.0,Circular 19 de 2024
20010832-01,29631.0,Circular 19 de 2024
20010831-01,24692.5,Circular 19 de 2024
20010831-02,74077.5,Circular 19 de 2024
20010831-03,123462.5,Circular 19 de 2024
20011062-01,148155.0,Circular 19 de 2024
20011062-02,246925.0,Circular 19 de 2024
20077486-01,296310.0,Circular 19 de 2024
33037-01,493850.0,Circular 19 de 2024
227801-01,59262.0,Circular 19 de 2024
33038-01,123462.5,Circular 19 de 2024
51612-01,246925.0,Circular 19 de 2024
20052504-14,21750.0,Circular 19 de 2024
20052504-15,21750.0,Circular 19 de 2024
20052504-04,21750.0,Circular 19 de 2024
20052504-08,21750.0,Circular 19 de 2024
20052504-17,217500.0,Circular 19 de 2024
20052504-05,32625.0,Circular 19 de 2024
20052504-18,326250.0,Circular 19 de 2024
20052504-01,4350.0,Circular 19 de 2024
20052504-11,4350.0,Circular 19 de 2024
20052504-06,43500.0,Circular 19 de 2024
20052504-09,43500.0,Circular 19 de 2024
20052504-19,435000.0,Circular 19 de 2024
20052504-20,543750.0,Circular 19 de 2024
20052504-10,65250.0,Circular 19 de 2024
20052504-07,65250.0,Circular 19 de 2024
20052504-21,652500.0,Circular 19 de 2024
20052504-12,8700.0,Circular 19 de 2024
20052504-02,8700.0,Circular 19 de 2024
20052504-22,870000.0,Circular 19 de 2024
20052504-13,10875.0,Circular 19 de 2024
20052504-03,10875.0,Circular 19 de 2024
20052504-16,108750.0,Circular 19 de 2024
20052504-23,1087500.0,Circular 19 de 2024
20052505-16,10875.0,Circular 19 de 2024
20052505-04,10875.0,Circular 19 de 2024
20052505-09,10875.0,Circular 19 de 2024
20052505-18,108750.0,Circular 19 de 2024
20052505-05,16312.5,Circular 19 de 2024
20052505-19,163125.0,Circular 19 de 2024
20052505-01,2175.0,Circular 19 de 2024
20052505-13,2175.0,Circular 19 de 2024
20052505-10,21750.0,Circular 19 de 2024
20052505-06,21750.0,Circular 19 de 2024
20052505-20,217500.0,Circular 19 de 2024
20052505-21,271875.0,Circular 19 de 2024
20052505-11,32625.0,Circular 19 de 2024
20052505-07,32625.0,Circular 19 de 2024
20052505-22,326250.0,Circular 19 de 2024
20052505-14,4350.0,Circular 19 de 2024
20052505-02,4350.0,Circular 19 de 2024
20052505-23,435000.0,Circular 19 de 2024
20052505-15,5437.5,Circular 19 de 2024
20052505-03,5437.5,Circular 19 de 2024
20052505-17,54375.0,Circular 19 de 2024
20052505-24,543750.0,Circular 19 de 2024
19987248-03,21750.0,Circular 19 de 2024
19987248-04,30450.0,Circular 19 de 2024
19987248-09,32625.0,Circular 19 de 2024
19987248-01,4350.0,Circular 19 de 2024
19987248-05,43500.0,Circular 19 de 2024
19987248-06,60900.0,Circular 19 de 2024
19987248-07,65250.0,Circular 19 de 2024
19987248-08,10875.0,Circular 19 de 2024
19987248-02,15225.0,Circular 19 de 2024
19987355-03,10875.0,Circular 19 de 2024
19987355-04,15225.0,Circular 19 de 2024
19987355-09,16312.5,Circular 19 de 2024
19987355-01,2175.0,Circular 19 de 2024
19987355-05,21750.0,Circular 19 de 2024
19987355-06,30450.0,Circular 19 de 2024
19987355-07,32625.0,Circular 19 de 2024
19987355-08,5437.5,Circular 19 de 2024
19987355-02,7612.5,Circular 19 de 2024
19956203-02,21750.0,Circular 19 de 2024
19956203-06,4350.0,Circular 19 de 2024
19956203-03,43500.0,Circular 19 de 2024
19956203-04,65250.0,Circular 19 de 2024
19956203-01,10875.0,Circular 19 de 2024
19956203-05,130500.0,Circular 19 de 2024
19956202-02,10875.0,Circular 19 de 2024
19956202-03,21750.0,Circular 19 de 2024
19956202-04,32625.0,Circular 19 de 2024
19956202-01,5437.5,Circular 19 de 2024
19956202-05,65250.0,Circular 19 de 2024
19987556-03,21750.0,Circular 19 de 2024
19987556-08,217500.0,Circular 19 de 2024
19987556-04,30450.0,Circular 19 de 2024
19987556-01,4350.0,Circular 19 de 2024
19987556-05,43500.0,Circular 19 de 2024
19987556-06,60900.0,Circular 19 de 2024
19987556-07,65250.0,Circular 19 de 2024
19987556-02,15225.0,Circular 19 de 2024
19987557-03,10875.0,Circular 19 de 2024
19987557-08,108750.0,Circular 19 de 2024
19987557-04,15225.0,Circular 19 de 2024
19987557-01,2175.0,Circular 19 de 2024
19987557-05,21750.0,Circular 19 de 2024
19987557-06,30450.0,Circular 19 de 2024
19987557-07,32625.0,Circular 19 de 2024
19987557-02,7612.5,Circular 19 de 2024
20076332-01,60900.0,Circular 19 de 2024
20076332-04,60900.0,Circular 19 de 2024
20076332-05,60900.0,Circular 19 de 2024
20076332-02,121800.0,Circular 19 de 2024
20076332-06,121800.0,Circular 19 de 2024
20076332-03,152250.0,Circular 19 de 2024
20076332-07,152250.0,Circular 19 de 2024
20017998-01,21750.0,Circular 19 de 2024
20017998-02,43500.0,Circular 19 de 2024
20017998-03,65250.0,Circular 19 de 2024
20017998-04,130500.0,Circular 19 de 2024
19976636-02,10875.0,Circular 19 de 2024
19976636-23,10875.0,Circular 19 de 2024
19976636-07,10875.0,Circular 19 de 2024
19976636-27,108750.0,Circular 19 de 2024
19976636-03,16312.5,Circular 19 de 2024
19976636-08,16312.5,Circular 19 de 2024
19976636-01,2175.0,Circular 19 de 2024
19976636-20,2175.0,Circular 19 de 2024
19976636-29,2175.0,Circular 19 de 2024
19976636-06,2175.0,Circular 19 de 2024
19976636-24,21750.0,Circular 19 de 2024
19976636-04,21750.0,Circular 19 de 2024
19976636-09,21750.0,Circular 19 de 2024
19976636-19,32625.0,Circular 19 de 2024
19976636-25,32625.0,Circular 19 de 2024
19976636-05,32625.0,Circular 19 de 2024
19976636-28,326250.0,Circular 19 de 2024
19976636-22,5437.5,Circular 19 de 2024
19976636-26,54375.0,Circular 19 de 2024
19979790-01,21750.0,Circular 19 de 2024
19979790-11,21750.0,Circular 19 de 2024
19979790-06,21750.0,Circular 19 de 2024
19979790-10,217500.0,Circular 19 de 2024
19979790-15,217500.0,Circular 19 de 2024
19979790-05,217500.0,Circular 19 de 2024
19979790-12,43500.0,Circular 19 de 2024
19979790-02,43500.0,Circular 19 de 2024
19979790-07,43500.0,Circular 19 de 2024
19979790-13,65250.0,Circular 19 de 2024
19979790-03,65250.0,Circular 19 de 2024
19979790-08,65250.0,Circular 19 de 2024
19979790-14,108750.0,Circular 19 de 2024
19979790-04,108750.0,Circular 19 de 2024
19979790-09,108750.0,Circular 19 de 2024
19980053-01,10875.0,Circular 19 de 2024
19980053-11,10875.0,Circular 19 de 2024
19980053-16,10875.0,Circular 19 de 2024
19980053-06,10875.0,Circular 19 de 2024
19980053-10,108750.0,Circular 19 de 2024
19980053-15,108750.0,Circular 19 de 2024
19980053-20,108750.0,Circular 19 de 2024
19980053-05,108750.0,Circular 19 de 2024
19980053-12,21750.0,Circular 19 de 2024
19980053-17,21750.0,Circular 19 de 2024
19980053-02,21750.0,Circular 19 de 2024
19980053-07,21750.0,Circular 19 de 2024
19980053-13,32625.0,Circular 19 de 2024
19980053-18,32625.0,Circular 19 de 2024
19980053-03,32625.0,Circular 19 de 2024
19980053-08,32625.0,Circular 19 de 2024
19980053-14,54375.0,Circular 19 de 2024
19980053-19,54375.0,Circular 19 de 2024
19980053-04,54375.0,Circular 19 de 2024
19980053-09,54375.0,Circular 19 de 2024
20144811-01,215673.0,Circular 19 de 2024
20144811-02,647019.0,Circular 19 de 2024
20177063-01,431346.0,Circular 19 de 2024
20177063-02,1294038.0,Circular 19 de 2024
20177024-01,647019.0,Circular 19 de 2024
20177024-02,1941057.0,Circular 19 de 2024
20109085-14,215673.0,Circular 19 de 2024
20109085-23,215673.0,Circular 19 de 2024
20109085-04,215673.0,Circular 19 de 2024
20109085-27,2156730.0,Circular 19 de 2024
20109085-12,301942.2,Circular 19 de 2024
20109085-17,301942.2,Circular 19 de 2024
20109085-02,301942.2,Circular 19 de 2024
20109085-20,301942.2,Circular 19 de 2024
20109085-29,301942.2,Circular 19 de 2024
20109085-07,301942.2,Circular 19 de 2024
20109085-09,43134.6,Circular 19 de 2024
20109085-15,431346.0,Circular 19 de 2024
20109085-24,431346.0,Circular 19 de 2024
20109085-05,431346.0,Circular 19 de 2024
20109085-13,452913.3,Circular 19 de 2024
20109085-21,452913.3,Circular 19 de 2024
20109085-03,452913.3,Circular 19 de 2024
20109085-18,603884.4,Circular 19 de 2024
20109085-22,603884.4,Circular 19 de 2024
20109085-30,603884.4,Circular 19 de 2024
20109085-08,603884.4,Circular 19 de 2024
20109085-16,647019.0,Circular 19 de 2024
20109085-25,647019.0,Circular 19 de 2024
20109085-06,647019.0,Circular 19 de 2024
20109085-10,86269.2,Circular 19 de 2024
20109085-26,1078365.0,Circular 19 de 2024
20109085-28,10783650.0,Circular 19 de 2024
20109085-01,150971.1,Circular 19 de 2024
20109085-11,150971.1,Circular 19 de 2024
20109085-19,150971.1,Circular 19 de 2024
20109078-14,431346.0,Circular 19 de 2024
20109078-23,431346.0,Circular 19 de 2024
20109078-04,431346.0,Circular 19 de 2024
20109078-27,4313460.0,Circular 19 de 2024
20109078-12,603884.4,Circular 19 de 2024
20109078-17,603884.4,Circular 19 de 2024
20109078-02,603884.4,Circular 19 de 2024
20109078-20,603884.4,Circular 19 de 2024
20109078-29,603884.4,Circular 19 de 2024
20109078-07,603884.4,Circular 19 de 2024
20109078-09,86269.2,Circular 19 de 2024
20109078-15,862692.0,Circular 19 de 2024
20109078-24,862692.0,Circular 19 de 2024
20109078-05,862692.0,Circular 19 de 2024
20109078-13,905826.6,Circular 19 de 2024
20109078-21,905826.6,Circular 19 de 2024
20109078-03,905826.6,Circular 19 de 2024
20109078-18,1207768.8,Circular 19 de 2024
20109078-22,1207768.8,Circular 19 de 2024
20109078-30,1207768.8,Circular 19 de 2024
20109078-08,1207768.8,Circular 19 de 2024
20109078-16,1294038.0,Circular 19 de 2024
20109078-25,1294038.0,Circular 19 de 2024
20109078-06,1294038.0,Circular 19 de 2024
20109078-10,172538.4,Circular 19 de 2024
20109078-26,2156730.0,Circular 19 de 2024
20109078-28,21567300.0,Circular 19 de 2024
20109078-01,301942.2,Circular 19 de 2024
20109078-11,301942.2,Circular 19 de 2024
20109078-19,301942.2,Circular 19 de 2024
20109081-14,647019.0,Circular 19 de 2024
20109081-23,647019.0,Circular 19 de 2024
20109081-04,647019.0,Circular 19 de 2024
20109081-27,6470190.0,Circular 19 de 2024
20109081-12,905826.6,Circular 19 de 2024
20109081-17,905826.6,Circular 19 de 2024
20109081-02,905826.6,Circular 19 de 2024
20109081-20,905826.6,Circular 19 de 2024
20109081-29,905826.6,Circular 19 de 2024
20109081-07,905826.6,Circular 19 de 2024
20109081-09,129403.8,Circular 19 de 2024
20109081-15,1294038.0,Circular 19 de 2024
20109081-24,1294038.0,Circular 19 de 2024
20109081-05,1294038.0,Circular 19 de 2024
20109081-13,1358739.9,Circular 19 de 2024
20109081-21,1358739.9,Circular 19 de 2024
20109081-03,1358739.9,Circular 19 de 2024
20109081-18,1811653.2,Circular 19 de 2024
20109081-22,1811653.2,Circular 19 de 2024
20109081-30,1811653.2,Circular 19 de 2024
20109081-08,1811653.2,Circular 19 de 2024
20109081-16,1941057.0,Circular 19 de 2024
20109081-25,1941057.0,Circular 19 de 2024
20109081-06,1941057.0,Circular 19 de 2024
20109081-10,258807.6,Circular 19 de 2024
20109081-26,3235095.0,Circular 19 de 2024
20109081-28,32350950.0,Circular 19 de 2024
20109081-01,452913.3,Circular 19 de 2024
20109081-11,452913.3,Circular 19 de 2024
20109081-19,452913.3,Circular 19 de 2024
20171378-02,1294038.0,Circular 19 de 2024
20171378-03,1941057.0,Circular 19 de 2024
20171378-01,647019.0,Circular 19 de 2024
20146525-02,603884.4,Circular 19 de 2024
20146525-03,603884.4,Circular 19 de 2024
20146525-01,647019.0,Circular 19 de 2024
20146518-02,1207768.8,Circular 19 de 2024
20146518-03,1207768.8,Circular 19 de 2024
20146518-01,1294038.0,Circular 19 de 2024
20146529-02,1811653.2,Circular 19 de 2024
20146529-03,1811653.2,Circular 19 de 2024
20146529-01,1941057.0,Circular 19 de 2024
20036790-01,905826.6,Circular 19 de 2024
20036790-02,1811653.2,Circular 19 de 2024
20036790-03,1941057.0,Circular 19 de 2024
20036790-04,5434959.6,Circular 19 de 2024
20025804-01,301942.2,Circular 19 de 2024
20025804-02,603884.4,Circular 19 de 2024
20025804-03,647019.0,Circular 19 de 2024
20025804-05,647019.0,Circular 19 de 2024
20025804-04,1811653.2,Circular 19 de 2024
20036785-01,603884.4,Circular 19 de 2024
20036785-02,1207768.8,Circular 19 de 2024
20036785-03,1294038.0,Circular 19 de 2024
20036785-05,1294038.0,Circular 19 de 2024
20036785-04,3623306.4,Circular 19 de 2024
20205868-01,647019.0,Circular 19 de 2024
20205868-02,647019.0,Circular 19 de 2024
20144156-04,301942.2,Circular 19 de 2024
20144156-06,603884.4,Circular 19 de 2024
20144156-07,603884.4,Circular 19 de 2024
20144156-02,647019.0,Circular 19 de 2024
20144156-05,647019.0,Circular 19 de 2024
20144156-01,905826.6,Circular 19 de 2024
20144156-03,905826.6,Circular 19 de 2024
20144157-04,603884.4,Circular 19 de 2024
20144157-06,1207768.8,Circular 19 de 2024
20144157-07,1207768.8,Circular 19 de 2024
20144157-02,1294038.0,Circular 19 de 2024
20144157-05,1294038.0,Circular 19 de 2024
20144157-01,1811653.2,Circular 19 de 2024
20144157-03,1811653.2,Circular 19 de 2024
20132268-01,215673.0,Circular 19 de 2024
20132268-05,215673.0,Circular 19 de 2024
20132268-09,215673.0,Circular 19 de 2024
20132268-02,431346.0,Circular 19 de 2024
20132268-06,431346.0,Circular 19 de 2024
20132268-10,647019.0,Circular 19 de 2024
20132268-03,647019.0,Circular 19 de 2024
20132268-07,647019.0,Circular 19 de 2024
20132268-04,1941057.0,Circular 19 de 2024
20132268-08,1941057.0,Circular 19 de 2024
20133285-01,431346.0,Circular 19 de 2024
20133285-05,431346.0,Circular 19 de 2024
20133285-02,862692.0,Circular 19 de 2024
20133285-03,1294038.0,Circular 19 de 2024
20133285-06,1294038.0,Circular 19 de 2024
20133285-04,3882114.0,Circular 19 de 2024
19997395-01,8640.0,Circular 19 de 2024
20028347-02,8640.0,Circular 19 de 2024
19986691-01,8640.0,Circular 19 de 2024
20034210-02,8640.0,Circular 19 de 2024
20034210-21,8640.0,Circular 19 de 2024
20034210-28,8640.0,Circular 19 de 2024
20034210-09,8640.0,Circular 19 de 2024
20006744-02,8640.0,Circular 19 de 2024
19997395-04,86400.0,Circular 19 de 2024
19986691-05,86400.0,Circular 19 de 2024
20034210-40,86400.0,Circular 19 de 2024
20034210-15,12096.0,Circular 19 de 2024
20034210-18,12096.0,Circular 19 de 2024
20034210-34,12096.0,Circular 19 de 2024
20034210-37,12096.0,Circular 19 de 2024
19986691-02,12960.0,Circular 19 de 2024
20034210-22,12960.0,Circular 19 de 2024
20034210-03,12960.0,Circular 19 de 2024
19997395-02,17280.0,Circular 19 de 2024
20028347-03,17280.0,Circular 19 de 2024
19986691-03,17280.0,Circular 19 de 2024
20034210-10,17280.0,Circular 19 de 2024
20034210-23,17280.0,Circular 19 de 2024
20034210-29,17280.0,Circular 19 de 2024
20034210-04,17280.0,Circular 19 de 2024
20006744-03,17280.0,Circular 19 de 2024
20034210-16,18144.0,Circular 19 de 2024
20034210-35,18144.0,Circular 19 de 2024
20034210-24,21600.0,Circular 19 de 2024
20034210-05,21600.0,Circular 19 de 2024
20034210-17,24192.0,Circular 19 de 2024
20034210-19,24192.0,Circular 19 de 2024
20034210-36,24192.0,Circular 19 de 2024
20034210-38,24192.0,Circular 19 de 2024
19997395-03,25920.0,Circular 19 de 2024
20028347-01,25920.0,Circular 19 de 2024
19986691-04,25920.0,Circular 19 de 2024
20034210-11,25920.0,Circular 19 de 2024
20034210-25,25920.0,Circular 19 de 2024
20034210-30,25920.0,Circular 19 de 2024
20034210-06,25920.0,Circular 19 de 2024
20006744-04,25920.0,Circular 19 de 2024
20006744-01,3456.0,Circular 19 de 2024
20034210-12,34560.0,Circular 19 de 2024
20034210-26,34560.0,Circular 19 de 2024
20034210-31,34560.0,Circular 19 de 2024
20034210-07,34560.0,Circular 19 de 2024
20034210-01,4320.0,Circular 19 de 2024
20034210-20,4320.0,Circular 19 de 2024
20034210-13,43200.0,Circular 19 de 2024
20034210-27,43200.0,Circular 19 de 2024
20034210-32,43200.0,Circular 19 de 2024
20034210-08,43200.0,Circular 19 de 2024
20034210-14,6048.0,Circular 19 de 2024
20034210-33,6048.0,Circular 19 de 2024
20034210-41,6048.0,Circular 19 de 2024
20034210-39,77760.0,Circular 19 de 2024
20077382-01,8640.0,Circular 19 de 2024
20077382-07,8640.0,Circular 19 de 2024
20077382-10,86400.0,Circular 19 de 2024
20077382-04,86400.0,Circular 19 de 2024
20077382-02,12960.0,Circular 19 de 2024
20077382-08,12960.0,Circular 19 de 2024
20077382-11,172800.0,Circular 19 de 2024
20077382-05,172800.0,Circular 19 de 2024
20077382-03,25920.0,Circular 19 de 2024
20077382-09,25920.0,Circular 19 de 2024
20077382-12,259200.0,Circular 19 de 2024
20077382-06,259200.0,Circular 19 de 2024
20054331-01,8640.0,Circular 19 de 2024
20025277-01,8640.0,Circular 19 de 2024
20025277-05,864000.0,Circular 19 de 2024
20025277-02,17280.0,Circular 19 de 2024
20025277-04,216000.0,Circular 19 de 2024
20025277-08,2592.0,Circular 19 de 2024
20025277-03,25920.0,Circular 19 de 2024
20025277-06,34560.0,Circular 19 de 2024
20025277-09,4320.0,Circular 19 de 2024
20025277-07,51840.0,Circular 19 de 2024
20013191-01,8640.0,Circular 19 de 2024
20013191-06,8640.0,Circular 19 de 2024
20013191-02,12960.0,Circular 19 de 2024
20013191-07,12960.0,Circular 19 de 2024
20013191-03,17280.0,Circular 19 de 2024
20013191-08,17280.0,Circular 19 de 2024
20013191-04,25920.0,Circular 19 de 2024
20013191-09,25920.0,Circular 19 de 2024
20013191-05,3456.0,Circular 19 de 2024
20010476-01,8640.0,Circular 19 de 2024
20010476-02,17280.0,Circular 19 de 2024
20010476-06,2592.0,Circular 19 de 2024
20010476-03,25920.0,Circular 19 de 2024
20010476-04,34560.0,Circular 19 de 2024
20010476-07,4320.0,Circular 19 de 2024
20010476-05,51840.0,Circular 19 de 2024
19940030-03,8640.0,Circular 19 de 2024
19940030-04,8640.0,Circular 19 de 2024
19940030-06,1728.0,Circular 19 de 2024
19940030-02,17280.0,Circular 19 de 2024
19940030-05,25920.0,Circular 19 de 2024
19940030-01,3456.0,Circular 19 de 2024
59743-01,17280.0,Circular 19 de 2024
19900996-01,45370.0,Circular 19 de 2024
19900996-02,136110.0,Circular 19 de 2024
19900996-03,272220.0,Circular 19 de 2024
48902-02,45370.0,Circular 19 de 2024
48902-03,45370.0,Circular 19 de 2024
