laboratorio,proveedor,cum,descripcion,precio,iva_pct,principio_activo
GENFAR,GENFAR,19908960-11,ACETAMINOFEN+CAFEINA,292.0,,ACETAMINOFE 500mg +CAFEINA 65mg x 48 TAB
GENFAR,GENFAR,53560-05,PARACETAMOL,50.0,,ACETAMINOFEN 500mg CJx100 TAB-INS
GENFAR,GENFAR,56604-01,ACETATO DE ALUMINIO,4254.0,,ACETATO DE ALUMINIO pH4.5 X 120 mL INST
GENFAR,GENFAR,19946928-01,ACETATO DE ALUMINIO,447.0,,ACETATO DE ALUMINIO POLVO X 25 SOBRES
GENFAR,GENFAR,19924189-04,ACICLOVIR,135.0,,ACICLOVIR 200mg CJx25 TAB-INS
GENFAR,GENFAR,57693-02,ACICLOVIR,2604.0,,ACICLOVIR 5% UNGUENTO TOPICO TBx15g-CO
GENFAR,GENFAR,51715-02,ACICLOVIR,491.0,,ACICLOVIR 800mg CJx10 TAB-INS
GENFAR,GENFAR,19936296-11,ACIDO ACETILSALICÍLICO,29.0,,ACIDO ACETILSALI 100mg CJ X900 COMP INST
GENFAR,GENFAR,11697-02,ACIDO FUSIDICO,3834.0,,ACIDO FUSIDICO 2% CREMA TBx15g-INS
GENFAR,GENFAR,33439-02,ALBENDAZOL,1389.0,,ALBENDAZOL 100mg/5mL SUSP FCOx20mL-INS
GENFAR,GENFAR,37619-02,ALBENDAZOL,265.0,,ALBENDAZOL 200mg CJx2TAB-INS
GENFAR,GENFAR,227600-01,ALPRAZOLAM,53.0,,"ALPRAZOLAM 0,5 mg CAJA X 30 COMP INS"
GENFAR,GENFAR,17144-09,AMITRIPTILINA,31.0,,AMITRIPTILINA 25 mg CAJA X 300 COMP INST
GENFAR,GENFAR,55894-14,AMLODIPINO,40.0,,AMLODIPINO 10mg CJx300 TAB-INS (M.RED)
GENFAR,GENFAR,55895-06,AMLODIPINO,16.0,,AMLODIPINO 5mg CJx300 TAB-INS (M.RED)
GENFAR,GENFAR,20133790-01,AMOXICILINA + CLAVULANATO,12299.0,,AMOXICILINA + CLAVULANATO SUS 70ML COL
GENFAR,GENFAR,35816-13,AMOXICILINA,283.0,,AMOXICILINA 500mg CJx50 CAP-INS-SF
GENFAR,GENFAR,20216035-01,AMOXICILINA,1056.0,,AMOXICILINA 875mg CJx14 TAB-CO-SF
GENFAR,GENFAR,19925209-01,ATORVASTATIN,69.0,,ATORVASTATINA 10mg x 100 COMP
GENFAR,GENFAR,19928399-39,ATORVASTATIN,76.0,,ATORVASTATINA 20mg X 300 COMP
GENFAR,GENFAR,19962943-15,ATORVASTATINA CALCICA,144.0,,ATORVASTATINA 40mg x 150 COMP INS
GENFAR,GENFAR,11701-01,AZITROMICINA,6623.0,,AZITROMICINA 200mg/5mL PPS FCOx15mL-INS
GENFAR,GENFAR,11700-06,AZITROMICINA,1210.0,,AZITROMICINA 500MG CJX12 TAB REC-INS
GENFAR,GENFAR,20115176-01,BETAHISTINA,294.0,,BETAHISTINA 16 mg CJ X 20 COMP
GENFAR,GENFAR,20115177-01,BETAHISTINA,386.0,,BETAHISTINA 24 mg CJ X 20 COMP
GENFAR,GENFAR,19932135-01,BETAMETASONA,2822.0,,BETAMETA DIPRO+CLOTRIM+NEOM TBx20g-INS
GENFAR,GENFAR,19932135-02,BETAMETASONA,3990.0,,BETAMETA DIPRO+CLOTRIM+NEOM TBx40g-INS
GENFAR,GENFAR,45688-01,BETAMETASONA,3030.0,,"BETAMETASONA 0,05% CREMA TBx40g-INS"
GENFAR,GENFAR,19915569-02,BETAMETASONA,3466.0,,"BETAMETASONA 0,1% CREMA TBx40g-INS"
GENFAR,GENFAR,19946107-05,BETAMETASONA,930.0,,BETAMETASONA 8mg/2mL INY CJx10 AMP-CO
GENFAR,GENFAR,20096371-25,BISOPROLOL,346.0,,BISOPROLOL 5mg CJx30 TAB-CO
GENFAR,GENFAR,227603-01,BROMAZEPAM,248.0,,BROMAZEPAM 6 mg CAJA X 10 COMP
GENFAR,GENFAR,20022576-07,CANDESARTAN,331.0,,CANDESARTAN 16mg CJ x 14 TAB CO-NF
GENFAR,GENFAR,19932060-01,CANDESARTAN,208.0,,CANDESARTAN 8mg CJ x 14 TAB CO-NF
GENFAR,GENFAR,1980397-01,CARBIDOPA + LEVODOPA,265.0,,CARBIDOPA + LEVODOPA CAJA X 30 COMP
GENFAR,GENFAR,20005109-07,CARVEDILOL,57.0,,"CARVEDILOL 12,5 mg CAJA X 300 COMP INS"
GENFAR,GENFAR,19972152-06,CARVEDILOL,87.0,,CARVEDILOL 25 mg CAJA X 300 COMP INS
GENFAR,GENFAR,20005748-07,CARVEDILOL,37.0,,"CARVEDILOL 6,25 mg CAJA X 300 COMP INS"
GENFAR,GENFAR,19930139-01,CEFADROXILO,563.0,,CEFADROXILO 500mg CJx10 CAP-CO
GENFAR,GENFAR,210465-02,CEFALEXINA,3804.0,,CEFALEXINA 250mg/5mL PPS FCO x 60mL INS
GENFAR,GENFAR,44405-04,CEFALEXINA,340.0,,CEFALEXINA 500mg CAJA x 300 CAP INS
GENFAR,GENFAR,20127514-01,CELECOXIB,526.0,,CELECOXIB 200mg CJ x 10 CÁP-CO-NF
GENFAR,GENFAR,19964172-01,CETIRIZINA CLORHIDRATO,3752.0,,CETIRIZINA GOTAS 15 mL X 1 FCO
GENFAR,GENFAR,20092574-02,CICLOBENZAPRINA,430.0,,CICLOBENZAPRINA 10MG 30CPR-INST
GENFAR,GENFAR,20028347-03,CIPROFIBRATO,281.0,,CIPROFIBRATO 100mg CJx20TAB-INS
GENFAR,GENFAR,51066-01,CIPROFLOXACINA,299.0,,CIPROFLOXACINO 500mg10TAB-CO
GENFAR,GENFAR,19980816-01,CLARITROMICINA,1054.0,,CLARITROMICINA 500 mg CAJA X 10 COMP
GENFAR,GENFAR,19970681-01,CLINDAMICINA,467.0,,CLINDAMICINA 300 mg X 24 CAP
GENFAR,GENFAR,19964131-01,CLINDAMICINA FOSFATO,5025.0,,CLINDAMICINA SLN 1% FCO X 30 mL
GENFAR,GENFAR,19978469-01,CLONAZEPAM,101.0,,"CLONAZEPAM 2,0 mg CAJA X 30 COMP"
GENFAR,GENFAR,20013809-01,CLONIDINA,129.0,,"CLONIDINA 0,15 mg CAJA X 20 COMP"
GENFAR,GENFAR,19909066-02,CLOTRIMAZOL,5643.0,,CLOTRIMAZOL 1% CREMA VAG TBx40g-6APL-CO
GENFAR,GENFAR,19911224-01,CLOTRIMAZOL,4065.0,,CLOTRIMAZOL 1% CREMATOPICA TBx40g-CO
GENFAR,GENFAR,20155337-03,CLOZAPINA,191.0,,CLOZAPINA 100 mg CAJA X 200 COMP INS
GENFAR,GENFAR,20011384-05,CLOZAPINA,84.0,,CLOZAPINA 25 mg CAJA X 300 COMP INS
GENFAR,GENFAR,227601-02,COLESTIRAMINA,2589.0,,COLESTIRAMINA 4 g X 100 SOBRES INS
GENFAR,GENFAR,25879-02,COMPLEJO B,99.0,,COMPLEJO B CJx250 TAB REC-CO
GENFAR,GENFAR,19972125-01,DEFLAZACORT,1003.0,,DEFLAZACORT 30mg CJx10 TAB-INS
GENFAR,GENFAR,19972124-01,DEFLAZACORT,211.0,,DEFLAZACORT 6mg CJx10 TAB-INS
GENFAR,GENFAR,19982755-02,DESLORATADINA,219.0,,DESLORATADINA 5mg x10 TAB REC NF
GENFAR,GENFAR,19967929-01,DESLORATADINA,2699.0,,"DESLORATADINA JRB 0,5 mg/mL FCO X 60 mL"
GENFAR,GENFAR,20099302-02,DEXAMETASONA,822.0,,DEXAMETA FOSFA 8mg/2mL INY CJx10AMP-CO-N
GENFAR,GENFAR,19959764-02,DEXAMETASONA,774.0,,DEXAMETA FOSFAT 4mg/mL INY CJx10AMP-CO-N
GENFAR,GENFAR,20113125-01,DIACEREINA,448.0,,DIACEREINA 50mg CJ x30 CAP-CO
GENFAR,GENFAR,1982542-01,DICLOFENACO,3471.0,,DICLOFENACO 1% GEL TBx50g-INS
GENFAR,GENFAR,32375-03,DICLOFENACO SODICO,828.0,,DICLOFENACO 75mg/3mL INY CJx10 AMP-CO
GENFAR,GENFAR,51602-02,DILTIAZEM,104.0,,DILTIAZEM 60mg CJx20 TAB-INS
GENFAR,GENFAR,20014719-01,DIOSMINA BP - HESPERIDINA,504.0,,DIOSMINA+HESPERIDIN 450/50MG CJ X30 COMP
GENFAR,GENFAR,19987925-01,DOMPERIDONA,139.0,,DOMPERIDONA 10mg CJx20 TAB-INS
GENFAR,GENFAR,20037590-01,DOMPERIDONA,6710.0,,DOMPERIDONA SUSP 100mg/100mL FCO X 60mL
GENFAR,GENFAR,19950177-10,DOXICICLINA,158.0,,DOXICICLINA 100 mg CJ X 100 COMP INS
GENFAR,GENFAR,20099136-13,ERITROMICINA,450.0,,ERITROMICINA 500mg CJx50 TAB REC-INS
GENFAR,GENFAR,20014721-01,ESCITALOPRAM,155.0,,ESCITALOPRAM 10 mg CAJA X 28 COMP
GENFAR,GENFAR,20076842-09,ESCITALOPRAM,331.0,,ESCITALOPRAM 20 mg CAJA X 30 COMP
GENFAR,GENFAR,19960407-12,ESOMEPRAZOL,108.0,,ESOMEPRAZOL 20 mg CJ X 900 COMP INS
GENFAR,GENFAR,19960390-14,ESOMEPRAZOL,160.0,,ESOMEPRAZOL 40 mg CJ X 450 COMP INS
GENFAR,GENFAR,19973061-05,ESPIRONOLACTONA,83.0,,ESPIRONOLACTONA 25 mg CJ X 300 COMP INS
GENFAR,GENFAR,20153574-01,ETORICOXIB,806.0,,ETORICOXIB 120MG X 7 TAB - INST
GENFAR,GENFAR,20153572-01,ETORICOXIB,554.0,,ETORICOXIB 60MG X 14 TAB - INST
GENFAR,GENFAR,20153573-01,ETORICOXIB,594.0,,ETORICOXIB 90MG X 14 TAB - INST
GENFAR,GENFAR,20024861-10,EZETIMIBA,477.0,,EZETIMIBA 10 MG BLI 5 X 30 TABLET INS
GENFAR,GENFAR,20166393-01,EZETIMIBE+SIMVASTATINA,548.0,,EZETIMIBA+SIMVASTATINA 10/20mg x30 COMP
GENFAR,GENFAR,20166394-01,EZETIMIBE+SIMVASTATINA,760.0,,EZETIMIBA+SIMVASTATINA 10/40mg x30 COMP
GENFAR,GENFAR,1980782-02,FLUCONAZOL,811.0,,FLUCONAZOL 150mg CJx2 CAP-CO
GENFAR,GENFAR,51860-02,FLUCONAZOL,444.0,,FLUCONAZOL 200mg CJx4 CAP-INS
GENFAR,GENFAR,41186-01,FLUNARIZINA,52.0,,FLUNARIZINA 10mg CJx30 TAB-INS
GENFAR,GENFAR,20204101-01,FLUVOXAMINA,589.0,,FLUVOXAMINA 100MG BLI 3 X 10 INST
GENFAR,GENFAR,42216-13,FUROSEMIDA,29.0,,FUROSEMIDA 40mg CJx300 TAB-INS
GENFAR,GENFAR,1981505-17,GEMFIBROZILO,248.0,,GEMFIBROZILO 600MG 720 TAB INS COL
GENFAR,GENFAR,1981505-13,GEMFIBROZILO,248.0,,GEMFIBROZILO 600mg CJx900 TAB REC-INS
GENFAR,GENFAR,20087754-01,GESTODENO+ETINILE,472.0,,GESTODENO+EE 75MCG+20MCG 21CPR COL
GENFAR,GENFAR,19993321-01,GLIBENCLAMIDA,119.0,,GLIBENCLAMIDA 5mg CJx30 TAB-CO
GENFAR,GENFAR,212764-10,HIDROCLOROTIAZIDA,22.0,,HIDROCLOROTIAZIDA 25mg CJx300 TAB-INS
GENFAR,GENFAR,19907962-04,HIDROXICINA,85.0,,HIDROXICINA 25mg CJx20 TAB-CO
GENFAR,GENFAR,19908253-01,IBUPROFENO - METACARBAMOL,219.0,,IBUPRO 200mg+METOCARB 500mg CJx30TAB-CO
GENFAR,GENFAR,51330-17,IBUPROFENO,78.0,,IBUPROFENO 400mg CJx100 TAB REC-INS
GENFAR,GENFAR,1980020-01,IBUPROFENO,158.0,,IBUPROFENO 800mg CJx50 TAB REC-INS
GENFAR,GENFAR,57706-02,ISOCONAZOL,3560.0,,ISOCONAZOL 1% CREMA TBx20g-CO
GENFAR,GENFAR,1982997-01,KETOPROFENO,941.0,,KETOPROFENO 100mg/2mL INY CJx6 AMP-INS
GENFAR,GENFAR,11699-02,KETOPROFENO,5112.0,,"KETOPROFENO 2,5% GEL TBx60g-INS"
GENFAR,GENFAR,53287-01,KETOROLACO,1020.0,,KETOROLACO 30mg/mL INY CJx5 AMP-INS
GENFAR,GENFAR,20126552-01,LACOSAMIDA,1609.0,,LACOSAMIDA 100 mg CJ x 30 TAB REC-INS
GENFAR,GENFAR,20126554-01,LACOSAMIDA,1744.0,,LACOSAMIDA 200mg CJx 30 TAB REC-INS
GENFAR,GENFAR,20126479-01,LACOSAMIDA,915.0,,LACOSAMIDA 50 mg CJ x 14 TAB REC-INS
GENFAR,GENFAR,19989033-03,LANSOPRAZOL,231.0,,LANSOPRAZOL 30mg LIB RETARD CJx14CAP-INS
GENFAR,GENFAR,20058621-01,LEVETIRACETAM,880.0,,LEVETIRACETAM 1g CAJA X 30 COMP
GENFAR,GENFAR,20156587-02,LEVETIRACETAM,381.0,,LEVETIRACETAM 500mg CJ X 100 COMP INS
GENFAR,GENFAR,24060-04,LINCOMICINA,1064.0,,LINCOMICINA 600mg/2mL INY CJx10 AMP-CO
GENFAR,GENFAR,54570-06,LORATADINA,78.0,,LORATADINA 10 mg CAJA X 10 COMP MR
GENFAR,GENFAR,227599-01,LORAZEPAM,67.0,,LORAZEPAM 2 mg CAJA X 30 COMP
GENFAR,GENFAR,20045848-02,LOSARTAN,103.0,,LOSARTAN 100 mg CAJA X 100 COMP INS
GENFAR,GENFAR,19965499-11,LOSARTAN,48.0,,LOSARTAN 50 mg x 900 COMP REC. INST.NF
GENFAR,GENFAR,20006590-01,MELOXICAM,146.0,,MELOXICAM 15 mg CAJA X 10 COMP
GENFAR,GENFAR,20006590-02,MELOXICAM,124.0,,MELOXICAM 15 mg CAJA X 30 COMP
GENFAR,GENFAR,19976644-04,MELOXICAM,1022.0,,"MELOXICAM 15mg/1,5mL INY CJx5AMP - INS"
GENFAR,GENFAR,20018391-01,MEMANTINA CLORHIDRATO,593.0,,MEMANTINA 10 mg CAJA X 28 COMP
GENFAR,GENFAR,19993385-05,METFORMINA,116.0,,METFORMINA 500mg CJx300 TAB REC-INS
GENFAR,GENFAR,19905554-17,METFORMINA,78.0,,METFORMINA 850MG 720 TAB INS COL
GENFAR,GENFAR,19905554-12,METFORMINA,78.0,,METFORMINA 850mg CJx900 TAB REC-WT-INS
GENFAR,GENFAR,19969624-01,METOCLOPRAMIDA,1104.0,,METOCLOPRAMIDA 10mg/2mL INY CJx5 AMP-CO
GENFAR,GENFAR,19976470-03,METOPROLOL,39.0,,METOPROLOL 50mg CJX300 COMP-INS-N
GENFAR,GENFAR,29653-03,METRONIDAZOL,111.0,,METRONIDAZOL 500mg CJx100 TAB-INS
GENFAR,GENFAR,19906811-05,METRONIDAZOL,3835.0,,METRONIDAZOL SUSP 250mg/5mLFCOx120mL INS
GENFAR,GENFAR,20016432-01,MIDAZOLAM,935.0,,"MIDAZOLAM 7,5 mg CAJA X 10 COMP"
GENFAR,GENFAR,19947270-01,MOMETASONA,2779.0,,"MOMETASONA 0,1% CREMA TBx15g-INS"
GENFAR,GENFAR,19976917-03,MONTELUKAST,321.0,,MONTELUKAST 10 mg CAJA X 30 COMP
GENFAR,GENFAR,19976036-02,MONTELUKAST,273.0,,MONTELUKAST 4mg TAB MASTICAB CJx30-CO-N
GENFAR,GENFAR,19976035-02,MONTELUKAST,323.0,,MONTELUKAST 5mg TAB MASTICAB CJx30-CO-NF
GENFAR,GENFAR,20089685-03,MOXIFLOXACINO,3956.0,,MOXIFLOXACINO 400mg CJx7 TAB REC-CO
GENFAR,GENFAR,17145-08,NAPROXENO,89.0,,NAPROXENO 250MG 600 TAB INS COL
GENFAR,GENFAR,31190-03,NAPROXENO,198.0,,NAPROXENO 500mg CAJA X 300 TAB INS
GENFAR,GENFAR,20103886-07,NEBIVOLOL,430.0,,NEBIVOLOL 5mg CJx30 TAB-CO
GENFAR,GENFAR,20028350-03,NITAZOXANIDA,784.0,,NITAZOXANIDA 500mg CJx6TAB REC-CO
GENFAR,GENFAR,16478-01,OMEPRAZOL,153.0,,OMEPRAZOL 20 MG CJx10 CÁP-CO-NF
GENFAR,GENFAR,25796-02,PAMOATO DE PIRANTEL,1847.0,,PAMOATO PIRANTEL SUSP 15 ML INS COL NF
GENFAR,GENFAR,20079038-02,PANTOPRAZOL,373.0,,PANTOPRAZOL 40MG X 28 CPR - INST
GENFAR,GENFAR,19951949-09,PAROXETINA,399.0,,PAROXETINA 20 mg CAJA X 20 COMP
GENFAR,GENFAR,19922528-02,PENTOXIFILINA,388.0,,PENTOXIFILINA 400mg CJx30TAB LIB PRO-INS
GENFAR,GENFAR,19902915-01,PAMOATO DE PIRANTEL,280.0,,PIRANTEL 250mg CJx60 TAB-INS
GENFAR,GENFAR,57692-01,PIROXICAM,3385.0,,"PIROXICAM 0,5% GEL TBx40g-INS"
GENFAR,GENFAR,25880-01,PIROXICAM,180.0,,PIROXICAM 20mg CJx10 TAB-CO
GENFAR,GENFAR,20198407-01,PIROXICAM,11749.0,,PIROXICAM GEL 1% TUBO 40G
GENFAR,GENFAR,19948683-01,PRAVASTATINA,311.0,,PRAVASTATINA 20 mg CAJA X 10 COMP
GENFAR,GENFAR,20011084-05,PREDNISOLONA,36.0,,PREDNISOLONA 5mg CJx300TAB-INS
GENFAR,GENFAR,20025451-01,QUETIAPINA,322.0,,QUETIAPINA 100 mg CAJA X 30 COMP
GENFAR,GENFAR,20016921-03,QUETIAPINA,109.0,,QUETIAPINA 25 mg CAJA X 30 COMP
GENFAR,GENFAR,20153948-01,RISPERIDONA,8467.0,,RISPERIDONA 1mg/mL SOL FCO x 30 mL
GENFAR,GENFAR,20158699-01,RIVAROXABAN,1146.0,,RIVAROXABAN 10mg CAJA x 10 TAB
GENFAR,GENFAR,20158710-02,RIVAROXABAN,994.0,,RIVAROXABAN 15mg CAJA x 30 TAB
GENFAR,GENFAR,20158642-02,RIVAROXABAN,994.0,,RIVAROXABAN 20mg CAJA x 30 TAB
GENFAR,GENFAR,20016428-01,ROSUVASTATINA,197.0,,ROSUVASTATINA 10 mg CAJA X 14 COMP
GENFAR,GENFAR,20016430-01,ROSUVASTATINA,262.0,,ROSUVASTATINA 20 mg CAJA X 14 COMP
GENFAR,GENFAR,20130837-03,ROSUVASTATINA,547.0,,ROSUVASTATINA 40 mg COMP CJ x 30 COMP
GENFAR,GENFAR,19993674-01,SECNIDAZOL,1276.0,,SECNIDAZOL 1g CJx2 TAB REC-CO
GENFAR,GENFAR,19932578-01,SERTRALINA,181.0,,SERTRALINA 100mg CJx10 TAB REC-INS
GENFAR,GENFAR,19932573-03,SERTRALINA,86.0,,SERTRALINA 50mg CJx300 TAB INS
GENFAR,GENFAR,19917631-01,SILDENAFIL,1010.0,,SILDENAFIL 100mg CJx1 TAB REC-CO NF
GENFAR,GENFAR,20118033-02,SILDENAFIL,397.0,,SILDENAFIL 25mg CJx4 TAB REC- INS NF
GENFAR,GENFAR,19993835-02,SILDENAFIL,148.0,,SILDENAFIL 50mg CJx4 TAB REC-INS-NF
GENFAR,GENFAR,19943602-01,SIMVASTATINA,306.0,,SIMVASTATINA 20mg CJx10 TAB REC-INS
GENFAR,GENFAR,19930887-02,SULFADIAZINA,2558.0,,SULFADIAZINA DE PLATA 1%CREMA TBx15g-INS
GENFAR,GENFAR,19930887-03,SULFADIAZINA,3898.0,,SULFADIAZINA DE PLATA 1%CREMA TBx30g-INS
GENFAR,GENFAR,20168960-01,SULFASALAZINA,444.0,,SULFASALAZINA 500 mg CAJA X 10 COMP
GENFAR,GENFAR,57699-02,SUMATRIPTAN,6683.0,,SUMATRIPTAN 100mg CJx2 TAB REC-CO
GENFAR,GENFAR,20032981-05,TADALAFILO,751.0,,TADALAFILO 20 mg CAJA X 4 COMP
GENFAR,GENFAR,20085090-10,TADALAFILO,330.0,,TADALAFILO 5 mg CAJA X 28 COMP
GENFAR,GENFAR,19984678-01,TAMSULOSINA,539.0,,"TAMSULOSINA 0,4mg CAP CJx30 CÁP-INS-NF"
GENFAR,GENFAR,20059586-03,TELMISARTAN,624.0,,TELMISARTAN 80mg CJx30TAB-CO
GENFAR,GENFAR,19979237-01,TERAZOSINA,419.0,,TERAZOSINA 5 mg CAJA X 14 COMP
GENFAR,GENFAR,19962798-02,TERBINAFINA,6549.0,,TERBINAFINA 1% CREMA TÓPICA TBx20g-CO
GENFAR,GENFAR,35988-01,TINIDAZOL,183.0,,TINIDAZOL 500mg CJx8 TAB REC-INS
GENFAR,GENFAR,53286-01,TRAMADOL,1286.0,,TRAMADOL 100mg/2mL INY CJx5AMP
GENFAR,GENFAR,19977328-01,TRAMADOL,260.0,,"TRAMADOL 37,5mg+ACETAM 325mg CJx10TAB-CO"
GENFAR,GENFAR,51716-01,TRAMADOL,151.0,,TRAMADOL 50mg CJx10 CAP-INS
GENFAR,GENFAR,19924520-04,TRAMADOL,1895.0,,TRAMADOL GOTAS 100mg/mL FCO x10ml INS
GENFAR,GENFAR,17135-01,TRAZODONA,113.0,,TRAZODONA 50 mg CAJA X 50 COMP INS
GENFAR,GENFAR,19999947-18,TRIMEBUTINA,189.0,,TRIMEBUTINA 200mg CJx30 TAB-INS
GENFAR,GENFAR,51063-03,SULFAMETOXAZOL Y TRIMETOPRIM,167.0,,TRIMETOPRIM S F 160-800mg CJX100TAB-INS
GENFAR,GENFAR,20002094-01,VALSARTAN HIDROCLOROTIAZIDA,789.0,,"VALSART 160+HCT 12,5mg CJx14TAB REC-CO-N"
GENFAR,GENFAR,19978105-02,VALSARTAN,414.0,,VALSARTAN 160mg CJx14
GENFAR,GENFAR,19965195-03,VALSARTAN,265.0,,VALSARTAN 80mg CJx14
GENFAR,GENFAR,19963349-04,ZOLPIDEM,118.0,,ZOLPIDEM 10mg CJx14 TAB REC-INS
GENFAR,GENFAR,19942514-01,ZOPICLONA,189.0,,"ZOPICLONA 7,5mg CJx10 TAB REC-CO"
LABORATORIOS SOPHIA DE COLOMBIA LTDA,CRUZ VERDE,230339-02,3A OFTENO 1MG/ML(0.1%) SOL OFT INST FCO X 5ML,5950.0,0.0,DICLOFENACO
QUIFARMA SA,CRUZ VERDE,216264-01,5-FLUOROURACIL 2.5% CREM TOP INST TUB X 15GR QUIFARMA,52641.0,0.0,FLUOROURACILO
QUIFARMA SA,CRUZ VERDE,19930999-01,5-FLUOROURACIL 5% GEL TOP INST TUB X 30GR QUIFARMA,86278.0,0.0,FLUOROURACILO
QUIFARMA SA,CRUZ VERDE,19964018-01,5-FLUOROURACIL 5% UNG TOP INST TUB X 30GR QUIFARMA,90200.0,0.0,FLUOROURACILO
SEVEN PHARMA COLOMBIA S A S,CRUZ VERDE,20065664-01,ABACAR 20MG/ML(2%) SOL ORAL INST FCO X 240ML,49340.0,0.0,ABACAVIR
HUMAX PHARMACEUTICAL SA,CRUZ VERDE,19974946-06,ABACAVIR 300MG TAB REC INST CAJ X 60 HUMAX,809.0,0.0,ABACAVIR
AUROBINDO PHARMA COLOMBIA SAS,CRUZ VERDE,20008845-01,ABACAVIR+LAMIVUDINA (600+300)MG TAB REC FCO X 30 AUROBINDO,1611.0,0.0,ABACAVIR+LAMIVUDINA
SEVEN PHARMA COLOMBIA S A S,CRUZ VERDE,20103720-02,ABALAM (600+300)MG TAB REC INST FCO X 30,1588.0,0.0,ABACAVIR+LAMIVUDINA
LABQUIFAR LTDA,CRUZ VERDE,20012876-13,ABALPIN 10MG TAB REC INST CAJ X 1000,44.0,0.0,AMLODIPINO
MSN LABS AMERICAS SAS,CRUZ VERDE,20148436-01,ABIRAND 250MG TAB INST FCO X 120,6587.0,0.0,ABIRATERONA ACETATO
PFIZER SAS,CRUZ VERDE,20169597-03,ABRILADA 40MG/0.8ML(50MG/ML) SOL INY INST CAJ X 2 AUTOINYECTOR X 0.8ML,526705.0,0.0,ADALIMUMAB
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20179635-01,ABXEDA 100MG/4ML(25MG/ML) SOL INY INST VIAL X 4ML,579886.0,0.0,BEVACIZUMAB
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,20037206-07,ACEMUK 600MG TAB EFERV INST CAJ X 30,1277.0,0.0,ACETILCISTEINA
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20024252-05,ACENOL 25MG TAB REC INST CAJ X 30,3668.0,0.0,EPLERENONA
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,20055572-05,ACENOL 50MG TAB REC INST CAJ X 30,5150.0,0.0,EPLERENONA
ZAMBON COLOMBIA SA,CRUZ VERDE,20063316-01,ACEOTO PLUS (3+0.25)MG/ML(0.3+0.025)% SOL OTI INST FCO X 10ML,30103.0,0.0,CIPROFLOXACINO+FLUOCINOLONA
GENFAR SA,CRUZ VERDE,19908973-02,ACETAMINOFEN 100MG/ML(10%) SOL ORAL FCO X 30ML GENFAR KIDS FRUTOS ROJOS,10140.0,0.0,ACETAMINOFEN
QUIBI SA EN REESTRUCTURACION,CRUZ VERDE,20090408-03,ACETAMINOFEN 160MG/5ML(3.2%) JBE FCO X 120ML BIOFLUIDOS,8541.0,0.0,ACETAMINOFEN
QUIBI SA EN REESTRUCTURACION,CRUZ VERDE,20090408-01,ACETAMINOFEN 160MG/5ML(3.2%) JBE FCO X 60ML BIOFLUIDOS,4823.0,0.0,ACETAMINOFEN
QUIBI SA EN REESTRUCTURACION,CRUZ VERDE,20090408-02,ACETAMINOFEN 160MG/5ML(3.2%) JBE FCO X 90ML BIOFLUIDOS,7176.0,0.0,ACETAMINOFEN
LABORATORIOS LA SANTE SA,CRUZ VERDE,52478-03,ACETAMINOFEN 500MG TAB CAJ X 100 LA SANTE,185.0,0.0,ACETAMINOFEN
LABORATORIOS BEST SA,CRUZ VERDE,19977458-04,ACETAMINOFEN 500MG TAB CAJ X 20 BEST,117.0,0.0,ACETAMINOFEN
LABORATORIOS BEST SA,CRUZ VERDE,19977458-08,ACETAMINOFEN 500MG TAB CAJ X 250 BEST,124.0,0.0,ACETAMINOFEN
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,19935303-04,ACETAMINOFEN 500MG TAB INST CAJ X 100 AMER GEN,48.0,0.0,ACETAMINOFEN
LABORATORIO PROFESIONAL FARMACEUTICO SA,CRUZ VERDE,19986458-09,ACETAMINOFEN 500MG TAB INST CAJ X 300 LAPROFF,59.0,0.0,ACETAMINOFEN
TECNOQUIMICAS SA,CRUZ VERDE,19914355-01,ACETAMINOFEN 500MG TAB REC CAJ X 24 MK,757.0,0.0,ACETAMINOFEN
TECNOQUIMICAS SA,CRUZ VERDE,19992272-19,ACETAMINOFEN FORTE (500+65)MG TAB REC CAJ X 16 MK,1055.0,0.0,ACETAMINOFEN+CAFEINA
TECNOQUIMICAS SA,CRUZ VERDE,19992272-18,ACETAMINOFEN FORTE (500+65)MG TAB REC CAJ X 8 MK,1055.0,0.0,ACETAMINOFEN+CAFEINA
TECNOQUIMICAS SA,CRUZ VERDE,19992272-22,ACETAMINOFEN FORTE (500+65)MG TAB REC INST CAJ X 48 MK,516.0,0.0,ACETAMINOFEN+CAFEINA
LABORATORIO PROFESIONAL FARMACEUTICO SA,CRUZ VERDE,207412-03,ACETAMINOFEN GOTAS 100MG/ML(10%) SOL ORAL INST FCO X30ML(28GOTAS/ML) LAPROFF CEREZA,1931.0,0.0,ACETAMINOFEN
GENFAR SA,CRUZ VERDE,20122539-01,ACETAMINOFEN KIDS 160MG/5ML(3.2%) JBE FCO X 90ML GENFAR,9283.0,0.0,ACETAMINOFEN
