laboratorio,proveedor,cum,descripcion,precio,iva_pct,principio_activo
KCI,SOLINSA FEBRERO,,APOSITO 10*12CM C*50 (TEGADERM FILM REF:1626W) - KCI,2870.0,0.0,APOSITO
CONVATEC,SOLINSA FEBRERO,,APOSITO 10CMX10CM CX10 (DUODERM EXTRA THIN REF:187955) - CONVATEC,21947.0,0.0,APOSITO
CONVATEC,SOLINSA FEBRERO,,APOSITO 15CMX15CM CX10 (DUODERM EXTRA THIN) - CONVATEC,38315.0,0.0,APOSITO
KCI,SOLINSA FEBRERO,,APOSITO 8.5CMX11.5CM CX50 (TEGADERM I.V ADVANCED REF:1685) - KCI,8275.0,0.0,APOSITO
SHERLEG,SOLINSA FEBRERO,,APOSITO ABSORBENTE ESTERIL 10CMX20CM BOLX50 (REF:4405) - SHERLEG,3009.0,0.0,APOSITO ABSORBENTE ESTERIL
BSN MEDICAL,SOLINSA FEBRERO,,APOSITO ABSORBENTE ESTERIL 15CMX15CM CX5 (CUTIMED CAVITY) - BSN MEDICAL,53200.0,0.0,APOSITO ABSORBENTE ESTERIL
BSN MEDICAL,SOLINSA FEBRERO,,APOSITO ABSORBENTE ESTERIL 20CMX20CM CX5 (CUTIMED SILTEC) - BSN MEDICAL,59002.0,0.0,APOSITO ABSORBENTE ESTERIL
SHERLEG,SOLINSA FEBRERO,,APOSITO ABSORBENTE ESTERIL 20CMX80CM BOLX25 (REF:4416) - SHERLEG,10600.0,0.0,APOSITO ABSORBENTE ESTERIL
BSN MEDICAL,SOLINSA FEBRERO,,APOSITO ABSORBENTE ESTERIL 7.5*15CM CX10 (CUTIMED SORBACT GEL REF:72611-21) - BSN MEDICAL,51800.0,0.0,APOSITO ABSORBENTE ESTERIL
BSN MEDICAL,SOLINSA FEBRERO,,APOSITO ABSORBENTE ESTERIL 7CMX8.5CM CX10 (CUTIMED SORBACT HYDROACTIVE B) - BSN MEDICAL,36743.0,0.0,APOSITO ABSORBENTE ESTERIL
BSN MEDICAL,SOLINSA FEBRERO,,APOSITO ABSORBENTE ESTERIL 8*15CM C*50 (LEUKOMED T PLUS REF:72382-02) - BSN MEDICAL,6024.0,0.0,APOSITO ABSORBENTE ESTERIL
CARDINAL HEALTH,SOLINSA FEBRERO,,APOSITO ANTIMICROBIANO DE ESPUMA 20.3X20.3CM C*10 (PHMB REF:55588AMDX) - CARDINAL HEALTH,45000.0,0.0,APOSITO ANTIMICROBIANO DE ESPUMA
CONVATEC,SOLINSA FEBRERO,,APOSITO AUTOADHESIVO DUODERM CFG 10CMX10CM CX5 (REF:187660) - CONVATEC,35648.0,0.0,APOSITO AUTOADHESIVO DUODERM CFG
CONVATEC,SOLINSA FEBRERO,,APOSITO AUTOADHESIVO DUODERM CFG 15*15CM C*5 - CONVATEC,62323.0,0.0,APOSITO AUTOADHESIVO DUODERM CFG
CONVATEC,SOLINSA FEBRERO,,APOSITO AUTOADHESIVO DUODERM CFG 20*20CM NA C*5 (REF:187662) - CONVATEC,111550.0,0.0,APOSITO AUTOADHESIVO DUODERM CFG
CONVATEC,SOLINSA FEBRERO,,APOSITO AUTOADHESIVO DUODERM CFG 20*30CM NA C*5 (REF:187644) - CONVATEC,180784.0,0.0,APOSITO AUTOADHESIVO DUODERM CFG
GENADYNE,SOLINSA FEBRERO,,"APOSITO CON PLATA T(M) C*1 KIT (12,5 *18*3,3CM) - GENADYNE",522223.0,0.0,APOSITO CON PLATA
ATOS MEDICAL,SOLINSA FEBRERO,,APOSITO CX20 (ADHESIVO PROVOX EXTRABASE REF:7265) - ATOS MEDICAL,75000.0,0.0,APOSITO
INDUSTRIAS CARDIOMED SAS,SOLINSA FEBRERO,,"APOSITO DE ALGINATO DE CALCIO CON PLATA 10.2CMX12.7CM CX5 (ALGIDEX AG FOAM 4*5"" REF:4 - INDUSTRIAS CARDIOMED SAS",383453.0,0.0,APOSITO DE ALGINATO DE CALCIO CON PLATA
LOHMANN & RAUSCHER,SOLINSA FEBRERO,,APOSITO DE ALGINATO DE CALCIO CON PLATA 10CMX10CM CX10 (SUPRASORB A + AG REF:20571) - LOHMANN & RAUSCHER,33750.0,0.0,APOSITO DE ALGINATO DE CALCIO CON PLATA
INDUSTRIAS CARDIOMED SAS,SOLINSA FEBRERO,,APOSITO DE ALGINATO DE CALCIO CON PLATA 15.3CMX15.3CM CX5 (ALGIDEX AG FOAM REF:46-AG66) - INDUSTRIAS CARDIOMED SAS,552170.0,0.0,APOSITO DE ALGINATO DE CALCIO CON PLATA
INDUSTRIAS CARDIOMED SAS,SOLINSA FEBRERO,,APOSITO DE ALGINATO DE CALCIO CON PLATA 20.3CMX20.3CM CX5 (ALGIDEX AG REF:46-AG88) - INDUSTRIAS CARDIOMED SAS,751568.0,0.0,APOSITO DE ALGINATO DE CALCIO CON PLATA
CONVATEC,SOLINSA FEBRERO,,APOSITO DE ESPUMA CON HYDROFIBER CON PLATA 10CMX10CM CX10 (AQUACEL AG FOAM ADHESIVO REF:420681) - CONVATEC,46075.0,0.0,APOSITO DE ESPUMA CON HYDROFIBER CON PLATA
CONVATEC,SOLINSA FEBRERO,,APOSITO DE ESPUMA CON HYDROFIBER CON PLATA 21CMX21CM CX5 (AQUACEL AG FOAM ADHESIVO REF:420629) - CONVATEC,150957.0,0.0,APOSITO DE ESPUMA CON HYDROFIBER CON PLATA
COLOPLAST,SOLINSA FEBRERO,,APOSITO DE ESPUMA CON PLATA 15*15CM C*5 (BIATAIN AG NO ADHESIVO REF:39625) - COLOPLAST,161250.0,0.0,APOSITO DE ESPUMA CON PLATA
SHERLEG,SOLINSA FEBRERO,,APOSITO DE GASA ESTERIL BOLX25 SOBX1 (REF:0340) - SHERLEG,5848.0,0.0,APOSITO DE GASA ESTERIL
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDRATANTE CON ALGINATO GEL TOP TUBX85G (SAF-GEL) - CONVATEC,101850.0,0.0,APOSITO HIDRATANTE CON ALGINATO
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROCOLOIDE 15CMX20CM CX5 (DUODERM CGF REF:187643) - CONVATEC,92757.0,0.0,APOSITO HIDROCOLOIDE
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROCOLOIDE DE ESPUMA 10X10CM CX10 (FOAMLITE REF:421559) - CONVATEC,16490.0,0.0,APOSITO HIDROCOLOIDE DE ESPUMA
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA 15CMX15CM CX5 (AQUACEL EXTRA REF:420673) - CONVATEC,104882.0,0.0,APOSITO HIDROFIBRA
HCP HEALTHCARE ASIA,SOLINSA FEBRERO,,APOSITO HIDROFIBRA CON PLATA 15CMX15CM CX10 (URGOCLEAN AG CON TLC) - HCP HEALTHCARE ASIA,427750.0,0.0,APOSITO HIDROFIBRA CON PLATA
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA CON PLATA 5X5CM CX10 (AQUACEL AG+ EXTRA REF:413566) - CONVATEC,22553.0,0.0,APOSITO HIDROFIBRA CON PLATA
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA 15*15CM CX10 (AQUACEL FOAM PRO ADHESIVO REF:422358) - CONVATEC,59170.0,0.0,APOSITO HIDROFIBRA DE ESPUMA
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA 17.5*17.5CM C*10 (AQUACEL FOAM ADHESIVO REF:420621) - CONVATEC,73720.0,0.0,APOSITO HIDROFIBRA DE ESPUMA
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA 20*16.9CM C*5 (AQUACEL FOAM ADHESIVO REF:420626) - CONVATEC,115188.0,0.0,APOSITO HIDROFIBRA DE ESPUMA
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA 8*8CM C*10(AQUACEL FOAM PRO ADHESIVO REF:422359) - CONVATEC,31525.0,0.0,APOSITO HIDROFIBRA DE ESPUMA
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA ADHESIVO 10*10CM C*10 (AQUACEL FOAM REF:420680) - CONVATEC,44499.0,0.0,APOSITO HIDROFIBRA DE ESPUMA ADHESIVO
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA ADHESIVO 12.5*12.5CM C*10 (AQUACEL FOAM REF:420619) - CONVATEC,49470.0,0.0,APOSITO HIDROFIBRA DE ESPUMA ADHESIVO
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA ADHESIVO 19.8*14CM C*5 (AQUACEL FOAM REF:420625) - CONVATEC,84027.0,0.0,APOSITO HIDROFIBRA DE ESPUMA ADHESIVO
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA ADHESIVO 20*16.9CM C*5 (AQUACEL FOAM PRO REF:421579) - CONVATEC,107792.0,0.0,APOSITO HIDROFIBRA DE ESPUMA ADHESIVO
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA ADHESIVO 24CMX21.5CM REF:421580 CX5 (AQUACEL FOAM PRO) - CONVATEC,110580.0,0.0,APOSITO HIDROFIBRA DE ESPUMA ADHESIVO
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA CON PLATA 12.5CMX12.5CM CX10 (AQUACEL AG FOAM ADHESIVO REF:420627) - CONVATEC,51774.0,0.0,APOSITO HIDROFIBRA DE ESPUMA CON PLATA
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA CON PLATA 17.5CMX17.5CM CX10 (AQUACEL AG FOAM ADHESIVO REF: 420628) - CONVATEC,99910.0,0.0,APOSITO HIDROFIBRA DE ESPUMA CON PLATA
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA CON PLATA 20CMX16.9CM CX5 (AQUACEL AG FOAM ADHESIVO REF:420648) - CONVATEC,125252.0,0.0,APOSITO HIDROFIBRA DE ESPUMA CON PLATA
CONVATEC,SOLINSA FEBRERO,,APOSITO HIDROFIBRA DE ESPUMA CON PLATA 25CMX30CM CX5 (AQUACEL AG FOAM ADHESIVO REF:420807) - CONVATEC,185755.0,0.0,APOSITO HIDROFIBRA DE ESPUMA CON PLATA
HUMANY CARE,SOLINSA FEBRERO,,APOSITO HIDROGEL CON ALOE VERA GEL TOP TUBX85G (DERMY REF:1326) - HUMANY CARE,90000.0,0.0,APOSITO HIDROGEL CON ALOE VERA
HUMANY CARE,SOLINSA FEBRERO,,APOSITO HIDROGEL CON PLATA NA GEL TOP TUBX45ML CX1 (SILVER CARE REF:1317) - HUMANY CARE,123500.0,0.0,APOSITO HIDROGEL CON PLATA
S&M,SOLINSA FEBRERO,,APOSITO HIDROGEL POL TOP AMPX0.75G CX5 (ALTRAZEAL) - S&M,1325000.0,0.0,APOSITO HIDROGEL
SYSTAGENIX,SOLINSA FEBRERO,,APOSITO NO ADHERENTE ANTIMICROBIANO CON PLATA 10X20CM CX5 (SILVERCEL REF:CAD7020) - SYSTAGENIX,67600.0,0.0,APOSITO NO ADHERENTE ANTIMICROBIANO CON PLATA
DEROYAL,SOLINSA FEBRERO,,APOSITO PARA HERIDAS GEL TOP TUB*85G (MULTIDEX) - DEROYAL,265355.0,0.0,APOSITO PARA HERIDAS
DEROYAL,SOLINSA FEBRERO,,APOSITO PARA HERIDAS POL TOP TUB*45G (MULTIDEX POWDER REF:46-701) - DEROYAL,230071.0,0.0,APOSITO PARA HERIDAS
CONVATEC,SOLINSA FEBRERO,,APOSITO SUPERABSORBENTE ESTERIL 10CMX10CM CX10 (CONVAMAX NO ADHESIVO REF:422567) - CONVATEC,18794.0,0.0,APOSITO SUPERABSORBENTE ESTERIL
CONVATEC,SOLINSA FEBRERO,,APOSITO SUPERABSORBENTE ESTERIL 20CMX30CM CX10 (CONVAMAX NO ADHESIVO REF:422573) - CONVATEC,30192.0,0.0,APOSITO SUPERABSORBENTE ESTERIL
PRAXIS PHARMACEUTICAL,SOLINSA FEBRERO,,APOSITO VULNUS 10X10CM CX10 (VULCOSAN PHMB) - PRAXIS PHARMACEUTICAL,23000.0,0.0,APOSITO VULNUS
CONVATEC,SOLINSA FEBRERO,,AQUACEL AG+ EXTRA 10*10CM C*10 (REF:413567) - CONVATEC,57715.0,0.0,AQUACEL AG+ EXTRA
CONVATEC,SOLINSA FEBRERO,,AQUACEL AG+ EXTRA 15CMX15CM CX5 (REF:413568) - CONVATEC,116400.0,0.0,AQUACEL AG+ EXTRA
CONVATEC,SOLINSA FEBRERO,,AQUACEL AG+ EXTRA 20CMX30CM CX5 (REF:413569) - CONVATEC,221888.0,0.0,AQUACEL AG+ EXTRA
CONVATEC,SOLINSA FEBRERO,,AQUACEL EXTRA 10CMX10CM CX10 (REF: 420672) - CONVATEC,51168.0,0.0,AQUACEL EXTRA
MEGALABS,SOLINSA FEBRERO,,AQUATOP CREM TOP TUB*250G - MEGALABS,72987.0,19.0,AQUATOP
MEDTRITION LATIN AMERICA,SOLINSA FEBRERO,,ARGIMENT - ALIMENTO ESPECIAL MODULAR A BASE DE L-GLN Y L-ARG POL ORL SOBX27.6G CX40 (ARGIMENT) - MEDTRITION LATIN AMERICA,32500.0,0.0,ARGIMENT - ALIMENTO ESPECIAL MODULAR A BASE DE L-GLN Y L-ARG
MEDTRITION LATIN AMERICA,SOLINSA FEBRERO,,ARGIMENT AT - ALIMENTO ESPECIAL MODULAR CON PROTEINA DE SUERO LACTEO L-GLN L-ARG Y BIMUNO POL ORL SOBX42.75G CX60 (NARANJA) - MEDTRITION LATIN AMERICA,55429.0,0.0,ARGIMENT AT - ALIMENTO ESPECIAL MODULAR CON PROTEINA DE SUERO LACTEO L-GLN L-ARG Y BIMUNO
MEDTRITION LATIN AMERICA,SOLINSA FEBRERO,,ARGITEIN - ALIMENTO ESPECIAL MODULAR A BASE DE PROTEINA DE SUERO LACTEO Y L-ARG POL ORL SOBX15G CX50 (ARGITEIN) - MEDTRITION LATIN AMERICA,26374.0,0.0,ARGITEIN - ALIMENTO ESPECIAL MODULAR A BASE DE PROTEINA DE SUERO LACTEO Y L-ARG
CITOTEST,SOLINSA FEBRERO,,ASA REDONDA DESECHABLE ESTERIL 1UL PAQX20 (REF:2121-0001) - CITOTEST,330.0,19.0,ASA REDONDA DESECHABLE ESTERIL
NESTLE,SOLINSA FEBRERO,,ASCENDA - ALIMENTO ESPECIAL POLIMERICO A BASE DE LACTOSA DESCREMADA CON LIPIDOS OLIGOFRUCTOSA PROTEICOCALORICA VIT. MIN. POL ORL LTAX900G (VAINILLA) - NESTLE,100500.0,0.0,ASCENDA - ALIMENTO ESPECIAL POLIMERICO A BASE DE LACTOSA DESCREMADA CON LIPIDOS OLIGOFRUCTOSA PROTEICOCALORICA VIT. MIN.
SICMAFARMA,SOLINSA FEBRERO,,AZUL DE METILENO 10MG/ML (1%) SOL INY AMPX5ML CX10 (VND) - SICMAFARMA,26000.0,0.0,AZUL DE METILENO
ALFA SAFE,SOLINSA FEBRERO,,BAJALENGUA DE MADERA C*100 (REF:ORBM002) - ALFA SAFE,57.0,19.0,BAJALENGUA DE MADERA
COOK MEDICAL,SOLINSA FEBRERO,,BALON (BAKRI) HEMORRAGIA POSTPARTO C*1 (REF:J-SOSR-100500) - COOK MEDICAL,1762000.0,0.0,BALON (BAKRI) HEMORRAGIA POSTPARTO
COLOPLAST,SOLINSA FEBRERO,,BARRERA COLOSTOMIA 60MM CX4 (CONVEXA CON ADHESIVO SWISS ROLL ALTERNA REF:46769) - COLOPLAST,16250.0,0.0,BARRERA COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA CUTANEA SOL SPRAY*50ML (ESENTA REF:423288) - CONVATEC,56624.0,19.0,BARRERA CUTANEA
3M,SOLINSA FEBRERO,,BARRERA CUTANEA SOL SPRAYX28ML CX12 (CAVILON REF:3346E) - 3M,48800.0,0.0,BARRERA CUTANEA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 32MM CX5 (SUR-FIT NATURA LITTLE ONES PEDIATRICO REF:401925) - CONVATEC,27645.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 45MM C*10 (SUR-FIT NATURA DURAHESIVE CONVEXA ESTOMA 19MM REF:413179) - CONVATEC,35042.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 45MM C*10 (SUR-FIT NATURA DURAHESIVE CONVEXA ESTOMA 22MM REF:413180) - CONVATEC,35042.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 45MM CX10 (NATURA MOLDEABLE RIGIDA PLANA REF:413155) - CONVATEC,27888.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 45MM CX10 (SUR-FIT NATURA FLEXIBLE REF:413166) - CONVATEC,27888.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 45MM CX5 (SUR-FIT NATURA LITTLE ONES PEDIATRICO REF:401926) - CONVATEC,27645.0,0.0,BARRERA DE COLOSTOMIA
COLOPLAST,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 50MM C*5 (ADHESIVO SWISS ROLL Y OREJAS REF:1776) - COLOPLAST,16250.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 57MM C*10 (SUR-FIT NATURA DURAHESIVE CONVEXA ESTOMA 45MM REF:413187) - CONVATEC,35042.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 57MM C*10 (SUR-FIT NATURA DURAHESIVE CONVEXA REF:413186) - CONVATEC,35042.0,0.0,BARRERA DE COLOSTOMIA
HOLLISTER,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 57MM C*5 (CONVEXA CON ANILLO FLOTANTE REF:13803) - HOLLISTER,40100.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 57MM CX10 (NATURA MOLDEABLE RIGIDA PLANA REF:413156) - CONVATEC,27888.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 57MM CX10 (SUR-FIT NATURA FLEXIBLE REF:413167) - CONVATEC,27888.0,0.0,BARRERA DE COLOSTOMIA
COLOPLAST,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 60MM CX5 (ADHESIVO SWISS ROLL Y OREJAS REF:1779) - COLOPLAST,16250.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 70MM C*10 (SUR-FIT NATURA DURAHESIVE ESTOMA REF:413168) - CONVATEC,27888.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 70MM C*10 (SUR-FIT NATURA MOL. DURAHESIVE ESTOMA 33-45MM REF:421041) - CONVATEC,40255.0,0.0,BARRERA DE COLOSTOMIA
COLOPLAST,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 70MM C*5 (REF:10045) - COLOPLAST,17500.0,0.0,BARRERA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 70MM CX10 (NATURA PLANA RECORTABLE REGULAR REF:413157) - CONVATEC,27888.0,0.0,BARRERA DE COLOSTOMIA
HOLLISTER,SOLINSA FEBRERO,,BARRERA DE COLOSTOMIA 70MM CX5 (REF:14604) - HOLLISTER,30300.0,0.0,BARRERA DE COLOSTOMIA
HOLLISTER,SOLINSA FEBRERO,,BARRERA DE OSTOMIA 57MM CX5 (REF:14603) - HOLLISTER,30300.0,0.0,BARRERA DE OSTOMIA
CONVATEC,SOLINSA FEBRERO,,BARRERA MOLDEABLE PLANA XLARGE ESTOMA 70MM CX10 (SUR-FIT 45-56MM REF: 411823) - CONVATEC,34800.0,0.0,BARRERA MOLDEABLE PLANA XLARGE ESTOMA
CONVATEC,SOLINSA FEBRERO,,BARRERA NATURA CONVEXA MOLDEABLE ESTOMA 45MM CX10 (ARO REF:404593) - CONVATEC,35890.0,0.0,BARRERA NATURA CONVEXA MOLDEABLE ESTOMA
CONVATEC,SOLINSA FEBRERO,,BARRERA NATURA CONVEXA MOLDEABLE ESTOMA 57MM CX10 (SUR-FIT ARO 57MM REF:404594) - CONVATEC,35890.0,0.0,BARRERA NATURA CONVEXA MOLDEABLE ESTOMA
CONVATEC,SOLINSA FEBRERO,,BARRERA NATURA MOLDEABLE ACCORDION DURAHESIVE ESTOMA 57MM CX10(NATURA) - CONVATEC,40255.0,0.0,BARRERA NATURA MOLDEABLE ACCORDION DURAHESIVE ESTOMA
NOVAMED,SOLINSA FEBRERO,,BARRERA PROTECTORA DE MUCOSA ORAL GEL ORL C*3 SOB X 15ML (GELCLAIR) - NOVAMED,12330.0,0.0,BARRERA PROTECTORA DE MUCOSA ORAL
CONVATEC,SOLINSA FEBRERO,,BARRERA PROTECTORA DE PIEL 20*20CM C*3 (STOMAHESIVE LISA REF:21715) - CONVATEC,71780.0,0.0,BARRERA PROTECTORA DE PIEL
HOLLISTER,SOLINSA FEBRERO,,BARRERA PROTECTORA DE PIEL 20*20CM C*4 (OSTOMIA Y FISTULA PREMIUM REF:7901) - HOLLISTER,70700.0,0.0,BARRERA PROTECTORA DE PIEL
B BRAUN,SOLINSA FEBRERO,,BARRERA PROXIMA 2 BASE PLATE BORDER 60MM/12-55MM C*10 (REF:76060CO) - B BRAUN,22500.0,0.0,BARRERA PROXIMA 2 BASE PLATE BORDER
CONVATEC,SOLINSA FEBRERO,,BARRERA SURFIT PLUS MOLDEABLE CONVEXA MEDIUM ESTOMA 45MM CX10 (REF:411450) - CONVATEC,37200.0,0.0,BARRERA SURFIT PLUS MOLDEABLE CONVEXA MEDIUM ESTOMA
CONDALAB,SOLINSA FEBRERO,,BASE AGAR SANGRE BLOOD FCOX500G (REF:1108) - CONDALAB,409600.0,19.0,BASE AGAR SANGRE BLOOD
DISPROMED,SOLINSA FEBRERO,,BATA PACIENTE MANGA CORTA BOL*10 - DISPROMED,1801.0,19.0,BATA PACIENTE MANGA CORTA
DISPROMED,SOLINSA FEBRERO,,BATA PACIENTE MANGA LARGA BOL*10 - DISPROMED,2535.0,19.0,BATA PACIENTE MANGA LARGA
CIRUMEDICS,SOLINSA FEBRERO,,BENEDICT SOL FCOX200ML (DETECCION CUALITATIVA DE AZUCAR) - CIRUMEDICS,60200.0,0.0,BENEDICT
MEDIFARMA,SOLINSA FEBRERO,,BICARBONATO DE SODIO 840MG/10ML EQ.10MEQ/10ML SOL INY AMPX10ML CX100 (VND) - MEDIFARMA,2290.0,0.0,BICARBONATO DE SODIO
ORDESA,SOLINSA FEBRERO,,BLEMIL PLUS PROTECH - ALIMENTO ESPECIAL OLIGOMERICO A BASE DE PROTEINA DE ARROZ MALTODEXTRINA TCM PROBIOTICOS SIN LACTOSA POL ORL LTAX400G (BLEMIL PLUS PROTECH) - ORDESA,99388.0,19.0,BLEMIL PLUS PROTECH - ALIMENTO ESPECIAL OLIGOMERICO A BASE DE PROTEINA DE ARROZ MALTODEXTRINA TCM PROBIOTICOS SIN LACTOSA
BARIATRIC,SOLINSA FEBRERO,,BNS LIFE - ALIMENTO ESPECIAL POLIMERICO HIPERCALORICO HIPERPROTEICO POL ORL BOL*1230G - BARIATRIC,331000.0,0.0,BNS LIFE - ALIMENTO ESPECIAL POLIMERICO HIPERCALORICO HIPERPROTEICO
BARIATRIC,SOLINSA FEBRERO,,BNS LIFE - ALIMENTO ESPECIAL POLIMERICO HIPERCALORICO HIPERPROTEICO VARIOS POL ORL SOBX82G - BARIATRIC,26600.0,0.0,BNS LIFE - ALIMENTO ESPECIAL POLIMERICO HIPERCALORICO HIPERPROTEICO
BARIATRIC,SOLINSA FEBRERO,,BNS PROTEINA WHEY - ALIMENTO ESPECIAL MODULAR A BASE DE PROTEINA DE SUERO LACTEO POL ORL BOLX1080G - BARIATRIC,357000.0,0.0,BNS PROTEINA WHEY - ALIMENTO ESPECIAL MODULAR A BASE DE PROTEINA DE SUERO LACTEO
BARIATRIC,SOLINSA FEBRERO,,BNS PROTEINA WHEY - ALIMENTO ESPECIAL MODULAR A BASE DE PROTEINA DE SUERO LACTEO POL ORL BOLX360G (VAINILLA) - BARIATRIC,195000.0,0.0,BNS PROTEINA WHEY - ALIMENTO ESPECIAL MODULAR A BASE DE PROTEINA DE SUERO LACTEO
CONVATEC,SOLINSA FEBRERO,,BOLSA ACTIVE LIFE REF:22771 CX10 - CONVATEC,31040.0,0.0,BOLSA ACTIVE LIFE
CARLIXPLAST,SOLINSA FEBRERO,,BOLSA CIERRE HERMETICO 30*40CM BOL*100 - CARLIXPLAST,312.0,19.0,BOLSA CIERRE HERMETICO
COLOPLAST,SOLINSA FEBRERO,,BOLSA COLOSTOMIA 50MM C*30 (REF:13985) - COLOPLAST,8750.0,0.0,BOLSA COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BOLSA DE COLOSTOMIA 45MM C*10 (SUR-FIT PLUS NIÑOS REF:402567) - CONVATEC,15000.0,0.0,BOLSA DE COLOSTOMIA
HOLLISTER,SOLINSA FEBRERO,,BOLSA DE COLOSTOMIA 57MM C*10 (REF:18113) - HOLLISTER,18100.0,0.0,BOLSA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BOLSA DE COLOSTOMIA 57MM C*30 (NATURA CERRADA CONFORT PANNEL OPACA CON FILTRO REF:416409) - CONVATEC,13823.0,0.0,BOLSA DE COLOSTOMIA
B BRAUN,SOLINSA FEBRERO,,BOLSA DE COLOSTOMIA 60MM C*10 (PROXIMA 2+ REF: 74360CO) - B BRAUN,15000.0,0.0,BOLSA DE COLOSTOMIA
COLOPLAST,SOLINSA FEBRERO,,BOLSA DE COLOSTOMIA 60MM CX30 (ALTERNA FREE OPACA CON CIERRE HIDE-AWAY REF:13986) - COLOPLAST,8750.0,0.0,BOLSA DE COLOSTOMIA
HOLLISTER,SOLINSA FEBRERO,,BOLSA DE COLOSTOMIA 70MM C*10 (REF:18114) - HOLLISTER,18100.0,0.0,BOLSA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BOLSA DE COLOSTOMIA 70MM C*30 (NATURA CERRADA CONFORT PANNEL OPACA CON FILTRO REF:416412) - CONVATEC,13823.0,0.0,BOLSA DE COLOSTOMIA
COLOPLAST,SOLINSA FEBRERO,,BOLSA DE COLOSTOMIA 70MM C*30 (OPACA REF:10367) - COLOPLAST,11250.0,0.0,BOLSA DE COLOSTOMIA
CONVATEC,SOLINSA FEBRERO,,BOLSA DE COLOSTOMIA DRENABLE 100MM CX10 (NATURA TRANSPARENTE REF:416472) - CONVATEC,18430.0,0.0,BOLSA DE COLOSTOMIA DRENABLE
CONVATEC,SOLINSA FEBRERO,,BOLSA DE COLOSTOMIA DRENABLE 32MM CX10 (NATURA LITTLE ONES PEDIATRICA REF:401927) - CONVATEC,15763.0,0.0,BOLSA DE COLOSTOMIA DRENABLE
COLOPLAST,SOLINSA FEBRERO,,BOLSA DE UROSTOMIA 50MM C*20 (TRANSPARENTE ALTERNA REF:1758) - COLOPLAST,16250.0,0.0,BOLSA DE UROSTOMIA
