laboratorio,proveedor,cum,descripcion,precio,principio_activo,precio_maximo_venta,circular_origen,diferencia_valor,diferencia_pct,motivo,ratio_precio_vs_regulado
UNION MEDICAL SAS,CRUZ VERDE,0,PAQUETE HEMODINAMIA REF 10022 CAJ X 8 UM,77.617,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
MAINCO HEALTH CARE SAS,CRUZ VERDE,0,PAQUETE LAPARATOMIA No. 2 REF 200312 PAQ X 1 MAINCO,72.278,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
DESECHABLES MEDICOS SAS,CRUZ VERDE,0,PAQUETE QUIRURGICO ESTERIL REF 1321 BOL X 1 DESMEDICOS,64.352,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
UNION MEDICAL SAS,CRUZ VERDE,0,PAQUETE QUIRURGICO REF PT10211ES CAJ X6PAQ,154.102,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
B BRAUN MEDICAL SA,CRUZ VERDE,0,PARACETAMOL 10MG/ML SOL INY CAJ X 10FCOX50ML,10.737,PARACETAMOL,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
QUIRUX MEDICAL SAS,CRUZ VERDE,0,PARACETAMOL 10MG/ML SOL INY FCO X 100ML,12.118,ACETAMINOFEN,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
NEXT PHARMA SOURCING SAS,CRUZ VERDE,0,PARACETAMOL 10MG/ML SOL INY INST CAJ X 12VIALX100ML,8.837,ACETAMINOFEN,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS LEGRAND SA,CRUZ VERDE,0,PARACODINA 12.1MG/5ML(0.242%) JBE INST FCO X 120ML,5.038,DIHIDROCODEINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS LEGRAND SA,CRUZ VERDE,0,PARACODINA 13.6MG/ML(1.36%) SOL ORAL FCO X 30ML,15.099,DIHIDROCODEINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS LEGRAND SA,CRUZ VERDE,0,PARACODINA GOTAS 13.6MG/ML(1.36%) SOL ORAL INST FCO X 30ML,10.893,DIHIDROCODEINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS LEGRAND SA,CRUZ VERDE,0,PARALGEN 8MG TAB REC INST CAJ X 10,1.617,TIOCOLCHICOSIDO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS LEGRAND SA,CRUZ VERDE,0,PARALGEN MAX (600+8)MG TAB REC CAJ X 10,5.608,IBUPROFENO+TIOCOLCHICOSIDO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS LEGRAND SA,CRUZ VERDE,0,PARALGEN MAX (600+8)MG TAB REC INST CAJ X 10,1.635,IBUPROFENO+TIOCOLCHICOSIDO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS LEGRAND SA,CRUZ VERDE,0,PARALGEN PLUS (400+4)MG TAB REC CAJ X 15,3.516,IBUPROFENO+TIOCOLCHICOSIDO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
QUIMICA PATRIC LTDA,CRUZ VERDE,0,PARAMAN F 120MG TAB REC CAJ X 20,454.0,GINKGO BILOBA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
QUIMICA PATRIC LTDA,CRUZ VERDE,0,PARAMAN F 120MG TAB REC INST CAJ X 20,393.0,GINKGO BILOBA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS NATURAL FRESHLY INFABO INST FARCOLGCO BOTANICO,CRUZ VERDE,0,PARATOS MULTIPLES COMPONENTES NATURAL FRESHLY FCO X 240ML,29.213,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS CHALVER DE COLOMBIA SA,CRUZ VERDE,0,PARAXIN 500MG TAB REC CAJ X 6,14.085,NITAZOXANIDA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
3M COLOMBIA SA,CRUZ VERDE,0,PARCHE OCULAR OPTICLUDE CAJ X 20 3M AD,2.007,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
3M COLOMBIA SA,CRUZ VERDE,0,PARCHE OCULAR OPTICLUDE CAJ X 20 3M JUNIOR,1.836,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
AMAREY NOVA MEDICAL SA,CRUZ VERDE,0,PARCHE PARA DESFIBRILADOR REF H329 SOB X 1 NIHON KOHDEN,213.537,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
JOHNSON JOHNSON MEDTECH COLOMBIA SAS,CRUZ VERDE,0,PARCHE SUTURA CARDIACO PTFE REF PCP20 CAJ X 36 ETHICON 6 X 7.0MM X 3.0MM X 1.5MM,72.867,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
CLINICOS Y HOSPITALARIOS DE COLOMBIA SA,CRUZ VERDE,0,PARICALCITOL 5MCG/ML SOL INY INST CAJ X 5VIAL X 1ML,87.489,PARICALCITOL,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
JANSSEN CILAG SA,CRUZ VERDE,0,PARIET 20MG TAB LIB RET INST CAJ X 14,8.312,RABEPRAZOL,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,0,PARKEN (25+100)MG TAB INST CAJ X 100,376.0,CARBIDOPA+LEVODOPA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS SIEGFRIED SAS,CRUZ VERDE,0,PARKEN (25+250)MG TAB INST CAJ X 100,392.0,CARBIDOPA+LEVODOPA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
GPC PHARMA SAS,CRUZ VERDE,0,PARMODOL 10MG/ML SOL INY INST CAJ X 12VIALX100ML,13.125,ACETAMINOFEN,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,0,PAROXETINA 20MG TAB REC CAJ X 10 AMER GEN,2.911,PAROXETINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS ECAR SA,CRUZ VERDE,0,PAROXETINA 20MG TAB REC INST CAJ X 30,341.0,PAROXETINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
TECNOQUIMICAS SA,CRUZ VERDE,0,PAROXETINA 20MG TAB REC INST CAJ X 30 MK,777.0,PAROXETINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS ECAR SA,CRUZ VERDE,0,PASEDOL 50MG TAB CAJ X 12,687.0,DIMENHIDRINATO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
REPRESENTACIONES J NISSI SAS,CRUZ VERDE,0,PASTA ADAPTADORA PARA OSTOMIA REF 79300 UND,53.993,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
INSTRUMENTACION SA,CRUZ VERDE,0,PASTA CONDUCTIVA UND 8ONZ,339.146,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS LEGRAND SA,CRUZ VERDE,0,PASTA GRANUGENA 20% UNG TOP TUB X 60GR,21.085,ZINC OXIDO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIO SAN JORGE SAS BIC,CRUZ VERDE,0,PASTA LASSAR 25% PASTA TOP POT X 500GR,51.495,ZINC OXIDO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
QUIFARMA SA,CRUZ VERDE,0,PASTA LASSAR 25% UNG TOP POT X 100GR,16.514,ZINC OXIDO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
QUIFARMA SA,CRUZ VERDE,0,PASTA LASSAR 25% UNG TOP INST POT X 100GR,15.864,ZINC OXIDO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
BOSTON MEDICAL DEVICES COLOMBIA LTDA,CRUZ VERDE,0,PASTA PROTECTORA DE PIEL REF 189310 TUB X 56.7GR STOMAHESIVE CONVATEC,38.889,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ORDENES Y SUMINISTROS SA,CRUZ VERDE,0,PASTA PROTECTORA PIEL REF 2650 TUB X 60GR COLOPLAST,62.343,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
NOVARTIS DE COLOMBIA SA,CRUZ VERDE,0,PASURTA 140MG/ML SOL INY INST CAJ X 1JER PREL X 1ML,,ERENUMAB,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
NOVARTIS DE COLOMBIA SA,CRUZ VERDE,0,PATANOL 1MG/ML(0.1%) SOL OFT INST FCO X 5ML,11.829,OLOPATADINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PEDIALYTE ACTIVE 45MEQ(Na)/L SOL ORAL FCO X 500ML GUARANA,10.036,SALES REHIDRATACION ORAL+ZINC,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PEDIALYTE CON ZINC 30MEQ(Na)/L SOL ORAL FCO X 500ML MANZANA,10.036,SALES REHIDRATACION ORAL+ZINC,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PEDIALYTE MAX CON ZINC 60MEQ(NA)/L SOL ORAL FCO X 500ML COCO,10.036,SALES REHIDRATACION ORAL+ZINC,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PEDIALYTE ZINC 30MEQ(Na)/L SOL ORAL INST FCO X 500ML CEREZA,6.093,SALES REHIDRATACION ORAL+ZINC,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PEDIALYTE ZINC 60MEQ(Na)/L SOL ORAL INST FCO X 500ML MANZANA,8.442,SALES REHIDRATACION ORAL+ZINC,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
QUIBI SA EN REESTRUCTURACION,CRUZ VERDE,0,PEDIASOL 45MEQ(Na)/L SOL ORAL FCO X 500ML,5.602,SALES REHIDRATACION ORAL,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
QUIBI SA EN REESTRUCTURACION,CRUZ VERDE,0,PEDIASOL 45MEQ(Na)/L SOL ORAL FCO X 500ML COCO,5.419,SALES REHIDRATACION ORAL,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
QUIBI SA EN REESTRUCTURACION,CRUZ VERDE,0,PEDIASOL 45MEQ(Na)/L SOL ORAL FCO X 500ML MANZANA,5.602,SALES REHIDRATACION ORAL,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
QUIBI SA EN REESTRUCTURACION,CRUZ VERDE,0,PEDIASOL ZINC 60MEQ(Na)/L SOL ORAL FCO X 500ML CEREZA,5.59,SALES REHIDRATACION ORAL+ZINC,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PEDIASURE CLINICA SOL ORAL INST FCO X 220ML VAINILLA,7.938,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PEDIASURE CLINICAL LPC INST BOT X 500ML VAINILLA,20.537,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PEDIASURE INST FCO X 220ML CHOCOLATE,7.858,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PEDIASURE INST FCO X 220ML FRESA,7.858,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PEDIASURE INST FCO X 220ML VAINILLA,7.858,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
PROCAPS SA,CRUZ VERDE,0,PEDIAVIT MULTIPLES COMPONENTES SOL ORAL INST FCO X 10ML,10.06,MULTIVITAMINAS+MINERALES,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
PROCAPS SA,CRUZ VERDE,0,PEDIAVIT ZINC MULTIPLES COMPONENTES SOL ORAL INST FCO X 10ML,12.31,MULTIVITAMINAS+ZINC,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
NEVOX FARMA SA,CRUZ VERDE,0,PEDIAZINC 10MG/5ML(0.2%) SOL ORAL INST FCO X 120ML CEREZA,4.028,ZINC SULFATO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
TECNOQUIMICAS SA,CRUZ VERDE,0,PEG POLIETILENGLICOL 3350GR POLV SOL ORAL FCO X 160GR TECNOQUIMICAS,68.523,POLIETILENGLICOL 3350,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
DR REDDY S LABORATORIES SAS,CRUZ VERDE,0,PEG-GRAFEEL 6MG/0.6ML(10MG/ML) SOL INY INST CAJ X 1JER PREL,361.842,PEGFILGRASTIM,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
3M COLOMBIA SA,CRUZ VERDE,0,PELICULA PROTECTORA CAVILON REF 3343E CAJ X 25 3M,5.411,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
3M COLOMBIA SA,CRUZ VERDE,0,PELICULA PROTECTORA SPRAY FCO X 28ML CAVILON,34.907,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
BSN MEDICAL LTDA,CRUZ VERDE,0,PELICULA TRANSPARENTE ESTERIL REF 72390-00 CAJ X 50 LEUKOMED IV STE 6CM X 8CM,2.355,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
BSN MEDICAL LTDA,CRUZ VERDE,0,PELICULA TRANSPARENTE ESTERIL REF 72390-03 CAJ X 50 LEUKOMED IV STE 8.5CM X 11.5CM,4.464,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
BSN MEDICAL LTDA,CRUZ VERDE,0,PELICULA TRANSPARENTE ESTERIL REF 72390-05 CAJ X 50 LEUKOMED IV STE 7CM X 9CM,3.312,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
FARMA DE COLOMBIA SAS,CRUZ VERDE,0,"PELZINC 0,02 SHAMPOO FCO X 120ML",92.296,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
SEVEN PHARMA COLOMBIA S A S,CRUZ VERDE,0,PEMETA500MGPOLVINY INST CAJ X 1VIAL X 50ML,462.33,PEMETREXED,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
PHARMALAB PHL LABORATORIOS SAS,CRUZ VERDE,0,PEMETREXED 500MG POLV INY INST CAJ X 1VIAL SANDOZ,333.506,PEMETREXED,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
DR REDDY S LABORATORIES SAS,CRUZ VERDE,0,PEMGEM 500MG POLV INY INST VIAL,167.934,PEMETREXED,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
DISTRIBUIDORA SICMAFARMA SAS,CRUZ VERDE,0,PENICILINA G BENZATINICA 1200000UI POLV INY CAJ X 50VIAL,1.592,PENICILINA G BENZATINICA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
VITALIS SA CI,CRUZ VERDE,0,PENICILINA G BENZATINICA 1200000UI POLV INY INST CAJ X 10AMP VITALIS,2.037,PENICILINA G BENZATINICA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
VITALIS SA CI,CRUZ VERDE,0,PENICILINA G PROCAINICA 800000UI POLV INY INST CAJ X 10VIAL VITALIS,3.757,PENICILINA G PROCAINICA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
VITALIS SA CI,CRUZ VERDE,0,PENICILINA G SODICA 1000000UI POLV INY INST CAJ X 10AMP VITALIS,3.757,PENICILINA G SODICA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
FARMALOGICA SA,CRUZ VERDE,0,PENICILINA G SODICA 1000000UI POLV INY INST CAJ X 10VIAL FARMALOGICA,1.756,PENICILINA G SODICA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
AMAREY NOVA MEDICAL SA,CRUZ VERDE,43789-2,PENTAGLOBIN (1.9+0.3+0.3)GR/50ML(5%) SOL INY FCO X 50ML,,INMUNOGLOBULINAS HUMANAS IGG+IGA+IGM,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
AMAREY NOVA MEDICAL SA,CRUZ VERDE,0,PENTAGLOBIN (3.8+0.6+0.6)GR/100ML(5%) SOL INY FCO X 100ML,,INMUNOGLOBULINAS HUMANAS IGG+IGA+IGM,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS BIOPAS SA,CRUZ VERDE,0,PENTASA 1GR/SOB GRAN LIB PROL INST CAJ X 50SOB,2.75,MESALAZINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS BIOPAS SA,CRUZ VERDE,0,PENTASA 2GR/SOB GRAN LIB PROL CAJ X 30SOB,5.5,MESALAZINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS BIOPAS SA,CRUZ VERDE,0,PENTASA 500MG TAB LIB PROL INST CAJ X 50,1.445,MESALAZINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
APROD PHARMA SAS,CRUZ VERDE,0,PENTASOL 0.05% CREM TOP TUB X 40GR,22.285,CLOBETASOL,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
SANOFI AVENTIS DE COLOMBIA SA,CRUZ VERDE,0,PENTAXIM (30+40+80)UI+(25+10)MCG/0.5ML POLV INY JERPREL+VIAL,128.676,VACUNA DPT+IPV+HIB (ANTIDIFTERICA - ANTIPERTUSSIS (TOS FERINA) - ANTITETANICA - ANTIPOLIOMIELITICA - ANTIHAEMOPHILUS INFLUENZAE TIPO B),,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
GENFAR SA,CRUZ VERDE,0,PENTOXIFILINA 400MG TAB LIB PROL INST CAJ X 30 GENFAR,487.0,PENTOXIFILINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
NOVAMED SA,CRUZ VERDE,0,PEPRED 5MG/5ML(0.1%) SOL ORAL INST FCO X 100ML ACEROLA,61.338,PREDNISOLONA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
NOVAMED SA,CRUZ VERDE,0,PEPRED PLUS 15MG/5ML(0.3%) SOL ORAL FCO X 60ML,92.612,PREDNISOLONA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
EUROFARMA COLOMBIA SAS,CRUZ VERDE,0,PEPSAMAR 307.5MG/5ML(6.15%) SUSP ORAL FCO X 360ML,35.159,ALUMINIO HIDROXIDO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
NESTLE DE COLOMBIA SA,CRUZ VERDE,150103,PEPTAMEN INTENSE VHP 1KCL/ML INST BOL X 1000ML,134.928,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
NESTLE DE COLOMBIA SA,CRUZ VERDE,0,PEPTAMEN INTENSE VHP INST FCO X 250ML,31.233,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
NESTLE DE COLOMBIA SA,CRUZ VERDE,0,PEPTAMEN JUNIOR 1KCL/ML INST FCO X 250ML VAINILLA,28.11,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
NESTLE DE COLOMBIA SA,CRUZ VERDE,0,PEPTAMEN PREBIO 1 INST FCO X 250ML VAINILLA,25.299,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PERATIVE SUSP ORAL FCO X 1000ML,63.599,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ABBOTT LABORATORIES DE COLOMBIA SAS,CRUZ VERDE,0,PERATIVE SUSP ORAL LAT X 237ML,13.499,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
FAGRON COLOMBIA SAS,CRUZ VERDE,0,PERCLORURO DE HIERRO 50% SOL ORAL FCO X 50ML PREP MAG ORBUS,150.622,HIERRO PERCLORURO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
BIOQUIFAR PHARMACEUTICA SA,CRUZ VERDE,0,PERCLUSONE 150MG/5ML(3%) SUSP ORAL INST FCO X 80ML,2.917,NAPROXENO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS DENTAID SAS,CRUZ VERDE,0,PERIO-AID MAINTENANCE FCO X 150ML,21.438,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIOS BAXTER SA,CRUZ VERDE,0,PERIOLIMEL N4 C/E EMUL INY BOL X 1500ML,297.804,AMINOACIDOS+GLUCOSA+LIPIDOS+ELECTROLITOS,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
PRODUCTOS ROCHE SA,CRUZ VERDE,0,PERJETA 420MG/14ML(30MG/ML) SOL INY VIAL X 1,,PERTUZUMAB,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LABORATORIO FRANCO COLOMBIANO LAFRANCOL SAS,CRUZ VERDE,0,PERSEMAX (200+100)MG CAP INST CAJ X 30,2.181,GLICINA ACEITE+GRATISSIMA PERSEA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
DR REDDY S LABORATORIES SAS,CRUZ VERDE,20169679-2,PERSIVIA 400MG/16ML(25MG/ML) SOL INY INST CAJ X 1VIALX16ML,,BEVACIZUMAB,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
GLOBAL SERVICE PHARMACEUTICAL SAS,CRUZ VERDE,0,PETINIMID 250MG CAP BLAND CAJ X 100,9.549,ETOSUXIMIDA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
AMAREY NOVA MEDICAL SA,CRUZ VERDE,0,PEYONA 20MG/ML SOL INY CAJ X 10,19.983,CAFEINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ADVANCE SCIENTIFIC DE COLOMBIA SAS,CRUZ VERDE,0,PHENASEN 10MG/10ML(1MG/ML) SOL INY CAJ X 10VIAL X 10ML,,ARSENICO TRIOXIDO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
GLOBAL SERVICE PHARMACEUTICAL SAS,CRUZ VERDE,0,PHENYLEPHRINE HCI 10MG/ML SOL INY CAJ X 25VIAL X 1ML SUN PHARMACEUTICAL,12.118,FENILEFRINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
HEEL COLOMBIA LTDA,CRUZ VERDE,0,PHOSPHOR HOMACCORD (HEEL 136) SOL INY CAJ X 5AMPX1.1ML,12.481,MULTIPLES COMPONENTES,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
NAOS COLOMBIA SAS,CRUZ VERDE,0,PHOTODERM MAX FLUIDE BIODERMA SPF 100 TX40MLCLARO,95.412,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
MEGALABS COLOMBIA SAS,CRUZ VERDE,0,PIASCLEDINE 300MG CAP INST CAJ X 30,3.641,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
HUMAX PHARMACEUTICAL SA,CRUZ VERDE,0,PICARPIN 5MG TAB REC INST FCO X 20,726.0,PILOCARPINA CLORHIDRATO,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
TELEFLEX MEDICAL COLOMBIA SAS,CRUZ VERDE,0,PICC ADULTO 2 VIAS C-GUIA REF-PR-05052 SOB X 1 ARROW 5FR X 50CM,399.37,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
INTERSURGICAL SAS,CRUZ VERDE,0,PIEZA EN T 22M - 22F REF 1986000 CAJ X 20,10.204,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
MERCK SHARP DOHME COLOMBIA SAS,CRUZ VERDE,0,PIFELTRO 100MG TAB REC FCO X 30,21.794,DORAVIRINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
MAINCO HEALTH CARE SAS,CRUZ VERDE,0,PIJAMA CIRUJANO REF 200343 BOL X 1 MAINCO,6.682,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
MAINCO HEALTH CARE SAS,CRUZ VERDE,0,PIJAMA T-XL CON BOLSILLO FCOA REF 200859 BOL X 1 MAINCO,6.566,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
EUROFARMA COLOMBIA SAS,CRUZ VERDE,0,PILOGAN 2% LOC CAPIL FCO X 60ML,55.493,MINOXIDIL,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
SKINDRUG SA,CRUZ VERDE,0,PILOSKIN ANTICASPA/ANTICAIDA FCO X 280ML,84.436,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
SKINDRUG SA,CRUZ VERDE,0,PILOSKIN CAB GRASO FCO X 280ML,66.435,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
QUIRUX MEDICAL SAS,CRUZ VERDE,0,PIN PARA IG 5GR/100ML(5%) SOL INY CAJ X 1VIAL,986.013,INMUNOGLOBULINA G HUMANA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LH SAS,CRUZ VERDE,0,PIN ROSCADO REF S4080820230 UND 2.0MM X 230MM,69.186,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ASEPSIS PRODUCTOS DE COLOMBIA SAS PROASEPSIS SAS,CRUZ VERDE,0,PINZA APLIC ENDOS D/CLIPS REF 544995 CAJ X 10 HEM-O-LOK 33CM,475.508,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
UROMEDICA SA,CRUZ VERDE,0,PINZA DE CUNIGHAM UND TALLA L,439.634,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
MEDTRONIC COLOMBIA SA,CRUZ VERDE,0,PINZA ENDOCLIP AUTOMATICA REF 176630 UND 5MM,732.711,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
MEDTRONIC COLOMBIA SA,CRUZ VERDE,0,PINZA LAPAROSCOPICA MARYLAND REF LF1937 CAJ X 1 LIGASURE 5MM X 37CM,,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
BOSTON MEDICAL DEVICES COLOMBIA LTDA,CRUZ VERDE,0,PINZA RECTA BOLSA DREN OSTOMIA REF 175635 CAJ X 10 SUR-FIT PLUS ACTIVE LIFE CONVATEC,5.477,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
LM INSTRUMENTS SA,CRUZ VERDE,0,PINZA/TOMA BIOPSIA REF FB-19C-1 SOB X 1,,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ORDENES Y SUMINISTROS SA,CRUZ VERDE,0,PINZAS PARA BOLSAS ABIERTAS UND COLOPLAST,7.427,,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
FARMALOGICA SA,CRUZ VERDE,0,PIPERACILINA+TAZOBACTAM (4+0.5)GR POLV INY INST CAJ X 10 VIAL FARMALOGICA,7.903,PIPERACILINA+TAZOBACTAM,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
ACTIFARMA SA,CRUZ VERDE,0,PIPOTIAZINA 25MG/ML SOL INY CAJ X 3AMP X 1ML ACTIFARMA,4.828,PIPOTIAZINA,,,,,CUM_INVALIDO_O_PRECIO_INVALIDO,
