laboratorio,proveedor,cum,descripcion,precio,principio_activo,precio_maximo_venta,circular_origen,diferencia_valor,diferencia_pct,motivo,ratio_precio_vs_regulado
PROCAPS FARMA RX,PHARMAPLUS,19952266-5,MUVETT SUSPENSION,31.228,TRIMEBUTINA BASE (EQUIVALENTES A TRIMEBUTINA 200MG/15ML),,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMIONI,PHARMAPLUS,19901027-7,DOLOFEN FORTE,524.0,ACETAMINOFEN 500MG + CAFEINA 50MG TABLETA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PHARMALAB,PHARMAPLUS,19951170-2,STALEVO 100+25+200MG 30FCT BO CO,2.478,ENTACAPONA 200 MG + CARBIDOPA 25 MG + LEVODOPA 100 MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
AXON PHARMA SAS,PHARMAPLUS,39261-1,ISOPTO CARPINA 2%,30.529,PILOCARPINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,20004204-1,CLEAROVAC 64 MG,15.76,POLIETILENGLICOL 4000,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,20137593-6,"DOLIREN 7,5MG /325MG",2.213,"ACETAMINOFEN 325 MG HIDROCODONA BITARTRATO 7,5 MG",,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ADIUM,PHARMAPLUS,226330-2,BEXON 100 MG,4.688,CLINDAMICINA FOSFATO EQUIVALENTE A CLINDAMICINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PHARMALAB,PHARMAPLUS,227031-4,ANAFRANIL RET 75MG 1X10 COMP,4.498,CLOMIPRAMINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PHARMALAB,PHARMAPLUS,19995528-1,STALEVO 200+50+200MG 30FCT BO CO,4.882,ENTACAPONA 200 MG + CARBIDOPA 25 MG + LEVODOPA 100 MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
SEVEN PHARMA,PHARMAPLUS,20065665-1,LETROLE LETROZOL 2.5MG,726.0,LETROZOL,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
EUROFARMA,PHARMAPLUS,20167225-1,"LET 2,5mg CJA X 30 TAB",456.0,"LETROZOL 2,5mg",,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20071791-1,PLENIV,1.177,CLORHIDRATO DE PIRIDOINA (VIT B6),,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,42932-7,BISBACTER 262 mg x 48 TAB,1.966,SUBSALICILATO DE BISMUTO 262 mg,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
TECNOQUIMICAS MK,PHARMAPLUS,20032240-11,ESCITALOPRAM MK 20MG TAB REC,1.813,ESCITALOPRAM OXALATO 20 MG TABLETA CUBIERTA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ADIUM,PHARMAPLUS,20052048-2,ILTUXAM 40/5 MG,6.951,AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20109641-7,FENOVAS 10 MG,3.236,ROSUVASTATINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,20076577-1,CLINACYN GEL,79.775,1.188 G DE CLINDAMICINA FOSFATO. EQUIVALENTE CLINDAMICINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
NOVONORDISK,PHARMAPLUS,20204362-1,RYBELSUS 14 MG,10.655,SEMAGLUTIDA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ADIUM,PHARMAPLUS,19941892-2,DOMINIUM 50 MG,6.049,CLORHIDRATO DE SERTRALINA EQUIVALENTE A SERTRALINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20056205-5,JARIT 200 MG,3.34,PROGESTERONA MICRONIZADA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,19904368-4,RETIBLAN 50 UI,588.0,VITAMINA A PALMITATO 1.700.000 UI( EQUIVALENTE A 50.000 UI VITAMINA A),,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
EXELTIS,PHARMAPLUS,20093177-1,"DIENILLE 2 MG + 0,003 MG",523.0,DIENOGEST,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
HUMAX,PHARMAPLUS,20049561-1,NEURONOX 50 UI (TOXINA BOTULINICA),359.848,TOXINA BOTULINICA TIPO A POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
AXON PHARMA SAS,PHARMAPLUS,30617-1,MAXITROL UNGUENTO OFTALMICO ESTERIL,38.574,,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
FAES FARMA COLOMBIA S.A.S.,PHARMAPLUS,20014887-1,"INST FERROPROTINA 40MG GRANULADO - CAJA X 30 SACHET 3,3G C/U",3.206,"HIERRO, PROTEINA",,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA OTC,PHARMAPLUS,19989500-8,CITRAGEL,1.045,CALCIO CITRATO 1500 MG COMO CALCIO CITRATO TETRAHIDRATADO. (EQUIVALENTE A DE CALCIO ELEMENTAL),,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS GENERICOS COLMED,PHARMAPLUS,19934690-1,CALCITRIOL 0.25 MG,195.0,CALCITRIOL,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
BIOPAS LABORATORIES,PHARMAPLUS,20010690-1,"ATACAND PLUS 32/12,5 MG CJA X 14 TAB",3.851,CANDESARTAN CILEXETIL + HIDROCLOROTIAZIDA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS GENERICOS COLMED,PHARMAPLUS,20107054-7,VITAMINA D3 1000 UI CBG CJAX100/10 SOB COLMED,2.937,COLECALCIFEROL EQUIVALENTE A VITAMINA D3 1000 U.I. CAPSULA BLANDA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,20052952-3,NUEVID 7000 UI,4.093,VITAMINA D3 (COLECALCIFEROL),,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20200273-6,NEVIOT 200 MG,11.462,CANNABIDIOL 200 MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ABBVIE EYE CARE,PHARMAPLUS,20104677-2,OPTIVE FUSION UD,1.283,CARBOXIMETILCELULOSA SODICA SALINA - GLICERINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ABBVIE EYE CARE,PHARMAPLUS,20086613-7,OPTIVE FUSION,32.526,CARBOXIMETILCELULOSA SODICA - GLICERINA - HIALURONATO DE SODIO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20020351-9,ISOFACE 20 MG,2.5,ISOTRETINOINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,20065755-3,TRILIPI 135 MG,7.747,FENOFIBRATO DE COLINA(178.8MG) EQUIVALENTE A ACIDO FENOFIBRICO.,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,19941307-1,MUVETT S 200/120 MG,1.309,SIMETICONA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
TECNOQUIMICAS MK,PHARMAPLUS,19990069-6,MONTELUKAST MK 4MG,897.0,MONTELUKAST 4 MG TABLETA MASTICABLE,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20108801-6,COSAMIDE 100 MG CAJA,1.41,LACOSAMIDA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA OTC,PHARMAPLUS,51135-1,ALERCET GOTAS,47.068,CETIRIZINA DICLORHIDRATO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,19983547-9,ALERCET D JARABE,90.776,CETIRIZINA DICLORHIDRATO(*),,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
TECNOQUIMICAS MK,PHARMAPLUS,19997704-1,CETIRIZINA MK LMG JBE,7.44,"CETIRIZINA 0,1 GR JBE",,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ALCON LABORATORIOS,PHARMAPLUS,20007664-2,SYSTANE ULTRA (INSTITUCIONAL),31.212,POLIETILENGLICOL 400,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20045393-10,B-VIT,1.177,PIRIDOINA CLORHIDRATO (VITAMINA B6),,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA OTC,PHARMAPLUS,20060354-5,FORTZINK 20 MG/5ML JARABE,16.944,SULFATO DE ZINC MONOHIDRATO 1098.0 MG(.EQUIVALENTE A ZINC),,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ABBVIE EYE CARE,PHARMAPLUS,19937980-3,RESTASIS,4.243,CICLOSPORINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ABBVIE EYE CARE,PHARMAPLUS,19912759-3,PRED-F,55.692,PREDNISOLONA ACETATO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20063322-1,ALBISEC ONE,9.639,ITRACONAZOL MICROGRANULOS (215.5 MG/G) 618.7 MG. EQUIVALENTES A ITRACONAZOL (1),,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PHARMALAB,PHARMAPLUS,2014520-03,RIXATHON 100MG/10ML 2LIVI CO,276.0,RITUXIMAB 100MG/10ML,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PHARMALAB,PHARMAPLUS,2014520-03,RIXATHON 500MG/50ML 1LIVI CO,793.5,RITUXIMAB 500MG/50ML,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20179173-2,EPAPURE,3.03,ICOSAPENTANOATO DE ETILO 1g,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,50786-5,DUPHALAC,2.077,LACTULOSA 66.7 G,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PHARMALAB,PHARMAPLUS,19951171-2,STALEVO 150+37.5+200MG 30FCT BO CO,3.718,ENTACAPONA 200 MG + CARBIDOPA 37.5 MG + LEVODOPA 150 MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
TECNOQUIMICAS MK,PHARMAPLUS,20023052-2,NITAZOXANIDA MK 100/5ML SUSP,31.009,NITAZOXANIDA 100 MG/5 ML GRANULOS PARA RECONSTUIR A SUSP ORAL,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ADIUM,PHARMAPLUS,19955886-1,LERTUS FORTE 50 MG,2.828,DICLOFENACO SODICO 50MG + CODEINA FOSFATO 50MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20056938-4,ADELLA,995.0,CLORMADINONA ACETATO MICRONIZADO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,209154-10,DICETEL 100 MG,7.108,BROMURO DE PINAVERIO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
TECNOQUIMICAS MK,PHARMAPLUS,20018396-3,DOXICICLINA MK 100 MG TABC,318.0,DOXICICLINA 100 MG TABLETA CUBIERTA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
TECNOQUIMICAS MK,PHARMAPLUS,20044951-33,ESCITALOPRAM MK 10 MG TAB REC,1.463,ESCITALOPRAM OXALATO EQUIVALENTE A ESCITALOPRAM BASE,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
TECNOQUIMICAS MK,PHARMAPLUS,20068279-1,FEXOFENADINA MK 30MG,30.941,FEXOFENADINA CLORHIDRATO 30 MG SUSP,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
TECNOQUIMICAS MK,PHARMAPLUS,20008193-3,LEVOFLOXACINA MK 500 MG TAB,1.482,LEVOFLOXACINA 500 MG TABLETA CUBIERTA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ABBVIE EYE CARE,PHARMAPLUS,19923968-6,LUMIGAN 0.03%,76.05,BIMATOPROST,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA OTC,PHARMAPLUS,20229953-1,OPTICEL SOLUCION OFTALMICA,15.616,HIALURONATO DE SODIO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20256032-5,MUVETT 300 MG,1.205,TRIMEBUTINA MALEATO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ABBOTT FORMAS NUTRICIONALES,PHARMAPLUS,20020097-2,PEDIALYTE MAX ZINC 60MEQ UVA,7.767,CLORURO DE SODIO+GLUCONATO DE ZINC,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20071791-2,PLENIV,1.177,CLORHIDRATO DE PIRIDOINA (VIT B6),,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20080133-9,IFAIM 550 MG,4.287,RIFAIMINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,20058720-2,RIFAX 550 MG CAJA,4.637,RIFAXIMINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,19987949-8,VARTERAL 160/5 MG,1.166,AMLODIPINO BESILATO 6.944 MG (EQUIVALENTE A AMLODIPINO BASE),,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
SEVEN PHARMA,PHARMAPLUS,20063471-1,FOVIREM TENOFOVIR 300 MG + EMTRICITABINA 200 MG CAJA,1.385,EMTRICITABINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
TECNOQUIMICAS MK,PHARMAPLUS,19983474-9,ESOMEPRAZOL MK 20MG,1.631,ESOMEPRAZOL 20 MG TABLETA CUBIERTA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ADIUM,PHARMAPLUS,20052046-3,LURAZIC 20 mg,4.923,LURASIDONA CLORHIDRATO 20 mg,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
TECNOQUIMICAS MK,PHARMAPLUS,20085390-14,VALACICLOVIR MK 1GR,6.582,VALACICLOVIR CLORHIDRATO HIDRATO 1 GR TAB CUB,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,19938610-7,CARDIOSOL 60 MG,5.678,NIFEDIPINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
BIOPAS LABORATORIES,PHARMAPLUS,226665-1,KONAKION MICELAS MIXTAS AMPOLLAS 10 MG/ML,24.828,Fitomenadiona (Vitamina K1).,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,20031721-11,SYNTHROID 175 mcg,1.726,LEVOTIROXINA SÓDICA 175 mcg,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,19930430-6,SYNTHROID 88 mcg,1.037,LEVOTIROXINA SÓDICA 88 mcg,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ASTRAZENECA COLOMBIA SAS,PHARMAPLUS,19915411-5,NEXIUM MUPS 20 MG CJA X 28 TAB,1.179,ESOMEPRAZOL,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,20142975-3,AZEC 137 MCG 50 MCG SUSPENSION NASAL,88.152,AZELASTINA CLORHIDRATO 137mcg + FLUTICASONA PROPIONATO 50mcg,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,20137591-5,DOLIREN PLUS,2.597,"HIDROCODONA 10,0000 mg/PARACETAMOL 325,0000 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (DOLIREN PLUS) TABLETA 1,0000U",,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,20159113-6,NEDOX 40 MG,5.711,ESOMEPRAZOL,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20188747-3,"RX-POLIX 500,000 UI CJA X 10 VIAL",37.179,POLIMIXINA B,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20196516-2,TRABIS 5 MG CJA X 20 TAB,1.955,SOLIFENACINA TABLETA RECUBIERTA 5MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20150199-1,ARGAXIT 100MG CJA X 1 VIAL,173.077,AZACITIDINA 100MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20138254-1,CAXOFU 50MG 50MG CJA X 1 VIAL,230.769,CASPOFUNGINA 50MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20138252-1,CAXOFU 70MG 70MG CJA X 1 VIAL,307.692,CASPOFUNGINA 70MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20108803-6,COSAMIDE 200MG TAB REC CAJ X 30,2.051,LACOSAMIDA 200MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20142246-1,DATABIN 500MG CJA X 1 VIAL,192.308,DAPTOMICINA 500MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20150722-3,"ENTEKLUD 0,5MG CJA X 30 TAB",4.7,ENTECAVIR 0.5MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20131074-1,GECLIX 50MG CJA X 1 VIAL,53.846,TIGECICLINA 50MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20188746-1,GIXOFU 100MG CJA X 1 VIAL,448.718,ANIDULAFUNGINA 100MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20139167-1,IBANDRON 6MG/6ML CJA X 1 VIAL,173.077,ACIDO IBANDRONICO 6 MG/6ML SOLUCION INYECTABLE,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20071543-1,INVOTAS 200MG CJA X 10 TAB,10.897,VORICONAZOL 200MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20155908-5,KAPIXA 500MG CJA X 120 TAB,1.121,CAPECITABINA 500MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20139305-4,KEIXA 2.5 MG TAB RECU CJA X 60 TAB,2.2,APIXABAN TABLETA RECUBIERTA 2.5 MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20128791-4,KEIXA 5 MG TAB RECU CJA X 60 TAB,2.2,APIXABAN TABLETA RECUBIERTA 5 MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA RX,PHARMAPLUS,19966533-10,ALACTIN 0.5 MG,4.607,CABERGOLINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20137452-1,LEUKUSTIM 100MG CJA X 1 VIAL,435.897,BENDAMUSTINA CLORHIDRATO 100MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20121606-2,MYCOTAS 360MG CJA X 120 TAB,3.076,SODIO MICOFENOLATO 360MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20206091-2,BROCURIX 10MG CJA X 10 VIAL,14.102,BROMURO DE VECURONIO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20137454-1,PORIX 3.5MG CJA X 1 VIAL,102.564,BORTEZOMIB 3.5MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20103607-1,TABOSEN 125MG CJA X 1 FCO X 30 TAB,3.756,BOSENTAN MONOHIDRATO 125MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20156966-4,TIXVAN ANTES RIVOL X 450MG CJA X 60 TAB,10.256,VALGANCICLOVIR 450MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20134186-3,TOTRE 2MG CJA 30 CAPSULAS,854.0,TOLTERODINA 2MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20130424-3,TOTRE 4MG CJA 30 CAPSULAS,1.709,TOLTERODINA 4MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20155911-1,VANOXAT VANCOMICINA500MG CJA X 1 VIAL,6.538,VANCOMICINA 500MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20151852-4,XETAM 10MG CJA X 10 TAB,17.307,AMBRISENTAN 10MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20151854-4,XETAM 5MG CJA X 10 TAB,12.82,AMBRISENTAN 5MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20175536-1,AKIOTIX 600MG ACIDO TIOCTICO 600MG CJA X 30 TABS,1.41,ACIDO TIOCTICO 600MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20101576-1,RAZATEC 1MG CJA X 10 TAB,2.051,RASAGILINA 1MG,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20175535-1,SEROKIN XR 150 MG CJA X 30 TAB,1.666,QUETIAPINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20175534-1,SEROKIN XR 200 MG CJA X 30 TAB,1.923,QUETIAPINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20175528-1,SEROKIN 300 XR MG CJA X 30 TAB,2.435,QUETIAPINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
XINETIX PHARMA S.A.S,PHARMAPLUS,20195302-2,XAMINA 100 MG CJA X 30 TAB,1.709,FLUVOXAMINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS FARMA OTC,PHARMAPLUS,19994003-3,ALERCET D CAPSULAS,9.227,CETIRIZINA DICLORHIDRATO MICROGRANULOS (6.37%)(EQUIVALENTE A 5 MG DE CETIRIZINA DICLORHIDRATO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ADIUM,PHARMAPLUS,20028750-2,ALEVIAN DUO 100MG/300MG,6.072,BROMURO DE PINAVERIO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,20055000-4,BELLAFACE SUAVE 2/0.02 MG,545.0,DIENOGEST,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
LAFRANCOL,PHARMAPLUS,59395-1,CETIRAX JBE,51.375,CETIRIZINA DICLORHIDRATO 0.1 G/100 ML,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
PROCAPS GENERICOS COLMED,PHARMAPLUS,19995244-2,CLOTRIMAZOL CREMA TOPICA,8.919,CLOTRIMAZOL,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ADIUM,PHARMAPLUS,19993409-9,COLMIBE 10MG + 10MG,4.168,ATORVASTATINA CALCICA 20.6 MG EQUIVALENTE A ATORVASTATINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ADIUM,PHARMAPLUS,19993410-9,COLMIBE 20 MG + 10MG,6.069,ATORVASTATINA CALCICA 20.6 MG EQUIVALENTE A ATORVASTATINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ABBVIE EYE CARE,PHARMAPLUS,19956212-3,COMBIGAN,112.05,BRIMONIDINA TARTRATO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
ABBVIE EYE CARE,PHARMAPLUS,19956212-3,COMBIGAN,217.35,BRIMONIDINA TARTRATO,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
SIEGFRIED FARMA,PHARMAPLUS,20090593-1,COMPLEGEL NF 500 MG,21.026,CITICOLINA SODICA EQUIVALENTE A CITICOLINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
BIOPAS LABORATORIES,PHARMAPLUS,19924352-2,CONTRACTUBEX GEL,153.329,ALANTOINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
BIOPAS LABORATORIES,PHARMAPLUS,19924352-8,CONTRACTUBEX GEL TÓPICO,112.996,ALANTOINA,,,,,DUPLICADO_AMBIGUO_PRECIOS_DISTINTOS,
