nombre
Azacitidina 100mg Polvo esteril para reconstituir Vial
Azacitidina 300mg Tableta
Azitromicina 4% [200mg/5mL] Polvo para reconstituir a solucion oral
Azitromicina 500mg Tableta
Bacillus clausii 2000 millones/5mL Suspension oral
Baclofeno 10mg Tableta
Barrera de colostomia No. 45mm
Barrera de colostomia No. 57mm
Barrera de colostomia No. 70mm
Beclometasona dipropionato + Formoterol fumarato 100mcg + 6mcg/dosis Solucion en aerosol
Beclometasona dipropionato 250mcg/dosis Solucion en aerosol
Beclometasona dipropionato 50mcg/dosis Solucion en aerosol
Bencilo benzoato 30% [1.5g/5mL] Locion topica
Betahistina 16mg Tableta
Betahistina 24mg Tableta
Betahistina 8mg Tableta
Betametasona acetato + Betametasona sodio fosfato [3mg + 3mg/mL] Solucion inyectable
Betametasona sodio fosfato [4mg/mL] Solucion inyectable
Betametasona sodio fosfato [8mg/2mL] Solucion inyectable
"Betametasona valerato + Clotrimazol + Neomicina 0,04% + 1% + 0,5% [4mg + 100mg + 50mg/10g] Crema topica"
"Betametasona valerato 0,05% [5mg/10g] Crema topica"
"Betametasona valerato 0,1% [10mg/10g] Crema topica"
"Betametildigoxina 0,1mg Tableta"
Bevacizumab 25mg/mL [100mg/4mL] Solucion inyectable Vial x 4mL
Bicalutamida 150mg Tableta
Bicalutamida 50mg Tableta
Bilastina 20mg Tableta
"Bimatoprost + Timolol maleato 0,3mg + 5mg/mL Solucion oftalmica Frasco gotero x 3mL"
"Bimatoprost 0,3mg/mL Solucion oftalmica Frasco gotero x 3mL"
Biperideno 2mg Tableta
Bisacodilo 5mg Tableta
Bismuto subsalicilato 262mg Tableta masticable
"Bisoprolol 2,5mg Tableta"
Bisoprolol 5mg Tableta
Bleomicina 15UI Polvo esteril para reconstituir
Bolsa de colostomia No. 45mm
Bolsa de colostomia No. 57mm
Bolsa de colostomia No. 70mm
Bolsa recolectora de orina 2000mL
"Bortezomib 3,5mg Polvo esteril para reconstituir Vial"
Bosentan 125mg Tableta
Bosentan 62.5mg Tableta
"Brimonidina tartrato + Brinzolamida 2mg + 10mg/mL Solucion oftalmica Frasco gotero x 2,5mL"
Brimonidina tartrato + Dorzolamina + Timolol 2mg + 20mg + 5mg/mL Solucion oftalmica Frasco gotero x 5mL
Brimonidina tartrato + Timolol 2mg + 5mg/mL Solucion oftalmica Frasco gotero x 10mL
"Brimonidina tartrato + Timolol 2mg + 5mg/mL Solucion oftalmica Frasco gotero x 2,5mL"
Brimonidina tartrato 2mg/mL Solucion oftalmica Frasco gotero x 5mL
Brivaracetam 100mg Tableta
Brivaracetam 50mg Tableta
"Bromfenaco 0,9mg/mL Solucion oftalmica Frasco gotero x 5mL"
Budesonida + Formoterol 160mcg + 4.5mcg/dosis Aerosol Inhalador x 120 dosis
Budesonida + Formoterol 160mcg + 4.5mcg/dosis Polvo para inhalacion Inhalador x 120 dosis
Budesonida + Formoterol 200mcg + 6mcg Capsula dura para inhalacion
Budesonida + Formoterol 320mcg + 9mcg/dosis Aerosol Inhalador x 200 dosis
Budesonida 0.5mg/mL [1mg/2mL] Solucion para inhalacion
Bupropion 150mg Tableta de liberacion prolongada
"Cabergolina 0,5mg Tableta"
Cafeina + Ergotamina tartrato 100mg + 1mg Tableta
"Calcifediol (Vitamina D3) 100,000UI Capsula blanda"
"Calcio carbonato + Vitamina D3 + Zinc [300mg + 100UI + 7,5mg/5mL] Suspension oral"
Calcio carbonato + Vitamina D3 500mg + 200UI Polvo efervescente
Calcio carbonato + Vitamina D3 500mg + 330UI Tableta
Calcio carbonato + vitamina D3 600mg + 200UI Tableta
Calcio carbonato + Vitamina D3 600mg + 400UI Tableta
Calcio carbonato 1500mg (600mg calcio) Tableta
Calcio carbonato 600mg Tableta masticable
Calcio citrato + Fumarato ferroso + Folico acido + Vitamina D3 200mg + 18mg + 0.4mg + 400UI Tableta
Calcio citrato + Vitamina D3 1500mg (calcio 315mg) + 200UI Tableta
Calcio citrato + Vitamina D3 1500mg (calcio 315mg) + 800UI Tableta
"Calcitriol 0,25mcg Capsula blanda"
"Calcitriol 0,5mcg Capsula blanda"
Capecitabina 500mg Tableta
Captopril 25mg Tableta
Captopril 50mg Tableta
Carbamazepina 2% [100mg/5mL] Suspension oral Frasco x 100mL
Carbamazepina 2% [100mg/5mL] Suspension oral Frasco x 120mL
Carbamazepina 200mg Tableta
Carbamazepina 200mg Tableta de liberacion prolongada
Carbamazepina 400mg Tableta de liberacion prolongada
"Carbidopa + Entacapona + Levodopa 12,5mg + 200mg + 50mg Tableta"
Carbidopa + Entacapona + Levodopa 25mg + 200mg + 100mg Tableta
"Carbidopa + Entacapona + Levodopa 40,5mg + 200mg + 150mg Tableta"
Carbidopa + Entacapona + Levodopa 50mg + 200mg + 200mg Tableta
Carbidopa + Levodopa 25mg + 100mg Tableta
Carbidopa + Levodopa 25mg + 250mg Tableta
Carboplatino 10mg/mL [450mg/45mL] Solucion inyectable
"Carboximetilcelulosa sodica (viscocidad media 7M8SFPH) + Carboximetilcelulosa sodica (viscocidad alta 7H3SXF) + Glicerina 3,25mg + 1,75mg + 9mg/mL Solucion oftalmica"
Carboximetilcelulosa sodica + Glicerina + Hialuronato de sodio 5mg + 9mg + 1mg/mL Solucion oftalmica
Carboximetilcelulosa sodica + Glicerina 5mg + 9mg/mL Solucion oftalmica
Carboximetilcelulosa sodica 10mg/mL Solucion oftalmica
Carboximetilcelulosa sodica 5mg/mL Solucion oftalmica
"Carvedilol 12,5mg Tableta"
Carvedilol 25mg Tableta
"Carvedilol 6,25mg Tableta"
Cefalexina 5% [250mg/5mL] Polvo para reconstituir a solucion oral
Cefalexina 500mg Capsula dura
Ceftriaxona 1g Polvo esteril para reconstituir
Cefuroxima 500mg Tableta
Celecoxib 100mg Capsula dura
Celecoxib 200mg Capsula dura
"Cetirizina 0,1% [5mg/5mL] Jarabe"
Cetirizina 1% [10mg/mL] Solucion oral
Cetirizina 10mg Tableta
Cianocobalamina (vitamina B12) 1mg/mL Solucion inyectable
Ciclobenzaprina + Lisina clonixinato 5mg + 125mg Capsula blanda
Ciclobenzaprina 10mg Tableta
Ciclobenzaprina 15mg Tableta
Ciclofosfamida 1g Polvo esteril para reconstituir
Ciclofosfamida 500mg Polvo esteril para reconstituir
Ciclofosfamida 50mg Tableta
Cilostazol 100mg Tableta
Cilostazol 50mg Tableta
Cinacalcet 30mg Tableta
Ciprofibrato 100mg Tableta
Ciprofloxacina + Dexametasona 3mg + 1mg/mL Solucion oftalmica
Ciprofloxacina + Dexametasona 3mg + 1mg/mL Solucion otica
Ciprofloxacina 500mg Tableta
Cisplatino 1mg/mL [50mg/50mL] Solucion inyectable
Citalopram 20mg Tableta
Citarabina [500mg/5mL] Solucion inyectable Vial x 5mL
Citicolina 500mg Tableta
"Citrato de sodio + Dextrosa + Potasio cloruro + Sodio cloruro 2,9% + 13,5% + 1,5% + 2,6% Polvo para reconstituir a solucion oral"
Claritromicina 5% [250mg/5mL] Polvo para reconstituir a solucion oral
Claritromicina 500mg Tableta
Clindamicina 300mg Capsula dura
Clobazam 10mg Tableta
Clobazam 20mg Tableta
"Clobetasol 0.05% [2,5mg/5mL] Locion topica"
Clobetasol 0.05% [5mg/10g] Crema topica
Clonazepam 0.25% [2.5mg/mL] Solucion oral
Clonazepam 0.5mg Tableta
Clonazepam 2mg Tableta
"Clonidina clorhidrato 150mcg (0,150mg) Tableta"
Clopidogrel 75mg Tableta
"Clorfeniramina maleato 0,04% [2mg/5mL] Jarabe"
Clorfeniramina maleato 4mg Tableta
Cloroquina fosfato 150mg Tableta
Clortalidona + Valsartan 25mg + 160mg Tableta
Clortalidona 12.5mg Tableta
Clortalidona 25mg Tableta
Clotrimazol 1% [100mg/10g] Crema topica
Clotrimazol 1% [100mg/10g] Crema vaginal
Clotrimazol 1% [100mg/10g] Solucion topica
Clotrimazol 100mg Ovulo
Clotrimazol 100mg Tableta vaginal
Clozapina 100mg Tableta
Clozapina 25mg Tableta
Colchicina 0.5mg Tableta
Colestiramina 44.44g Granulos
"Colistina sulfato + Hidrocortisona acetato + Neomicina sulfato 1,538mg + 0,5mg + 5mg/mL Solucion otica"
"Complejo B - Nicotinamida + Piridoxina + Riboflavina + Tiamina [20mg + 10mg + 1,5mg + 5mg/5mL] Jarabe"
Complejo B [Vitamina B1 (tiamina) + Vitamina B6 (piridoxina) + Vitamina B12 (hidroxicobalamina)] [100mg + 50mg + 10mcg/2mL] Solucion inyectable
"Condroitina sulfato + Glucosamina sulfato + Metilsulfonilmetano 1,2g + 1,5g + 2,4g Polvo para reconstituir a solucion oral Sobre x 9g"
Condroitina sulfato + Hialuronato de sodio 1.8mg + 1mg/mL Solucion oftalmica Frasco gotero x 10mL
Cromoglicato de sodio 2% [20mg/mL] Solucion intranasal
Cromoglicato de sodio 2% [20mg/mL] Solucion oftalmica
Cromoglicato de sodio 4% [40mg/mL] Solucion oftalmica
Crotamiton 10% [500mg/5mL] Locion topica
Dabigatran 150mg Capsula dura
Dabigatran etexilato 110mg Capsula dura
Dacarbazina 200mg Polvo esteril para reconstituir
Danazol 200mg Capsula dura
Dapagliflozina + Metformina 10mg + 1000mg Tableta de liberacion prolongada
Dapagliflozina + Metformina 5mg + 1000mg Tableta de liberacion prolongada
Dapagliflozina 10mg Tableta
Dasatinib 100mg Tableta
Deflazacort 30mg Tableta
Deflazacort 6mg Tableta
Desloratadina + Montelukast 5mg + 10mg Tableta
"Desloratadina 0,05% [2,5mg/5mL] Jarabe"
Desloratadina 5mg Tableta
Desmopresina 120mcg Tableta sublingual
"Desonida 0,05% [2,5mg/5mL] Locion topica"
"Desonida 0,05% [5mg/10g] Crema topica"
Desvenlafaxina 50mg Tableta de liberacion prolongada
"Dexametasona + Neomicina + Polimixina B 1mg + 3,5mg + 6000UI/mL Solucion oftalmica"
"Dexametasona + Tobramicina 0,1% + 0,3% [10mg + 30mg/10g] Unguento oftalmico"
Dexametasona + Tobramicina 1mg + 3mg/mL Solucion oftalmica
Dexametasona 4mg Tableta
Dexametasona fosfato [4mg/mL] Solucion inyectable
Dexametasona fosfato [8mg/2mL] Solucion inyectable
"Dexametasona fosfato + Lidocaina 0,1% + 2% [10mg + 200mg/10g] Crema proctologica"
"Dexametasona fosfato 0,75mg Tableta"
Dextrosa en agua destilada 5% [1000mL] Solucion inyectable
Dextrosa en agua destilada 5% [250mL] Solucion inyectable
Dextrosa en agua destilada 50% [500mL] Solucion inyectable
Diacereina 50mg Capsula dura
Diclofenaco [75mg/3mL] Solucion inyectable
Diclofenaco + Tramadol 25mg + 25mg Tableta
Diclofenaco + Tramadol 50mg + 50mg Tableta
Diclofenaco 1% [100mg/10g] Gel topico
Diclofenaco 50mg Tableta
Diclofenaco 50mg Tableta de liberacion retardada
Dicloxacilina 5% [250mg/5mL] Polvo para reconstituir a solucion oral
Dicloxacilina 500mg Capsula dura
Dienogest 2mg Tableta
Difenhidramina 50mg Capsula dura
"Difenhidramina clorhidrato 0,25% [12,5mg/5mL] Jarabe"
"Dihidrocodeina bitartrato 0,24% [12,1mg/5mL] Jarabe"
Diltiazem 60mg Tableta
Dimenhidrinato 50mg Tableta
Diosmina + Hesperidina [900mg + 100mg/10mL] Solucion oral
Diosmina + Hesperidina 450mg + 50mg Tableta
Diosmina + Hesperidina 900mg + 100mg Tableta
"Dipirona sodica + Hioscina n-butil bromuro 2,5g + 20mg/5mL Solucion inyectable"
Dipirona sodica 1g/2mL Solucion inyectable
Divalproato de sodio (valproico acido) 250mg Tableta de liberacion prolongada
Divalproato de sodio (valproico acido) 250mg Tableta de liberacion retardada
Divalproato de sodio (valproico acido) 500mg Tableta de liberacion prolongada
Divalproato de sodio (valproico acido) 500mg Tableta de liberacion retardada
Docetaxel [80mg/4mL] Solucion inyectable concentrada Vial x 4mL
Domperidona 0.1% [5mg/5mL] Suspension oral
Domperidona 10mg Tableta
Donepecilo 5mg Tableta
"Dornasa alfa [2,5mg/2,5mL] Solucion para inhalacion Ampula x 2,5mL"
Dorzolamida + Timolol maleato 20mg + 5mg/mL Solucion oftalmica Frasco gotero x 5mL
Doxazosina 4mg Tableta
Doxiciclina 100mg Tableta
Doxilamina succinato + Piridoxina 10mg + 10mg Tableta de liberacion retardada
Doxorubicina 2mg/mL [50mg/25mL] Solucion inyectable Vial x 25mL
Drospirenona 4mg Tableta
Duloxetina 30mg Capsula de liberacion retardada
Duloxetina 30mg Tableta de liberacion retardada
Duloxetina 60mg Capsula de liberacion retardada
Dutasteride + Tamsulosina 0.5mg + 0.4mg Capsula dura
Eltrombopag 25mg Tableta
Eltrombopag 50mg Tableta
Empagliflozina + Linagliptina 10mg + 5mg Tableta
Empagliflozina + Linagliptina 25mg + 5mg Tableta
"Empagliflozina + Metformina 12,5mg + 1000mg Tableta"
"Empagliflozina + Metformina 12,5mg + 850mg Tableta"
Empagliflozina 10mg Tableta
Empagliflozina 25mg Tableta
Emtricitabina + Tenofovir alafenamida 200mg + 25mg Tableta
Emtricitabina + Tenofovir disoproxil fumarato 200mg + 300mg Tableta
Enalapril maleato 20mg Tableta
Enalapril maleato 5mg Tableta
"Enoxaparina sodica 2000UI [20mg/0,2mL] Solucion inyectable Jeringa prellenada x 0,2mL"
"Enoxaparina sodica 4000UI [40mg/0,4mL] Solucion inyectable Jeringa prellenada x 0,4mL"
"Enoxaparina sodica 6000UI [60mg/0,6mL] Solucion inyectable Jeringa prellenada x 0,6mL"
"Enoxaparina sodica 8000UI [80mg/0,8mL] Solucion inyectable Jeringa prellenada x 0,8mL"
Enzalutamida 40mg Capsula blanda
"Epinastina 0,5mg/mL Solucion oftalmica"
Eplerenona 25mg Tableta
Eritromicina 5% [250mg/5mL] Suspension oral
Eritromicina 500mg Tableta
"Eritropoyetina alfa humana recombinante 2,000UI Solucion inyectable Ampolla x 1mL"
"Eritropoyetina humana recombinante 4,000UI Solucion inyectable Ampolla x 1mL"
Escitalopram 10mg Tableta
Escitalopram 20mg Tableta
Esomeprazol 10mg Capsula dura
Esomeprazol 10mg Polvo para reconstituir a solucion oral
Esomeprazol 20mg Tableta
Esomeprazol 20mg Tableta de liberacion retardada
Esomeprazol 40mg Tableta de liberacion retardada
"Espiramicina 3,000,000UI Tableta"
Espironolactona 100mg Tableta
Espironolactona 25mg Tableta
Estradiol valerato (tableta 1) + Estradiol valerato (tableta 2) + Dienogest (tableta 2) + Estradiol valerato (tableta 3) + Estradiol valerato (tableta 4) + Dienogest (tableta 4) 1mg + 2mg + 2mg + 3mg + 2mg + 3mg Tableta
Estrogenos conjugados 0.625mg Tableta
Estrogenos conjugados 0.625mg/g Crema vaginal Tubo x 43g
Eszopiclona 2mg Tableta
Eszopiclona 3mg Tableta
"Etinilestradiol + Levonorgestrel 0,03mg + 0,15mg Tableta"
Etonogestrel 68mg Implante trasdermico
Etoposido [100mg/5mL] Solucion inyectable
Etoricoxib 120mg Tableta
Etoricoxib 30mg Tableta
Etoricoxib 60mg Tableta
Etoricoxib 90mg Tableta
"Everolimus 0,5mg Tableta"
"Everolimus 0,75mg Tableta"
Ezetimibe + Rosuvastatina 10mg + 20mg Tableta
Ezetimibe + Rosuvastatina 10mg + 40mg Tableta
Febuxostat 80mg Capsula blanda
Febuxostat 80mg Tableta
Fenazopiridina 200mg Tableta
Fenilalanina + Histidina + Isoleucina + Leucina + Lisina acetato + Metionina + Tirosina + Treonina + Triptofano + Valina 68mg + 38mg + 67mg + 101mg + 105mg + 59mg + 30mg + 53mg + 23mg + 86mg Tableta
"Fenilefrina + Prednisolona acetato 1,2mg + 10mg/mL Solucion oftalmica"
Fenitoina [125mg/5mL] Suspension oral
Fenitoina sodica 100mg Capsula dura
Fenobarbital 0.4% [20mg/5mL] Solucion oral
Fenobarbital 100mg Tableta
Fenobarbital 50mg Tableta
Fenofibrato 200mg Capsula dura
Fenofibrato de colina 135mg Capsula de liberacion retardada
Fenofibrico acido + Rosuvastatina 135mg + 10mg Capsula dura
Fenofibrico acido + Rosuvastatina 135mg + 20mg Capsula dura
Fenoterol bromhidrato + Ipratropio bromuro 50mcg + 20mcg/puff Aerosol Inhalador x 200 dosis
"Fexofenadina 0,6% [30mg/5mL] Suspension oral"
Fexofenadina 120mg Tableta
Flavoxato 200mg Tableta
Fluconazol 1% [50mg/5mL] Polvo para reconstituir a solucion oral
Fluconazol 150mg Capsula dura
Fluconazol 200mg Capsula dura
"Fludrocortisona 0,1mg Tableta"
Flunarizina 10mg Tableta
Flunarizina 5mg Capsula dura
Flunarizina 5mg Tableta
Fluorometolona acetato 1mg/mL Solucion oftalmica
Fluorouracilo [500mg/10mL] Solucion inyectable
"Fluoxetina 0,4% [20mg/5mL] Jarabe"
Fluoxetina 20mg Tableta
Fluticasona + Salmeterol 125mcg + 25mcg/puff Aerosol Inhalador x 120 dosis
Fluticasona + Salmeterol 250mcg + 25mcg/puff Aerosol Inhalador x 120 dosis
Fluticasona + Salmeterol 250mcg + 50mcg/puff Aerosol Inhalador x 60 dosis
Fluticasona + Salmeterol 500mcg + 50mcg/puff Polvo para inhalacion Inhalador x 60 dosis
Fluticasona + Vilanterol 200mcg + 25mcg/puff Polvo para inhalacion Inhalador x 30 dosis
"Fluticasona 27,5mcg/puff Solucion intranasal Inhalador x 120 dosis"
Fluticasona 50mcg/puff Aerosol Inhalador x 120 dosis
Fluvoxamina maleato 100mg Tableta
Folico acido 1mg Tableta
Folico acido 5mg Tableta
Folinato de calcio [50mg/5mL] Solucion inyectable
Formula terapeutica (F-75) x 400g
Fosaprepitant 150mg Polvo esteril para reconstituir Vial
Fosfato de sodio dibasico + Fosfato de sodio monobasico 6g + 16g/133mL Solucion rectal
Fosfomicina 3g Polvo para reconstituir a solucion oral Sobre x 8g
Furosemida 20mg/2mL Solucion inyectable
Furosemida 40mg Tableta
Fusidico acido 2% [200mg/10g] Crema topica
Gabapentina 300mg Capsula dura
Gabapentina 400mg Capsula dura
Gabapentina 600mg Tableta
Gemcitabina 1g Polvo esteril para reconstituir Vial
Gemfibrozilo 600mg Tableta
Gentamicina sulfato [160mg/2mL] Solucion inyectable
Gentamicina sulfato [3mg/mL] Solucion oftalmica
Gentamicina sulfato [80mg/2mL] Solucion inyectable
Glibenclamida 5mg Tableta
Glicopirronio + Indacaterol 50mcg + 110mcg Capsula dura para inhalacion
Glimepirida 2mg Tableta
Glimepirida 4mg Tableta
Glucometro digital
"Goserelina acetato 10,8mg Solucion inyectable Implante"
Guante de examen de nitrilo L Caja x 100 Unidades
Guante de examen de nitrilo M Caja x 100 Unidades
Guante de examen de nitrilo S Caja x 100 Unidades
Guante esteril No. 7 con talco - Par
"Guante esteril No. 7,5 con talco - Par"
Guante esteril No. 8 con talco - Par
Guayacolato de glicerilo 2% [100mg/5mL] Jarabe
Haloperidol [5mg/mL] Solucion inyectable
Haloperidol 10mg Tableta
Haloperidol 2mg/mL Solucion oral
Haloperidol 5mg Tableta
"Hialuronato de sodio + Condroitin sulfato 1,6% + 2% [800mg + 1g/50mL] Jeringa prellenada x 50mL"
Hialuronato de sodio 2mg/mL Solucion oftalmica
Hialuronato de sodio 4mg/mL Solucion oftalmica
"Hidroclorotiazida + Irbesartan 12,5mg + 150mg Tableta"
"Hidroclorotiazida + Irbesartan 12,5mg + 300mg Tableta"
"Hidroclorotiazida + Losartan potasico 12,5mg + 100mg Tableta"
"Hidroclorotiazida + Losartan potasico 12,5mg + 50mg Tableta"
Hidroclorotiazida + Losartan potasico 25mg + 100mg Tableta
"Hidroclorotiazida + Valsartan 12,5mg + 160mg Tableta"
"Hidroclorotiazida + Valsartan 12,5mg + 80mg Tableta"
Hidroclorotiazida + Valsartan 25mg + 160mg Tableta
Hidroclorotiazida 25mg Tableta
Hidrocortisona 1% [100mg/10mL] Locion topica
Hidrocortisona 10mg Tableta
Hidrocortisona 5mg Tableta
Hidrocortisona acetato + Lidocaina 0.25% + 5% [25mg + 500mg] Unguento rectal
Hidrocortisona acetato + Lidocaina 5mg + 60mg Supositorio
"Hidrocortisona acetato 0,5% [50mg/10g] Locion topica"
Hidrocortisona acetato 1% [100mg/10g] Crema topica
Hidrocortisona succinato 100mg Polvo esteril para reconstituir
Hidromorfona clorhidrato [2mg/mL] Solucion inyectable
Hidromorfona clorhidrato 2.5mg Tableta
Hidromorfona clorhidrato 5mg Tableta
Hidrosmina 200mg Capsula dura
Hidroxicina 0.25% [12.5mg/5mL] Jarabe
Hidroxicina 25mg Tableta
Hidroxicloroquina sulfato 200mg Tableta
Hidroxicloroquina sulfato 400mg Tableta
Hidroxiurea (hidroxicarbamida) 500mg Capsula dura
Hierro polimaltosado 1% [50mg/5mL] Jarabe
Hierro sacarato [100mg/5mL] Solucion inyectable
Hioscina n-butil bromuro [20mg/mL] Solucion inyectable
Hioscina n-butil bromuro 10mg Tableta
Ibandronico acido 150mg Tableta
Ibandronico acido 1mg/mL [6mg/6mL] Solucion inyectable Ampolla x 6mL
Ibuprofeno 2% [100mg/5mL] Suspension oral
Ibuprofeno 200mg Capsula blanda
Ibuprofeno 400mg Tableta
Ibuprofeno 600mg Tableta
Ibuprofeno 800mg Tableta
Ifosfamida 1g Polvo esteril para reconstituir
Imatinib 100mg Tableta
Imatinib 400mg Tableta
Imipramina clorhidrato 10mg Tableta
Imipramina clorhidrato 25mg Tableta
Indacaterol 150mcg Capsula dura para inhalacion
"Indapamida + Perindopril 1,25mg + 5mg Tableta"
"Indapamida 1,5mg Tableta de liberacion prolongada"
"Indapamida 2,5mg Tableta"
Inmunoglobulina humana anti D (RH) 300mcg Solucion inyectable Jeringa prellenada x 2mL
Inmunoglobulina humana normal 160mg/mL [800mg/5mL] Solucion inyectable Vial x 5mL
Inmunoglobulina humana normal 5% [5g/100mL] Solucion inyectable Vial x 100mL
Insulina asparta 100UI/mL [1000UI/10mL] Solucion inyectable Vial x 10mL
Insulina asparta 100UI/mL [300UI/3mL] Solucion inyectable Lapicero x 3mL
"Insulina degludec + Liraglutida 100UI + 3,6mg/mL [300UI + 10,8mg/3mL] Solucion inyectable Lapicero x 3mL"
Insulina degludec 100UI/mL [300UI/3mL] Solucion inyectable Lapicero x 3mL
Insulina detemir 100UI/mL [300UI/3mL] Solucion inyectable Lapicero x 3mL
Insulina glargina + lixisenatida 100UI + 33mcg/mL [300UI + 99mcg/3mL] Solucion inyectable Lapicero x 3mL
Insulina glargina + lixisenatida 100UI + 50mcg/mL [300UI + 150mcg/3mL] Solucion inyectable Lapicero x 3mL
Insulina glargina 100UI/mL [1000UI/10mL] Solucion inyectable Vial x 10mL
Insulina glargina 100UI/mL [300UI/3mL] Solucion inyectable Lapicero x 3mL
"Insulina glargina 300UI/mL [450UI/1,5mL] Solucion inyectable Lapicero x 1,5mL"
Insulina glulisina 100UI/mL [1000UI/10mL] Solucion inyectable Vial x 10mL
Insulina glulisina 100UI/mL [300UI/3mL] Solucion inyectable Lapicero x 3mL
Insulina humana 100UI/mL [1000UI/10mL] Solucion inyectable
Insulina lispro 100UI/mL [1000UI/10mL] Solucion inyectable Vial x 10mL
Insulina lispro 100UI/mL [300UI/3mL] Solucion inyectable Lapicero x 3mL
Insulina NPH (isofana) 100UI/mL [1000UI/10mL] Solucion inyectable
Ipratropio bromuro 4mg/200 dosis [20mcg/dosis] Solucion en aerosol Inhalador x 200 dosis
Irbesartan 150mg Tableta
Irbesartan 300mg Tableta
Irinotecan [100mg/5mL] Solucion inyectable Ampolla x 5mL
Isoniazida + Rifampicina 150mg + 300mg Tableta
Isoniazida 100mg Tableta
Isoniazida 300mg Tableta
Isosorbide dinitrato 10mg Tableta
Isosorbide dinitrato 5mg Tableta sublingual
Isotretinoina 10mg Capsula blanda
Isotretinoina 20mg Capsula blanda
Itraconazol 100mg Capsula dura
